epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.012040827423334122,0.0001468400441808626
0,26,0.029101191088557243,,,
1,49,,7.507130067097023e-05,,
1,53,,,0.008795020170509815,7.91106213000603e-05
1,53,0.009624446742236614,,,
2,80,,,0.0007682612631469965,9.433816217097046e-07
2,80,0.004161898046731949,,,
3,99,,1.0984855180140585e-05,,
3,107,,,0.0028177828062325716,9.052652785612736e-06
3,107,0.003771458985283971,,,
4,134,,,0.0022918221075087786,6.076919817132875e-06
4,134,0.003648584010079503,,,
5,149,,8.803759556030855e-06,,
5,161,,,0.005590507760643959,3.20750659739133e-05
5,161,0.0032896099146455526,,,
6,188,,,0.000998114817775786,1.5090540728124324e-06
6,188,0.002897069323807955,,,
7,199,,1.1757580978155602e-05,,
7,215,,,0.0028113292064517736,8.68313782120822e-06
7,215,0.0029869687277823687,,,
8,242,,,0.0009928278159350157,1.4916419104338274e-06
8,242,0.004356379620730877,,,
9,249,,4.3954674765700474e-05,,
9,269,,,0.00438632583245635,2.006348586292006e-05
9,269,0.0038300445303320885,,,
10,296,,,0.00480720866471529,2.3965583750396036e-05
10,296,0.003982445225119591,,,
11,299,,0.0001013670553220436,,
11,323,,,0.014984097331762314,0.00022553824237547815
11,323,0.006582699716091156,,,
12,349,,0.0004416814190335572,,
12,350,,,0.01269440446048975,0.00016218081873375922
12,350,0.01187971979379654,,,
13,377,,,0.0014508928870782256,2.983931381095317e-06
13,377,0.007940331473946571,,,
14,399,,1.8750150047708303e-05,,
14,404,,,0.005100006703287363,2.6809779228642583e-05
14,404,0.005162721034139395,,,
15,431,,,0.0011284162756055593,1.818138571252348e-06
15,431,0.004334683530032635,,,
16,449,,5.708232129109092e-05,,
16,458,,,0.005702478811144829,3.335827568662353e-05
16,458,0.004323911387473345,,,
17,485,,,0.006127547472715378,3.8335838326020166e-05
17,485,0.00398390693590045,,,
18,499,,6.521144678117707e-05,,
18,512,,,0.009879887104034424,9.921061428030953e-05
18,512,0.005792700219899416,,,
19,539,,,0.0029551556799560785,9.778888852451928e-06
19,539,0.004254407249391079,,,
20,549,,2.8028143788105808e-05,,
20,566,,,0.0008785298559814692,1.1789841209974838e-06
20,566,0.0031148383859544992,,,
21,593,,,0.0064242989756166935,4.23447709181346e-05
21,593,0.004166553728282452,,,
22,599,,6.621941338380566e-06,,
22,620,,,0.0035027037374675274,1.3569652764999773e-05
22,620,0.004493806976824999,,,
