epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.07045963406562805,0.005269084125757217
0,26,0.060127679258584976,,,
1,49,,0.0010542614618316293,,
1,53,,,0.03149601072072983,0.0011832477757707238
1,53,0.030830444768071175,,,
2,80,,,0.02196808159351349,0.0005881415563635528
2,80,0.02804737724363804,,,
3,99,,0.0006804881268180907,,
3,107,,,0.018985139206051826,0.0005265727522782981
3,107,0.021992510184645653,,,
4,134,,,0.03006802313029766,0.001035370514728129
4,134,0.020102016627788544,,,
5,149,,0.00033977231942117214,,
5,161,,,0.025266705080866814,0.0006804771837778389
5,161,0.018284006044268608,,,
6,188,,,0.00693133007735014,6.648051203228533e-05
6,188,0.01474516186863184,,,
7,199,,0.0003696451894938946,,
7,215,,,0.020065022632479668,0.00041072440217249095
7,215,0.013080625794827938,,,
8,242,,,0.003092289436608553,1.1156856089655776e-05
8,242,0.01161138340830803,,,
9,249,,0.0001457644102629274,,
9,269,,,0.0074090068228542805,5.6608711020089686e-05
9,269,0.007230500690639019,,,
10,296,,,0.001721642562188208,4.892429387837183e-06
10,296,0.005645087920129299,,,
11,299,,0.00012068803334841505,,
11,323,,,0.0032326846849173307,1.3331610716704745e-05
11,323,0.008058001287281513,,,
12,349,,3.913414548151195e-05,,
12,350,,,0.008684155531227589,7.692636427236721e-05
12,350,0.004793478641659021,,,
13,377,,,0.006084187887609005,3.868716521537863e-05
13,377,0.005014148075133562,,,
14,399,,3.2108378945849836e-05,,
14,404,,,0.005650606006383896,3.31966693920549e-05
14,404,0.005737555678933859,,,
15,431,,,0.006537542212754488,4.3805353925563395e-05
15,431,0.008068104274570942,,,
16,449,,4.7637826355639845e-05,,
16,458,,,0.0020249937660992146,5.210243671172066e-06
16,458,0.006887158378958702,,,
17,485,,,0.007843109779059887,6.334319186862558e-05
17,485,0.007139311637729406,,,
18,499,,4.772692409460433e-05,,
18,512,,,0.0016927662072703242,3.6409876429388532e-06
18,512,0.005628645420074463,,,
19,539,,,0.002532315906137228,7.475794518541079e-06
19,539,0.0047688051126897335,,,
20,549,,1.709993557597045e-05,,
20,566,,,0.0007174749625846744,8.439726570941275e-07
20,566,0.003304241457954049,,,
21,593,,,0.006934507749974728,4.976308991899714e-05
21,593,0.003597889095544815,,,
22,599,,3.0932518711779267e-05,,
22,620,,,0.004406692460179329,2.0343195501482114e-05
22,620,0.0037528688553720713,,,
23,647,,,0.0013680183328688145,2.5789993287617108e-06
23,647,0.00645574601367116,,,
24,649,,5.332650107447989e-05,,
24,674,,,0.0030091789085417986,9.892417438095436e-06
24,674,0.004667501896619797,,,
25,699,,3.826419560937211e-05,,
25,701,,,0.001578798401169479,3.1998979466152377e-06
25,701,0.003489891765639186,,,
26,728,,,0.0017984992591664195,4.217574769427301e-06
26,728,0.004661224316805601,,,
27,749,,1.0985713743139058e-05,,
27,755,,,0.0016936741303652525,3.547164169503958e-06
27,755,0.0039189402014017105,,,
28,782,,,0.006448774132877588,4.253112638252787e-05
28,782,0.006258654873818159,,,
29,799,,6.523768388433382e-05,,
29,809,,,0.0009304295526817441,1.4857162113912636e-06
29,809,0.004632508382201195,,,
30,836,,,0.0007212143973447382,8.201686796383001e-07
30,836,0.004592196550220251,,,
31,849,,1.171620260720374e-05,,
31,863,,,0.0016942202346399426,3.705298013301217e-06
31,863,0.002843189286068082,,,
32,890,,,0.001252541202120483,2.142330004062387e-06
32,890,0.004346352536231279,,,
33,899,,1.5075552255439106e-05,,
33,917,,,0.007926915772259235,6.354248034767807e-05
33,917,0.005015528295189142,,,
34,944,,,0.0019144554389640689,4.519626145338407e-06
34,944,0.005514907650649548,,,
35,949,,1.6366542695323005e-05,,
35,971,,,0.0013732878724113107,2.4703454073460307e-06
35,971,0.0028550089336931705,,,
36,998,,,0.0013828802620992064,2.541149569879053e-06
36,998,0.003186142770573497,,,
37,999,,1.4283313248597551e-05,,
37,1025,,,0.004655157681554556,2.257135020045098e-05
37,1025,0.0036929671186953783,,,
38,1049,,1.3671426131622866e-05,,
38,1052,,,0.0011571525828912854,1.882780793494021e-06
38,1052,0.004092179238796234,,,
39,1079,,,0.002980775898322463,9.723852599563543e-06
39,1079,0.0036651580594480038,,,
40,1099,,0.00010672664211597294,,
40,1106,,,0.006527632940560579,4.343910040915944e-05
40,1106,0.010004469193518162,,,
