date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,Unnamed: 0,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,latitude,longitude,epi_week,region
2022-04-13,306.0,706855,15399.0,1898,43173,25189.0,259.0,18178780.0,148934.0,56171302,474.050001,-12.133333,1819935,England
2022-04-14,299.0,708517,14955.0,1662,43182,21118.0,233.0,18199898.0,149167.0,56171302,474.050001,-12.133333,1819935,England
2022-04-15,271.0,709933,14394.0,1416,43191,17004.0,210.0,18216902.0,149377.0,56171302,474.050001,-12.133333,1819935,England
2022-04-16,285.0,711221,14335.0,1288,43200,15827.0,228.0,18232729.0,149605.0,56171302,474.050001,-12.133333,1819935,England
2022-04-17,280.0,712568,14254.0,1347,43209,16061.0,221.0,18248790.0,149826.0,56171302,474.050001,-12.133333,1819944,England
2022-04-18,274.0,714074,14183.0,1506,43218,20271.0,217.0,18269061.0,150043.0,56171302,474.050001,-12.133333,1819944,England
2022-04-19,296.0,715509,14607.0,1435,43227,20276.0,175.0,18289337.0,150218.0,56171302,474.050001,-12.133333,1819944,England
2022-04-20,309.0,716831,14164.0,1322,43236,16696.0,204.0,18306033.0,150422.0,56171302,474.050001,-12.133333,1819944,England
2022-04-21,294.0,718095,13392.0,1264,43245,14271.0,176.0,18320304.0,150598.0,56171302,474.050001,-12.133333,1819944,England
2022-04-22,283.0,719279,12883.0,1184,43254,12250.0,186.0,18332554.0,150784.0,56171302,474.050001,-12.133333,1819944,England
2022-04-23,286.0,720366,12156.0,1087,43263,10355.0,177.0,18342909.0,150961.0,56171302,474.050001,-12.133333,1819944,England
2022-04-24,287.0,721443,12083.0,1077,43272,11680.0,159.0,18354589.0,151120.0,56171302,474.050001,-12.133333,1819953,England
2022-04-25,276.0,722581,11992.0,1138,43281,13182.0,163.0,18367771.0,151283.0,56171302,474.050001,-12.133333,1819953,England
2022-04-26,276.0,723681,11320.0,1100,43290,11091.0,149.0,18378862.0,151432.0,56171302,474.050001,-12.133333,1819953,England
2022-04-27,260.0,724763,10965.0,1082,43299,9931.0,160.0,18388793.0,151592.0,56171302,474.050001,-12.133333,1819953,England
2022-04-28,252.0,725699,10432.0,936,43308,8835.0,167.0,18397628.0,151759.0,56171302,474.050001,-12.133333,1819953,England
2022-04-29,259.0,726571,9938.0,872,43317,7787.0,147.0,18405415.0,151906.0,56171302,474.050001,-12.133333,1819953,England
2022-04-30,265.0,727289,9499.0,718,43326,6706.0,162.0,18412121.0,152068.0,56171302,474.050001,-12.133333,1819953,England
2022-05-01,256.0,728096,9355.0,807,43335,7546.0,149.0,18419667.0,152217.0,56171302,474.050001,-12.133333,1819962,England
2022-05-02,248.0,728924,9326.0,828,43344,10141.0,133.0,18429808.0,152350.0,56171302,474.050001,-12.133333,1819962,England
2022-05-03,237.0,729817,9243.0,893,43353,10927.0,119.0,18440735.0,152469.0,56171302,474.050001,-12.133333,1819962,England
2022-05-04,241.0,730690,8950.0,873,43362,9587.0,119.0,18450322.0,152588.0,56171302,474.050001,-12.133333,1819962,England
2022-05-05,224.0,731467,8596.0,777,43371,8382.0,111.0,18458704.0,152699.0,56171302,474.050001,-12.133333,1819962,England
2022-05-06,211.0,732188,8170.0,721,43380,7282.0,122.0,18465986.0,152821.0,56171302,474.050001,-12.133333,1819962,England
2022-05-07,199.0,732795,7768.0,607,43389,6160.0,114.0,18472146.0,152935.0,56171302,474.050001,-12.133333,1819962,England
2022-05-08,199.0,733464,7715.0,669,43398,7466.0,103.0,18479612.0,153038.0,56171302,474.050001,-12.133333,1819971,England
2022-05-09,187.0,734195,7647.0,731,43407,8660.0,103.0,18488272.0,153141.0,56171302,474.050001,-12.133333,1819971,England
2022-05-10,175.0,734921,7363.0,726,43416,7915.0,105.0,18496187.0,153246.0,56171302,474.050001,-12.133333,1819971,England
2022-05-11,170.0,735592,7034.0,671,43425,7056.0,87.0,18503243.0,153333.0,56171302,474.050001,-12.133333,1819971,England
2022-05-12,162.0,736272,6602.0,680,43434,6182.0,99.0,18509425.0,153432.0,56171302,474.050001,-12.133333,1819971,England
2022-05-13,162.0,736814,6366.0,542,43443,5535.0,88.0,18514960.0,153520.0,56171302,474.050001,-12.133333,1819971,England
2022-05-14,168.0,737367,6147.0,553,43452,4944.0,79.0,18519904.0,153599.0,56171302,474.050001,-12.133333,1819971,England
2022-05-15,170.0,737933,6158.0,566,43461,6505.0,80.0,18526409.0,153679.0,56171302,474.050001,-12.133333,1819980,England
2022-05-16,159.0,738522,6024.0,589,43470,7649.0,67.0,18534058.0,153746.0,56171302,474.050001,-12.133333,1819980,England
2022-05-17,173.0,739098,5733.0,576,43479,6559.0,81.0,18540617.0,153827.0,56171302,474.050001,-12.133333,1819980,England
2022-05-18,161.0,739724,5425.0,626,43488,6157.0,55.0,18546774.0,153882.0,56171302,474.050001,-12.133333,1819980,England
2022-05-19,165.0,740297,5356.0,573,43497,5544.0,56.0,18552318.0,153938.0,56171302,474.050001,-12.133333,1819980,England
2022-05-20,171.0,740747,5187.0,450,43506,4786.0,65.0,18557104.0,154003.0,56171302,474.050001,-12.133333,1819980,England
2022-05-21,164.0,741134,5065.0,387,43515,4007.0,61.0,18561111.0,154064.0,56171302,474.050001,-12.133333,1819980,England
2022-05-22,156.0,741597,5047.0,463,43524,4935.0,60.0,18566046.0,154124.0,56171302,474.050001,-12.133333,1819989,England
2022-05-23,150.0,742102,5010.0,505,43533,5944.0,60.0,18571990.0,154184.0,56171302,474.050001,-12.133333,1819989,England
2022-05-24,142.0,742563,4639.0,461,43542,5322.0,45.0,18577312.0,154229.0,56171302,474.050001,-12.133333,1819989,England
2022-05-25,137.0,743038,4489.0,475,43551,4956.0,43.0,18582268.0,154272.0,56171302,474.050001,-12.133333,1819989,England
2022-05-26,134.0,743459,4365.0,421,43560,4604.0,61.0,18586872.0,154333.0,56171302,474.050001,-12.133333,1819989,England
2022-05-27,134.0,743901,4197.0,442,43569,4229.0,48.0,18591101.0,154381.0,56171302,474.050001,-12.133333,1819989,England
2022-05-28,127.0,744283,4013.0,382,43578,3822.0,53.0,18594923.0,154434.0,56171302,474.050001,-12.133333,1819989,England
2022-05-29,124.0,744711,4018.0,428,43587,4429.0,34.0,18599352.0,154468.0,56171302,474.050001,-12.133333,1819998,England
2022-05-30,121.0,745176,4091.0,465,43596,5568.0,58.0,18604920.0,154526.0,56171302,474.050001,-12.133333,1819998,England
2022-05-31,119.0,745678,4036.0,502,43605,5431.0,55.0,18610351.0,154581.0,56171302,474.050001,-12.133333,1819998,England
2022-06-01,123.0,746158,3800.0,480,43614,5393.0,40.0,18615744.0,154621.0,56171302,474.050001,-12.133333,1819998,England
2022-06-02,126.0,746570,3841.0,412,43623,4811.0,44.0,18620555.0,154665.0,56171302,474.050001,-12.133333,1819998,England
2022-06-03,125.0,746974,3849.0,404,43632,5293.0,33.0,18625848.0,154698.0,56171302,474.050001,-12.133333,1819998,England
2022-06-04,111.0,747417,3835.0,443,43641,5932.0,48.0,18631780.0,154746.0,56171302,474.050001,-12.133333,1819998,England
2022-06-05,113.0,747948,3965.0,531,43650,8022.0,44.0,18639802.0,154790.0,56171302,474.050001,-12.133333,1820007,England
2022-06-06,120.0,748554,4126.0,606,43659,9394.0,47.0,18649196.0,154837.0,56171302,474.050001,-12.133333,1820007,England
2022-06-07,116.0,749131,4108.0,577,43668,9131.0,38.0,18658327.0,154875.0,56171302,474.050001,-12.133333,1820007,England
2022-06-08,124.0,749795,4096.0,664,43677,9614.0,39.0,18667941.0,154914.0,56171302,474.050001,-12.133333,1820007,England
2022-06-09,127.0,750422,4082.0,627,43686,9194.0,33.0,18677135.0,154947.0,56171302,474.050001,-12.133333,1820007,England
2022-06-10,117.0,751011,4262.0,589,43695,8774.0,49.0,18685909.0,154996.0,56171302,474.050001,-12.133333,1820007,England
2022-06-11,125.0,751594,4257.0,583,43704,8234.0,43.0,18694143.0,155039.0,56171302,474.050001,-12.133333,1820007,England
2022-06-12,126.0,752253,4408.0,659,43713,10567.0,30.0,18704710.0,155069.0,56171302,474.050001,-12.133333,1820016,England
2022-06-13,128.0,752975,4602.0,722,43722,12754.0,36.0,18717464.0,155105.0,56171302,474.050001,-12.133333,1820016,England
2022-06-14,130.0,753738,4722.0,763,43731,12483.0,36.0,18729947.0,155141.0,56171302,474.050001,-12.133333,1820016,England
2022-06-15,132.0,754580,4843.0,842,43740,12206.0,46.0,18742153.0,155187.0,56171302,474.050001,-12.133333,1820016,England
2022-06-16,130.0,755402,5008.0,822,43749,11753.0,55.0,18753906.0,155242.0,56171302,474.050001,-12.133333,1820016,England
2022-06-17,120.0,756231,5037.0,829,43758,11463.0,50.0,18765369.0,155292.0,56171302,474.050001,-12.133333,1820016,England
2022-06-18,138.0,757028,5183.0,797,43767,11522.0,48.0,18776891.0,155340.0,56171302,474.050001,-12.133333,1820016,England
2022-06-19,139.0,757970,5436.0,942,43776,14388.0,57.0,18791279.0,155397.0,56171302,474.050001,-12.133333,1820025,England
2022-06-20,150.0,759025,5726.0,1055,43785,16704.0,59.0,18807983.0,155456.0,56171302,474.050001,-12.133333,1820025,England
2022-06-21,149.0,760180,6002.0,1155,43794,17321.0,53.0,18825304.0,155509.0,56171302,474.050001,-12.133333,1820025,England
2022-06-22,149.0,761313,6177.0,1133,43803,17512.0,65.0,18842816.0,155574.0,56171302,474.050001,-12.133333,1820025,England
2022-06-23,154.0,762523,6401.0,1210,43812,16493.0,70.0,18859309.0,155644.0,56171302,474.050001,-12.133333,1820025,England
2022-06-24,168.0,763595,6752.0,1072,43821,15409.0,52.0,18874718.0,155696.0,56171302,474.050001,-12.133333,1820025,England
2022-06-25,177.0,764606,6973.0,1011,43830,14294.0,71.0,18889012.0,155767.0,56171302,474.050001,-12.133333,1820025,England
2022-06-26,188.0,765882,7455.0,1276,43839,17886.0,64.0,18906898.0,155831.0,56171302,474.050001,-12.133333,1820034,England
2022-06-27,192.0,767320,7822.0,1438,43848,21648.0,72.0,18928546.0,155903.0,56171302,474.050001,-12.133333,1820034,England
2022-06-28,205.0,768774,8120.0,1454,43857,21590.0,68.0,18950136.0,155971.0,56171302,474.050001,-12.133333,1820034,England
2022-06-29,200.0,770346,8587.0,1572,43866,21464.0,84.0,18971600.0,156055.0,56171302,474.050001,-12.133333,1820034,England
2022-06-30,211.0,771942,8928.0,1596,43875,21253.0,80.0,18992853.0,156135.0,56171302,474.050001,-12.133333,1820034,England
2022-07-01,219.0,773268,9389.0,1326,43884,20808.0,90.0,19013661.0,156225.0,56171302,474.050001,-12.133333,1820034,England
2022-07-02,213.0,774642,9632.0,1374,43893,19391.0,104.0,19033052.0,156329.0,56171302,474.050001,-12.133333,1820034,England
2022-07-03,218.0,776437,9956.0,1795,43902,24957.0,93.0,19058009.0,156422.0,56171302,474.050001,-12.133333,1820043,England
2022-07-04,223.0,778348,10658.0,1911,43911,30039.0,114.0,19088048.0,156536.0,56171302,474.050001,-12.133333,1820043,England
2022-07-05,229.0,780274,11049.0,1926,43920,27818.0,110.0,19115866.0,156646.0,56171302,474.050001,-12.133333,1820043,England
2022-07-06,217.0,782219,11465.0,1945,43929,26428.0,125.0,19142294.0,156771.0,56171302,474.050001,-12.133333,1820043,England
2022-07-07,232.0,784186,11878.0,1967,43938,23800.0,117.0,19166094.0,156888.0,56171302,474.050001,-12.133333,1820043,England
2022-07-08,228.0,785882,12283.0,1696,43947,21871.0,128.0,19187965.0,157016.0,56171302,474.050001,-12.133333,1820043,England
2022-07-09,229.0,787483,12440.0,1601,43956,19138.0,140.0,19207103.0,157156.0,56171302,474.050001,-12.133333,1820043,England
2022-07-10,250.0,789372,12879.0,1889,43965,22801.0,145.0,19229904.0,157301.0,56171302,474.050001,-12.133333,1820052,England
2022-07-11,264.0,791377,13336.0,2005,43974,26880.0,145.0,19256784.0,157446.0,56171302,474.050001,-12.133333,1820052,England
2022-07-12,264.0,793322,13621.0,1945,43983,24068.0,159.0,19280852.0,157605.0,56171302,474.050001,-12.133333,1820052,England
2022-07-13,274.0,795268,13741.0,1946,43992,21358.0,150.0,19302210.0,157755.0,56171302,474.050001,-12.133333,1820052,England
2022-07-14,282.0,797107,13807.0,1839,44001,19083.0,136.0,19321293.0,157891.0,56171302,474.050001,-12.133333,1820052,England
2022-07-15,287.0,798594,13975.0,1487,44010,16367.0,139.0,19337660.0,158030.0,56171302,474.050001,-12.133333,1820052,England
2022-07-16,305.0,799967,13701.0,1373,44019,13473.0,155.0,19351133.0,158185.0,56171302,474.050001,-12.133333,1820052,England
2022-07-17,292.0,801661,13840.0,1694,44028,15502.0,187.0,19366635.0,158372.0,56171302,474.050001,-12.133333,1820061,England
2022-07-18,307.0,803415,14044.0,1754,44037,16675.0,147.0,19383310.0,158519.0,56171302,474.050001,-12.133333,1820061,England
2022-07-19,318.0,805249,13837.0,1834,44046,14624.0,294.0,19397934.0,158813.0,56171302,474.050001,-12.133333,1820061,England
2022-07-20,287.0,806964,13545.0,1715,44055,14326.0,204.0,19412260.0,159017.0,56171302,474.050001,-12.133333,1820061,England
2022-07-21,283.0,808514,13375.0,1550,44064,12578.0,144.0,19424838.0,159161.0,56171302,474.050001,-12.133333,1820061,England
2022-07-22,292.0,809745,13182.0,1231,44073,10980.0,135.0,19435818.0,159296.0,56171302,474.050001,-12.133333,1820061,England
2022-07-23,279.0,810884,12475.0,1139,44082,8776.0,153.0,19444594.0,159449.0,56171302,474.050001,-12.133333,1820061,England
2022-07-24,300.0,812191,12591.0,1307,44091,10046.0,171.0,19454640.0,159620.0,56171302,474.050001,-12.133333,1820070,England
2022-07-25,303.0,813536,12529.0,1345,44100,11733.0,143.0,19466373.0,159763.0,56171302,474.050001,-12.133333,1820070,England
2022-07-26,290.0,814854,12113.0,1318,44109,10318.0,138.0,19476691.0,159901.0,56171302,474.050001,-12.133333,1820070,England
2022-07-27,273.0,816051,11914.0,1197,44118,9268.0,141.0,19485959.0,160042.0,56171302,474.050001,-12.133333,1820070,England
2022-07-28,268.0,817216,11437.0,1165,44127,8164.0,166.0,19494123.0,160208.0,56171302,474.050001,-12.133333,1820070,England
2022-07-29,253.0,818212,11149.0,996,44136,7419.0,164.0,19501542.0,160372.0,56171302,474.050001,-12.133333,1820070,England
2022-07-30,241.0,819148,10529.0,936,44145,6489.0,125.0,19508031.0,160497.0,56171302,474.050001,-12.133333,1820070,England
2022-07-31,232.0,820286,10431.0,1138,44154,7551.0,138.0,19515582.0,160635.0,56171302,474.050001,-12.133333,1820079,England
2022-08-01,245.0,821406,10417.0,1120,44163,8649.0,145.0,19524231.0,160780.0,56171302,474.050001,-12.133333,1820079,England
2022-08-02,240.0,822468,10177.0,1062,44172,8020.0,145.0,19532251.0,160925.0,56171302,474.050001,-12.133333,1820079,England
2022-08-03,232.0,823527,9817.0,1059,44181,7262.0,145.0,19539513.0,161070.0,56171302,474.050001,-12.133333,1820079,England
2022-08-04,231.0,824544,9498.0,1017,44190,6421.0,116.0,19545934.0,161186.0,56171302,474.050001,-12.133333,1820079,England
2022-08-05,229.0,825454,9152.0,910,44199,5759.0,115.0,19551693.0,161301.0,56171302,474.050001,-12.133333,1820079,England
2022-08-06,221.0,826229,8806.0,775,44208,4748.0,112.0,19556441.0,161413.0,56171302,474.050001,-12.133333,1820079,England
2022-08-07,217.0,827128,8805.0,899,44217,5795.0,126.0,19562236.0,161539.0,56171302,474.050001,-12.133333,1820088,England
2022-08-08,222.0,828103,8888.0,975,44226,7112.0,122.0,19569348.0,161661.0,56171302,474.050001,-12.133333,1820088,England
2022-08-09,233.0,829076,8624.0,973,44235,6351.0,116.0,19575699.0,161777.0,56171302,474.050001,-12.133333,1820088,England
2022-08-10,216.0,830085,8487.0,1009,44244,5884.0,111.0,19581583.0,161888.0,56171302,474.050001,-12.133333,1820088,England
2022-08-11,206.0,830986,8327.0,901,44253,5327.0,135.0,19586910.0,162023.0,56171302,474.050001,-12.133333,1820088,England
2022-08-12,196.0,831726,8072.0,740,44262,4697.0,126.0,19591607.0,162149.0,56171302,474.050001,-12.133333,1820088,England
2022-08-13,192.0,832488,7993.0,762,44271,3884.0,125.0,19595491.0,162274.0,56171302,474.050001,-12.133333,1820088,England
2022-08-14,191.0,833247,8158.0,759,44280,4706.0,103.0,19600197.0,162377.0,56171302,474.050001,-12.133333,1820097,England
2022-08-15,198.0,834108,8088.0,861,44289,5514.0,119.0,19605711.0,162496.0,56171302,474.050001,-12.133333,1820097,England
2022-08-16,195.0,834926,7832.0,818,44298,4767.0,101.0,19610478.0,162597.0,56171302,474.050001,-12.133333,1820097,England
2022-08-17,207.0,835714,7486.0,788,44307,4311.0,79.0,19614789.0,162676.0,56171302,474.050001,-12.133333,1820097,England
2022-08-18,184.0,836406,7421.0,692,44316,3785.0,83.0,19618574.0,162759.0,56171302,474.050001,-12.133333,1820097,England
2022-08-19,182.0,837054,7045.0,648,44325,3246.0,74.0,19621820.0,162833.0,56171302,474.050001,-12.133333,1820097,England
2022-08-20,166.0,837639,6760.0,585,44334,2773.0,93.0,19624593.0,162926.0,56171302,474.050001,-12.133333,1820097,England
2022-08-21,164.0,838244,6687.0,605,44343,3477.0,89.0,19628070.0,163015.0,56171302,474.050001,-12.133333,1820106,England
2022-08-22,162.0,838914,6803.0,670,44352,4429.0,84.0,19632499.0,163099.0,56171302,474.050001,-12.133333,1820106,England
2022-08-23,135.0,839621,6436.0,707,44361,3953.0,76.0,19636452.0,163175.0,56171302,474.050001,-12.133333,1820106,England
2022-08-24,150.0,840264,6302.0,643,44370,3819.0,61.0,19640271.0,163236.0,56171302,474.050001,-12.133333,1820106,England
2022-08-25,141.0,840910,6249.0,646,44379,3167.0,65.0,19643438.0,163301.0,56171302,474.050001,-12.133333,1820106,England
2022-08-26,135.0,841422,5845.0,512,44388,2922.0,68.0,19646360.0,163369.0,56171302,474.050001,-12.133333,1820106,England
2022-08-27,135.0,841897,5765.0,475,44397,2550.0,68.0,19648910.0,163437.0,56171302,474.050001,-12.133333,1820106,England
2022-08-28,138.0,842436,5717.0,539,44406,2841.0,71.0,19651751.0,163508.0,56171302,474.050001,-12.133333,1820115,England
2022-08-29,144.0,843038,5768.0,602,44415,3885.0,61.0,19655636.0,163569.0,56171302,474.050001,-12.133333,1820115,England
2022-08-30,141.0,843650,5743.0,612,44424,4424.0,59.0,19660060.0,163628.0,56171302,474.050001,-12.133333,1820115,England
2022-08-31,144.0,844230,5658.0,580,44433,3885.0,86.0,19663945.0,163714.0,56171302,474.050001,-12.133333,1820115,England
2022-09-01,152.0,844764,5554.0,534,44442,3701.0,63.0,19667646.0,163777.0,56171302,474.050001,-12.133333,1820115,England
2022-09-02,143.0,845230,5334.0,466,44451,3180.0,64.0,19670826.0,163841.0,56171302,474.050001,-12.133333,1820115,England
2022-09-03,135.0,845669,5183.0,439,44460,2930.0,47.0,19673756.0,163888.0,56171302,474.050001,-12.133333,1820115,England
2022-09-04,120.0,846140,5209.0,471,37546,3285.0,59.0,16622240.0,142787.0,47189046,422.550001,-12.05,1617888,England
2022-09-05,127.0,846666,5221.0,526,44478,4308.0,57.0,19681785.0,164008.0,56171302,474.050001,-12.133333,1820124,England
2022-09-06,135.0,847203,5060.0,537,44487,3869.0,46.0,19685654.0,164054.0,56171302,474.050001,-12.133333,1820124,England
2022-09-07,117.0,847744,4864.0,541,44496,3681.0,49.0,19689335.0,164103.0,56171302,474.050001,-12.133333,1820124,England
2022-09-08,127.0,848252,4881.0,508,44505,3192.0,36.0,19692527.0,164139.0,56171302,474.050001,-12.133333,1820124,England
2022-09-09,122.0,848674,4797.0,422,44514,2987.0,36.0,19695514.0,164175.0,56171302,474.050001,-12.133333,1820124,England
2022-09-10,129.0,849082,4650.0,408,44523,2756.0,24.0,19698270.0,164199.0,56171302,474.050001,-12.133333,1820124,England
2022-09-11,132.0,849581,4692.0,499,44532,3768.0,27.0,19702038.0,164226.0,56171302,474.050001,-12.133333,1820133,England
2022-09-12,124.0,850100,4666.0,519,44541,4427.0,12.0,19706465.0,164238.0,56171302,474.050001,-12.133333,1820133,England
