epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.06707533448934555,0.0045090327039361
0,26,0.07775408774614334,,,
1,49,,0.003235005307942629,,
1,53,,,0.0026528879534453154,8.457202056888491e-06
1,53,0.0456201434135437,,,
2,80,,,0.02777273766696453,0.0007792317192070186
2,80,0.03192029893398285,,,
3,99,,0.0007090321741998196,,
3,107,,,0.017292672768235207,0.00032631299109198153
3,107,0.02514771558344364,,,
4,134,,,0.030319999903440475,0.0009448515484109521
4,134,0.02429976500570774,,,
5,149,,0.00045669585233554244,,
5,161,,,0.027687394991517067,0.0007799387094564736
5,161,0.02342214621603489,,,
6,188,,,0.01087865885347128,0.00012083435285603628
6,188,0.01838238723576069,,,
7,199,,0.0004936879267916083,,
7,215,,,0.0037227601278573275,1.6892299754545093e-05
7,215,0.01664378121495247,,,
8,242,,,0.008230660110712051,6.931381358299404e-05
8,242,0.00896094087511301,,,
9,249,,0.00012280355440452695,,
9,269,,,0.008575036190450191,7.442496280418709e-05
9,269,0.006610117387026548,,,
10,296,,,0.0017983884317800403,4.2047613533213735e-06
10,296,0.00504907313734293,,,
11,299,,4.336432175477967e-05,,
11,323,,,0.0017488350858911872,4.0579820961283986e-06
11,323,0.0060065858997404575,,,
12,349,,7.066920807119459e-05,,
12,350,,,0.0019653989002108574,5.131882062414661e-06
12,350,0.005080389324575663,,,
13,377,,,0.00791745726019144,6.449945067288354e-05
13,377,0.005218422506004572,,,
14,399,,0.00025108508998528123,,
14,404,,,0.010443459264934063,0.00011303908831905574
14,404,0.012584526091814041,,,
15,431,,,0.0027031111530959606,1.1401350093365181e-05
15,431,0.009285549633204937,,,
16,449,,8.522447024006397e-05,,
16,458,,,0.0033904477022588253,1.4198960343492217e-05
16,458,0.005732596851885319,,,
17,485,,,0.006649940740317106,4.7656350943725556e-05
17,485,0.007382386829704046,,,
18,499,,0.0001188944443129003,,
18,512,,,0.003386598313227296,1.2768416127073579e-05
18,512,0.006475768517702818,,,
19,539,,,0.006351563148200512,4.198232272756286e-05
19,539,0.007177026476711035,,,
20,549,,9.664127719588578e-05,,
20,566,,,0.004276404622942209,2.001325810851995e-05
20,566,0.006160079035907984,,,
21,593,,,0.0030631038825958967,1.0309526260243729e-05
21,593,0.005039576441049576,,,
