epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.0468415729701519,0.0022028174716979265
0,26,0.05353742465376854,,,
1,49,,0.003586063627153635,,
1,53,,,0.057158730924129486,0.00327580445446074
1,53,0.044361311942338943,,,
2,80,,,0.051463738083839417,0.0026572009082883596
2,80,0.044971395283937454,,,
3,99,,0.004378138575702906,,
3,107,,,0.04680300131440163,0.002199205569922924
3,107,0.04436596855521202,,,
4,134,,,0.059136345982551575,0.0035057920031249523
4,134,0.044196270406246185,,,
5,149,,0.006687079556286335,,
5,161,,,0.03674409165978432,0.0013588127912953496
5,161,0.046387962996959686,,,
6,188,,,0.058700159192085266,0.0034543934743851423
6,188,0.0436592772603035,,,
7,199,,0.0038645174354314804,,
7,215,,,0.04809083044528961,0.0023214127868413925
7,215,0.04440813139081001,,,
8,242,,,0.04743094742298126,0.0022583792451769114
8,242,0.043696947395801544,,,
9,249,,0.0034055677242577076,,
9,269,,,0.04376107454299927,0.0019237161614000797
9,269,0.04484481364488602,,,
10,296,,,0.037785593420267105,0.001436435617506504
10,296,0.04669962823390961,,,
11,299,,0.004560564644634724,,
11,323,,,0.037084706127643585,0.0013839597813785076
11,323,0.04447752609848976,,,
12,349,,0.003522257786244154,,
12,350,,,0.049350839108228683,0.002444189740344882
12,350,0.04418905824422836,,,
13,377,,,0.03157682716846466,0.0010057803010568023
13,377,0.04462156817317009,,,
14,399,,0.005673880223184824,,
14,404,,,0.040810726583004,0.0016741997096687555
14,404,0.04533514752984047,,,
15,431,,,0.024755509570240974,0.0006215196335688233
15,431,0.045439038425683975,,,
16,449,,0.007086395286023617,,
16,458,,,0.04723064601421356,0.0022394186817109585
16,458,0.0443795807659626,,,
17,485,,,0.05418895184993744,0.0029451267328113317
17,485,0.04406403377652168,,,
18,499,,0.008351755328476429,,
18,512,,,0.0431433841586113,0.0018700361251831055
18,512,0.04400651901960373,,,
19,539,,,0.06441778689622879,0.004158335272222757
19,539,0.04444688931107521,,,
20,549,,0.003031657077372074,,
20,566,,,0.047777824103832245,0.002291405340656638
20,566,0.04532518982887268,,,
21,593,,,0.03854017332196236,0.0014940296532586217
21,593,0.04398328810930252,,,
22,599,,0.006425685249269009,,
22,620,,,0.0663851723074913,0.0044156755320727825
22,620,0.04413299262523651,,,
23,647,,,0.042291369289159775,0.0017972439527511597
23,647,0.045711249113082886,,,
24,649,,0.0035199460107833147,,
24,674,,,0.04313230514526367,0.0018690802389755845
24,674,0.04467165470123291,,,
25,699,,0.003462528809905052,,
25,701,,,0.04611685872077942,0.002135448856279254
25,701,0.043891362845897675,,,
