epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,13,,,0.055377207696437836,0.003070106264203787
0,13,0.07886938005685806,,,
1,27,,,0.040253475308418274,0.0016274141380563378
1,27,0.04490803927183151,,,
2,41,,,0.01736101508140564,0.00030395062640309334
2,41,0.03314966335892677,,,
3,49,,0.0011173682287335396,,
3,55,,,0.006196233443915844,4.44162760686595e-05
3,55,0.03070281445980072,,,
4,69,,,0.039859287440776825,0.0015937942080199718
4,69,0.031740862876176834,,,
5,83,,,0.02566252276301384,0.0006814779480919242
5,83,0.025044472888112068,,,
6,97,,,0.01211217325180769,0.00019775170949287713
6,97,0.020978610962629318,,,
7,99,,0.0008827176643535495,,
7,111,,,0.005425892770290375,3.2580719562247396e-05
7,111,0.021599235013127327,,,
8,125,,,0.010374832898378372,0.00011101021664217114
8,125,0.0192413330078125,,,
9,139,,,0.020810216665267944,0.00043410510988906026
9,139,0.017234018072485924,,,
10,149,,0.00041083607356995344,,
10,153,,,0.0021095694974064827,5.2794043767789844e-06
10,153,0.015562276355922222,,,
11,167,,,0.009807289578020573,9.73335190792568e-05
11,167,0.015348542481660843,,,
12,181,,,0.002724891761317849,9.867723747447599e-06
12,181,0.011814139783382416,,,
13,195,,,0.010859533213078976,0.00012388481991365552
13,195,0.007146779913455248,,,
14,199,,0.0002450331812724471,,
14,209,,,0.0033041834831237793,1.2160429832874797e-05
14,209,0.012442282401025295,,,
15,223,,,0.005136413965374231,2.8866987122455612e-05
15,223,0.009173227474093437,,,
16,237,,,0.003416485385969281,1.2783339116140269e-05
16,237,0.005081697832792997,,,
17,249,,3.271378591307439e-05,,
17,251,,,0.002658557379618287,7.939324859762564e-06
17,251,0.004829037468880415,,,
18,265,,,0.0032432288862764835,1.1489756616356317e-05
18,265,0.003871927736327052,,,
19,279,,,0.0010637813247740269,1.6622066141280811e-06
19,279,0.005116397049278021,,,
20,293,,,0.0015329603338614106,3.1012550607556477e-06
20,293,0.007710111793130636,,,
21,299,,4.9564452638151124e-05,,
21,307,,,0.0009317852673120797,1.4105319223745028e-06
21,307,0.005565333645790815,,,
22,321,,,0.006012587808072567,3.783376087085344e-05
22,321,0.006687118671834469,,,
23,335,,,0.006265317089855671,4.05883947678376e-05
23,335,0.00489730155095458,,,
24,349,,4.685430394602008e-05,,
24,349,,,0.013673864305019379,0.0001885846140794456
24,349,0.008843640796840191,,,
25,363,,,0.007155980449169874,5.5202814110089093e-05
