areaType,areaName,areaCode,date,newCasesBySpecimenDateAgeDemographics
nation,England,E92000001,2023-06-12,"[{'age': '00_04', 'cases': 13, 'rollingSum': 73, 'rollingRate': 2.3}, {'age': '00_59', 'cases': 305, 'rollingSum': 1928, 'rollingRate': 4.5}, {'age': '05_09', 'cases': 4, 'rollingSum': 21, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 7, 'rollingSum': 42, 'rollingRate': 1.2}, {'age': '15_19', 'cases': 12, 'rollingSum': 59, 'rollingRate': 1.9}, {'age': '20_24', 'cases': 15, 'rollingSum': 114, 'rollingRate': 3.3}, {'age': '25_29', 'cases': 18, 'rollingSum': 145, 'rollingRate': 3.8}, {'age': '30_34', 'cases': 28, 'rollingSum': 190, 'rollingRate': 5.0}, {'age': '35_39', 'cases': 37, 'rollingSum': 199, 'rollingRate': 5.3}, {'age': '40_44', 'cases': 39, 'rollingSum': 226, 'rollingRate': 6.5}, {'age': '45_49', 'cases': 44, 'rollingSum': 211, 'rollingRate': 5.8}, {'age': '50_54', 'cases': 39, 'rollingSum': 300, 'rollingRate': 7.7}, {'age': '55_59', 'cases': 49, 'rollingSum': 348, 'rollingRate': 9.3}, {'age': '60+', 'cases': 279, 'rollingSum': 2040, 'rollingRate': 14.9}, {'age': '60_64', 'cases': 42, 'rollingSum': 317, 'rollingRate': 9.9}, {'age': '65_69', 'cases': 35, 'rollingSum': 290, 'rollingRate': 10.4}, {'age': '70_74', 'cases': 62, 'rollingSum': 404, 'rollingRate': 14.4}, {'age': '75_79', 'cases': 51, 'rollingSum': 339, 'rollingRate': 16.9}, {'age': '80_84', 'cases': 38, 'rollingSum': 280, 'rollingRate': 19.3}, {'age': '85_89', 'cases': 32, 'rollingSum': 238, 'rollingRate': 26.9}, {'age': '90+', 'cases': 19, 'rollingSum': 172, 'rollingRate': 33.0}, {'age': 'unassigned', 'cases': 1, 'rollingSum': 2, 'rollingRate': None}]"
nation,England,E92000001,2023-06-11,"[{'age': '00_04', 'cases': 5, 'rollingSum': 77, 'rollingRate': 2.4}, {'age': '00_59', 'cases': 259, 'rollingSum': 2052, 'rollingRate': 4.8}, {'age': '05_09', 'cases': 3, 'rollingSum': 22, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 4, 'rollingSum': 49, 'rollingRate': 1.4}, {'age': '15_19', 'cases': 6, 'rollingSum': 57, 'rollingRate': 1.8}, {'age': '20_24', 'cases': 8, 'rollingSum': 119, 'rollingRate': 3.4}, {'age': '25_29', 'cases': 20, 'rollingSum': 160, 'rollingRate': 4.2}, {'age': '30_34', 'cases': 21, 'rollingSum': 213, 'rollingRate': 5.6}, {'age': '35_39', 'cases': 24, 'rollingSum': 198, 'rollingRate': 5.3}, {'age': '40_44', 'cases': 42, 'rollingSum': 246, 'rollingRate': 7.1}, {'age': '45_49', 'cases': 22, 'rollingSum': 214, 'rollingRate': 5.9}, {'age': '50_54', 'cases': 50, 'rollingSum': 319, 'rollingRate': 8.2}, {'age': '55_59', 'cases': 54, 'rollingSum': 378, 'rollingRate': 10.0}, {'age': '60+', 'cases': 258, 'rollingSum': 2137, 'rollingRate': 15.6}, {'age': '60_64', 'cases': 44, 'rollingSum': 327, 'rollingRate': 10.2}, {'age': '65_69', 'cases': 43, 'rollingSum': 308, 'rollingRate': 11.1}, {'age': '70_74', 'cases': 63, 'rollingSum': 409, 'rollingRate': 14.5}, {'age': '75_79', 'cases': 41, 'rollingSum': 366, 'rollingRate': 18.2}, {'age': '80_84', 'cases': 35, 'rollingSum': 289, 'rollingRate': 19.9}, {'age': '85_89', 'cases': 10, 'rollingSum': 251, 'rollingRate': 28.4}, {'age': '90+', 'cases': 22, 'rollingSum': 187, 'rollingRate': 35.9}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 2, 'rollingRate': None}]"
nation,England,E92000001,2023-06-10,"[{'age': '00_04', 'cases': 9, 'rollingSum': 84, 'rollingRate': 2.6}, {'age': '00_59', 'cases': 170, 'rollingSum': 2114, 'rollingRate': 4.9}, {'age': '05_09', 'cases': 1, 'rollingSum': 23, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 2, 'rollingSum': 48, 'rollingRate': 1.4}, {'age': '15_19', 'cases': 8, 'rollingSum': 63, 'rollingRate': 2.0}, {'age': '20_24', 'cases': 13, 'rollingSum': 127, 'rollingRate': 3.7}, {'age': '25_29', 'cases': 10, 'rollingSum': 163, 'rollingRate': 4.3}, {'age': '30_34', 'cases': 21, 'rollingSum': 218, 'rollingRate': 5.7}, {'age': '35_39', 'cases': 22, 'rollingSum': 219, 'rollingRate': 5.9}, {'age': '40_44', 'cases': 11, 'rollingSum': 241, 'rollingRate': 6.9}, {'age': '45_49', 'cases': 14, 'rollingSum': 239, 'rollingRate': 6.6}, {'age': '50_54', 'cases': 27, 'rollingSum': 320, 'rollingRate': 8.3}, {'age': '55_59', 'cases': 32, 'rollingSum': 369, 'rollingRate': 9.8}, {'age': '60+', 'cases': 212, 'rollingSum': 2172, 'rollingRate': 15.9}, {'age': '60_64', 'cases': 31, 'rollingSum': 333, 'rollingRate': 10.4}, {'age': '65_69', 'cases': 35, 'rollingSum': 320, 'rollingRate': 11.5}, {'age': '70_74', 'cases': 38, 'rollingSum': 399, 'rollingRate': 14.2}, {'age': '75_79', 'cases': 29, 'rollingSum': 372, 'rollingRate': 18.5}, {'age': '80_84', 'cases': 30, 'rollingSum': 297, 'rollingRate': 20.5}, {'age': '85_89', 'cases': 34, 'rollingSum': 265, 'rollingRate': 29.9}, {'age': '90+', 'cases': 15, 'rollingSum': 186, 'rollingRate': 35.7}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 3, 'rollingRate': None}]"
nation,England,E92000001,2023-06-09,"[{'age': '00_04', 'cases': 8, 'rollingSum': 86, 'rollingRate': 2.7}, {'age': '00_59', 'cases': 219, 'rollingSum': 2189, 'rollingRate': 5.1}, {'age': '05_09', 'cases': 2, 'rollingSum': 24, 'rollingRate': 0.7}, {'age': '10_14', 'cases': 6, 'rollingSum': 49, 'rollingRate': 1.4}, {'age': '15_19', 'cases': 9, 'rollingSum': 67, 'rollingRate': 2.2}, {'age': '20_24', 'cases': 16, 'rollingSum': 127, 'rollingRate': 3.7}, {'age': '25_29', 'cases': 20, 'rollingSum': 167, 'rollingRate': 4.4}, {'age': '30_34', 'cases': 18, 'rollingSum': 220, 'rollingRate': 5.8}, {'age': '35_39', 'cases': 19, 'rollingSum': 227, 'rollingRate': 6.1}, {'age': '40_44', 'cases': 21, 'rollingSum': 253, 'rollingRate': 7.3}, {'age': '45_49', 'cases': 23, 'rollingSum': 257, 'rollingRate': 7.1}, {'age': '50_54', 'cases': 41, 'rollingSum': 338, 'rollingRate': 8.7}, {'age': '55_59', 'cases': 36, 'rollingSum': 374, 'rollingRate': 9.9}, {'age': '60+', 'cases': 249, 'rollingSum': 2187, 'rollingRate': 16.0}, {'age': '60_64', 'cases': 36, 'rollingSum': 335, 'rollingRate': 10.5}, {'age': '65_69', 'cases': 38, 'rollingSum': 320, 'rollingRate': 11.5}, {'age': '70_74', 'cases': 46, 'rollingSum': 406, 'rollingRate': 14.4}, {'age': '75_79', 'cases': 40, 'rollingSum': 365, 'rollingRate': 18.2}, {'age': '80_84', 'cases': 36, 'rollingSum': 296, 'rollingRate': 20.4}, {'age': '85_89', 'cases': 36, 'rollingSum': 264, 'rollingRate': 29.8}, {'age': '90+', 'cases': 17, 'rollingSum': 201, 'rollingRate': 38.6}, {'age': 'unassigned', 'cases': 1, 'rollingSum': 3, 'rollingRate': None}]"
nation,England,E92000001,2023-06-08,"[{'age': '00_04', 'cases': 18, 'rollingSum': 93, 'rollingRate': 2.9}, {'age': '00_59', 'cases': 290, 'rollingSum': 2233, 'rollingRate': 5.2}, {'age': '05_09', 'cases': 3, 'rollingSum': 25, 'rollingRate': 0.7}, {'age': '10_14', 'cases': 6, 'rollingSum': 48, 'rollingRate': 1.4}, {'age': '15_19', 'cases': 6, 'rollingSum': 64, 'rollingRate': 2.1}, {'age': '20_24', 'cases': 17, 'rollingSum': 133, 'rollingRate': 3.8}, {'age': '25_29', 'cases': 18, 'rollingSum': 170, 'rollingRate': 4.5}, {'age': '30_34', 'cases': 34, 'rollingSum': 231, 'rollingRate': 6.0}, {'age': '35_39', 'cases': 29, 'rollingSum': 236, 'rollingRate': 6.3}, {'age': '40_44', 'cases': 29, 'rollingSum': 260, 'rollingRate': 7.5}, {'age': '45_49', 'cases': 33, 'rollingSum': 259, 'rollingRate': 7.1}, {'age': '50_54', 'cases': 43, 'rollingSum': 335, 'rollingRate': 8.6}, {'age': '55_59', 'cases': 54, 'rollingSum': 379, 'rollingRate': 10.1}, {'age': '60+', 'cases': 288, 'rollingSum': 2253, 'rollingRate': 16.5}, {'age': '60_64', 'cases': 46, 'rollingSum': 355, 'rollingRate': 11.1}, {'age': '65_69', 'cases': 39, 'rollingSum': 334, 'rollingRate': 12.0}, {'age': '70_74', 'cases': 55, 'rollingSum': 409, 'rollingRate': 14.5}, {'age': '75_79', 'cases': 56, 'rollingSum': 382, 'rollingRate': 19.0}, {'age': '80_84', 'cases': 34, 'rollingSum': 299, 'rollingRate': 20.6}, {'age': '85_89', 'cases': 34, 'rollingSum': 267, 'rollingRate': 30.2}, {'age': '90+', 'cases': 24, 'rollingSum': 207, 'rollingRate': 39.7}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 2, 'rollingRate': None}]"
nation,England,E92000001,2023-06-07,"[{'age': '00_04', 'cases': 11, 'rollingSum': 85, 'rollingRate': 2.6}, {'age': '00_59', 'cases': 308, 'rollingSum': 2268, 'rollingRate': 5.3}, {'age': '05_09', 'cases': 2, 'rollingSum': 28, 'rollingRate': 0.8}, {'age': '10_14', 'cases': 7, 'rollingSum': 47, 'rollingRate': 1.4}, {'age': '15_19', 'cases': 9, 'rollingSum': 73, 'rollingRate': 2.3}, {'age': '20_24', 'cases': 21, 'rollingSum': 140, 'rollingRate': 4.0}, {'age': '25_29', 'cases': 22, 'rollingSum': 169, 'rollingRate': 4.5}, {'age': '30_34', 'cases': 35, 'rollingSum': 224, 'rollingRate': 5.9}, {'age': '35_39', 'cases': 28, 'rollingSum': 238, 'rollingRate': 6.4}, {'age': '40_44', 'cases': 32, 'rollingSum': 269, 'rollingRate': 7.7}, {'age': '45_49', 'cases': 28, 'rollingSum': 268, 'rollingRate': 7.4}, {'age': '50_54', 'cases': 47, 'rollingSum': 340, 'rollingRate': 8.8}, {'age': '55_59', 'cases': 66, 'rollingSum': 387, 'rollingRate': 10.3}, {'age': '60+', 'cases': 374, 'rollingSum': 2314, 'rollingRate': 16.9}, {'age': '60_64', 'cases': 56, 'rollingSum': 373, 'rollingRate': 11.7}, {'age': '65_69', 'cases': 53, 'rollingSum': 344, 'rollingRate': 12.4}, {'age': '70_74', 'cases': 70, 'rollingSum': 416, 'rollingRate': 14.8}, {'age': '75_79', 'cases': 52, 'rollingSum': 395, 'rollingRate': 19.7}, {'age': '80_84', 'cases': 47, 'rollingSum': 306, 'rollingRate': 21.1}, {'age': '85_89', 'cases': 53, 'rollingSum': 269, 'rollingRate': 30.4}, {'age': '90+', 'cases': 43, 'rollingSum': 211, 'rollingRate': 40.5}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 2, 'rollingRate': None}]"
nation,England,E92000001,2023-06-06,"[{'age': '00_04', 'cases': 9, 'rollingSum': 87, 'rollingRate': 2.7}, {'age': '00_59', 'cases': 377, 'rollingSum': 2369, 'rollingRate': 5.5}, {'age': '05_09', 'cases': 6, 'rollingSum': 31, 'rollingRate': 0.9}, {'age': '10_14', 'cases': 10, 'rollingSum': 45, 'rollingRate': 1.3}, {'age': '15_19', 'cases': 9, 'rollingSum': 73, 'rollingRate': 2.3}, {'age': '20_24', 'cases': 24, 'rollingSum': 149, 'rollingRate': 4.3}, {'age': '25_29', 'cases': 37, 'rollingSum': 183, 'rollingRate': 4.9}, {'age': '30_34', 'cases': 33, 'rollingSum': 220, 'rollingRate': 5.8}, {'age': '35_39', 'cases': 40, 'rollingSum': 254, 'rollingRate': 6.8}, {'age': '40_44', 'cases': 52, 'rollingSum': 281, 'rollingRate': 8.1}, {'age': '45_49', 'cases': 47, 'rollingSum': 304, 'rollingRate': 8.4}, {'age': '50_54', 'cases': 53, 'rollingSum': 350, 'rollingRate': 9.0}, {'age': '55_59', 'cases': 57, 'rollingSum': 392, 'rollingRate': 10.4}, {'age': '60+', 'cases': 380, 'rollingSum': 2344, 'rollingRate': 17.2}, {'age': '60_64', 'cases': 62, 'rollingSum': 389, 'rollingRate': 12.2}, {'age': '65_69', 'cases': 47, 'rollingSum': 341, 'rollingRate': 12.2}, {'age': '70_74', 'cases': 70, 'rollingSum': 412, 'rollingRate': 14.6}, {'age': '75_79', 'cases': 70, 'rollingSum': 430, 'rollingRate': 21.4}, {'age': '80_84', 'cases': 60, 'rollingSum': 315, 'rollingRate': 21.7}, {'age': '85_89', 'cases': 39, 'rollingSum': 254, 'rollingRate': 28.7}, {'age': '90+', 'cases': 32, 'rollingSum': 203, 'rollingRate': 39.0}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 2, 'rollingRate': None}]"
nation,England,E92000001,2023-06-05,"[{'age': '00_04', 'cases': 17, 'rollingSum': 93, 'rollingRate': 2.9}, {'age': '00_59', 'cases': 429, 'rollingSum': 2389, 'rollingRate': 5.6}, {'age': '05_09', 'cases': 5, 'rollingSum': 28, 'rollingRate': 0.8}, {'age': '10_14', 'cases': 14, 'rollingSum': 38, 'rollingRate': 1.1}, {'age': '15_19', 'cases': 10, 'rollingSum': 71, 'rollingRate': 2.3}, {'age': '20_24', 'cases': 20, 'rollingSum': 154, 'rollingRate': 4.4}, {'age': '25_29', 'cases': 33, 'rollingSum': 188, 'rollingRate': 5.0}, {'age': '30_34', 'cases': 51, 'rollingSum': 227, 'rollingRate': 5.9}, {'age': '35_39', 'cases': 36, 'rollingSum': 242, 'rollingRate': 6.5}, {'age': '40_44', 'cases': 59, 'rollingSum': 292, 'rollingRate': 8.4}, {'age': '45_49', 'cases': 47, 'rollingSum': 305, 'rollingRate': 8.4}, {'age': '50_54', 'cases': 58, 'rollingSum': 354, 'rollingRate': 9.1}, {'age': '55_59', 'cases': 79, 'rollingSum': 397, 'rollingRate': 10.6}, {'age': '60+', 'cases': 376, 'rollingSum': 2347, 'rollingRate': 17.2}, {'age': '60_64', 'cases': 52, 'rollingSum': 394, 'rollingRate': 12.3}, {'age': '65_69', 'cases': 53, 'rollingSum': 351, 'rollingRate': 12.6}, {'age': '70_74', 'cases': 67, 'rollingSum': 420, 'rollingRate': 14.9}, {'age': '75_79', 'cases': 78, 'rollingSum': 416, 'rollingRate': 20.7}, {'age': '80_84', 'cases': 47, 'rollingSum': 303, 'rollingRate': 20.9}, {'age': '85_89', 'cases': 45, 'rollingSum': 259, 'rollingRate': 29.3}, {'age': '90+', 'cases': 34, 'rollingSum': 204, 'rollingRate': 39.2}, {'age': 'unassigned', 'cases': 1, 'rollingSum': 2, 'rollingRate': None}]"
nation,England,E92000001,2023-06-04,"[{'age': '00_04', 'cases': 12, 'rollingSum': 83, 'rollingRate': 2.6}, {'age': '00_59', 'cases': 321, 'rollingSum': 2340, 'rollingRate': 5.5}, {'age': '05_09', 'cases': 4, 'rollingSum': 24, 'rollingRate': 0.7}, {'age': '10_14', 'cases': 3, 'rollingSum': 36, 'rollingRate': 1.0}, {'age': '15_19', 'cases': 12, 'rollingSum': 66, 'rollingRate': 2.1}, {'age': '20_24', 'cases': 16, 'rollingSum': 158, 'rollingRate': 4.6}, {'age': '25_29', 'cases': 23, 'rollingSum': 193, 'rollingRate': 5.1}, {'age': '30_34', 'cases': 26, 'rollingSum': 211, 'rollingRate': 5.5}, {'age': '35_39', 'cases': 45, 'rollingSum': 254, 'rollingRate': 6.8}, {'age': '40_44', 'cases': 37, 'rollingSum': 277, 'rollingRate': 8.0}, {'age': '45_49', 'cases': 47, 'rollingSum': 299, 'rollingRate': 8.2}, {'age': '50_54', 'cases': 51, 'rollingSum': 350, 'rollingRate': 9.0}, {'age': '55_59', 'cases': 45, 'rollingSum': 389, 'rollingRate': 10.3}, {'age': '60+', 'cases': 293, 'rollingSum': 2337, 'rollingRate': 17.1}, {'age': '60_64', 'cases': 50, 'rollingSum': 390, 'rollingRate': 12.2}, {'age': '65_69', 'cases': 55, 'rollingSum': 344, 'rollingRate': 12.4}, {'age': '70_74', 'cases': 53, 'rollingSum': 432, 'rollingRate': 15.4}, {'age': '75_79', 'cases': 47, 'rollingSum': 410, 'rollingRate': 20.4}, {'age': '80_84', 'cases': 43, 'rollingSum': 310, 'rollingRate': 21.4}, {'age': '85_89', 'cases': 24, 'rollingSum': 249, 'rollingRate': 28.1}, {'age': '90+', 'cases': 21, 'rollingSum': 202, 'rollingRate': 38.8}, {'age': 'unassigned', 'cases': 1, 'rollingSum': 1, 'rollingRate': None}]"
nation,England,E92000001,2023-06-03,"[{'age': '00_04', 'cases': 11, 'rollingSum': 85, 'rollingRate': 2.6}, {'age': '00_59', 'cases': 245, 'rollingSum': 2311, 'rollingRate': 5.4}, {'age': '05_09', 'cases': 2, 'rollingSum': 23, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 3, 'rollingSum': 39, 'rollingRate': 1.1}, {'age': '15_19', 'cases': 12, 'rollingSum': 56, 'rollingRate': 1.8}, {'age': '20_24', 'cases': 13, 'rollingSum': 163, 'rollingRate': 4.7}, {'age': '25_29', 'cases': 14, 'rollingSum': 195, 'rollingRate': 5.2}, {'age': '30_34', 'cases': 23, 'rollingSum': 214, 'rollingRate': 5.6}, {'age': '35_39', 'cases': 30, 'rollingSum': 237, 'rollingRate': 6.3}, {'age': '40_44', 'cases': 23, 'rollingSum': 282, 'rollingRate': 8.1}, {'age': '45_49', 'cases': 32, 'rollingSum': 283, 'rollingRate': 7.8}, {'age': '50_54', 'cases': 45, 'rollingSum': 349, 'rollingRate': 9.0}, {'age': '55_59', 'cases': 37, 'rollingSum': 385, 'rollingRate': 10.2}, {'age': '60+', 'cases': 227, 'rollingSum': 2348, 'rollingRate': 17.2}, {'age': '60_64', 'cases': 33, 'rollingSum': 399, 'rollingRate': 12.5}, {'age': '65_69', 'cases': 35, 'rollingSum': 337, 'rollingRate': 12.1}, {'age': '70_74', 'cases': 45, 'rollingSum': 429, 'rollingRate': 15.2}, {'age': '75_79', 'cases': 22, 'rollingSum': 416, 'rollingRate': 20.7}, {'age': '80_84', 'cases': 29, 'rollingSum': 306, 'rollingRate': 21.1}, {'age': '85_89', 'cases': 33, 'rollingSum': 256, 'rollingRate': 28.9}, {'age': '90+', 'cases': 30, 'rollingSum': 205, 'rollingRate': 39.3}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 0, 'rollingRate': None}]"
nation,England,E92000001,2023-06-02,"[{'age': '00_04', 'cases': 15, 'rollingSum': 82, 'rollingRate': 2.5}, {'age': '00_59', 'cases': 263, 'rollingSum': 2322, 'rollingRate': 5.4}, {'age': '05_09', 'cases': 3, 'rollingSum': 23, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 5, 'rollingSum': 44, 'rollingRate': 1.3}, {'age': '15_19', 'cases': 6, 'rollingSum': 55, 'rollingRate': 1.8}, {'age': '20_24', 'cases': 22, 'rollingSum': 167, 'rollingRate': 4.8}, {'age': '25_29', 'cases': 23, 'rollingSum': 192, 'rollingRate': 5.1}, {'age': '30_34', 'cases': 29, 'rollingSum': 212, 'rollingRate': 5.5}, {'age': '35_39', 'cases': 28, 'rollingSum': 232, 'rollingRate': 6.2}, {'age': '40_44', 'cases': 28, 'rollingSum': 290, 'rollingRate': 8.3}, {'age': '45_49', 'cases': 25, 'rollingSum': 276, 'rollingRate': 7.6}, {'age': '50_54', 'cases': 38, 'rollingSum': 354, 'rollingRate': 9.1}, {'age': '55_59', 'cases': 41, 'rollingSum': 395, 'rollingRate': 10.5}, {'age': '60+', 'cases': 315, 'rollingSum': 2432, 'rollingRate': 17.8}, {'age': '60_64', 'cases': 56, 'rollingSum': 426, 'rollingRate': 13.3}, {'age': '65_69', 'cases': 52, 'rollingSum': 353, 'rollingRate': 12.7}, {'age': '70_74', 'cases': 49, 'rollingSum': 442, 'rollingRate': 15.7}, {'age': '75_79', 'cases': 57, 'rollingSum': 448, 'rollingRate': 22.3}, {'age': '80_84', 'cases': 39, 'rollingSum': 318, 'rollingRate': 21.9}, {'age': '85_89', 'cases': 39, 'rollingSum': 256, 'rollingRate': 28.9}, {'age': '90+', 'cases': 23, 'rollingSum': 189, 'rollingRate': 36.3}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 0, 'rollingRate': None}]"
nation,England,E92000001,2023-06-01,"[{'age': '00_04', 'cases': 10, 'rollingSum': 77, 'rollingRate': 2.4}, {'age': '00_59', 'cases': 325, 'rollingSum': 2392, 'rollingRate': 5.6}, {'age': '05_09', 'cases': 6, 'rollingSum': 21, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 5, 'rollingSum': 44, 'rollingRate': 1.3}, {'age': '15_19', 'cases': 15, 'rollingSum': 62, 'rollingRate': 2.0}, {'age': '20_24', 'cases': 24, 'rollingSum': 162, 'rollingRate': 4.7}, {'age': '25_29', 'cases': 17, 'rollingSum': 198, 'rollingRate': 5.2}, {'age': '30_34', 'cases': 27, 'rollingSum': 229, 'rollingRate': 6.0}, {'age': '35_39', 'cases': 31, 'rollingSum': 238, 'rollingRate': 6.4}, {'age': '40_44', 'cases': 38, 'rollingSum': 297, 'rollingRate': 8.5}, {'age': '45_49', 'cases': 42, 'rollingSum': 292, 'rollingRate': 8.0}, {'age': '50_54', 'cases': 48, 'rollingSum': 365, 'rollingRate': 9.4}, {'age': '55_59', 'cases': 62, 'rollingSum': 407, 'rollingRate': 10.8}, {'age': '60+', 'cases': 349, 'rollingSum': 2492, 'rollingRate': 18.2}, {'age': '60_64', 'cases': 64, 'rollingSum': 430, 'rollingRate': 13.5}, {'age': '65_69', 'cases': 49, 'rollingSum': 361, 'rollingRate': 13.0}, {'age': '70_74', 'cases': 62, 'rollingSum': 459, 'rollingRate': 16.3}, {'age': '75_79', 'cases': 69, 'rollingSum': 464, 'rollingRate': 23.1}, {'age': '80_84', 'cases': 41, 'rollingSum': 325, 'rollingRate': 22.4}, {'age': '85_89', 'cases': 36, 'rollingSum': 258, 'rollingRate': 29.1}, {'age': '90+', 'cases': 28, 'rollingSum': 195, 'rollingRate': 37.4}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 0, 'rollingRate': None}]"
nation,England,E92000001,2023-05-31,"[{'age': '00_04', 'cases': 13, 'rollingSum': 89, 'rollingRate': 2.7}, {'age': '00_59', 'cases': 409, 'rollingSum': 2473, 'rollingRate': 5.8}, {'age': '05_09', 'cases': 5, 'rollingSum': 21, 'rollingRate': 0.6}, {'age': '10_14', 'cases': 5, 'rollingSum': 47, 'rollingRate': 1.4}, {'age': '15_19', 'cases': 9, 'rollingSum': 59, 'rollingRate': 1.9}, {'age': '20_24', 'cases': 30, 'rollingSum': 168, 'rollingRate': 4.8}, {'age': '25_29', 'cases': 36, 'rollingSum': 212, 'rollingRate': 5.6}, {'age': '30_34', 'cases': 31, 'rollingSum': 245, 'rollingRate': 6.4}, {'age': '35_39', 'cases': 44, 'rollingSum': 240, 'rollingRate': 6.4}, {'age': '40_44', 'cases': 44, 'rollingSum': 306, 'rollingRate': 8.8}, {'age': '45_49', 'cases': 64, 'rollingSum': 294, 'rollingRate': 8.1}, {'age': '50_54', 'cases': 57, 'rollingSum': 375, 'rollingRate': 9.7}, {'age': '55_59', 'cases': 71, 'rollingSum': 417, 'rollingRate': 11.1}, {'age': '60+', 'cases': 404, 'rollingSum': 2558, 'rollingRate': 18.7}, {'age': '60_64', 'cases': 72, 'rollingSum': 420, 'rollingRate': 13.1}, {'age': '65_69', 'cases': 50, 'rollingSum': 388, 'rollingRate': 13.9}, {'age': '70_74', 'cases': 66, 'rollingSum': 463, 'rollingRate': 16.5}, {'age': '75_79', 'cases': 87, 'rollingSum': 467, 'rollingRate': 23.2}, {'age': '80_84', 'cases': 56, 'rollingSum': 352, 'rollingRate': 24.3}, {'age': '85_89', 'cases': 38, 'rollingSum': 271, 'rollingRate': 30.6}, {'age': '90+', 'cases': 35, 'rollingSum': 197, 'rollingRate': 37.8}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 0, 'rollingRate': None}]"
nation,England,E92000001,2023-05-30,"[{'age': '00_04', 'cases': 15, 'rollingSum': 92, 'rollingRate': 2.8}, {'age': '00_59', 'cases': 397, 'rollingSum': 2563, 'rollingRate': 6.0}, {'age': '05_09', 'cases': 3, 'rollingSum': 24, 'rollingRate': 0.7}, {'age': '10_14', 'cases': 3, 'rollingSum': 59, 'rollingRate': 1.7}, {'age': '15_19', 'cases': 7, 'rollingSum': 69, 'rollingRate': 2.2}, {'age': '20_24', 'cases': 29, 'rollingSum': 179, 'rollingRate': 5.2}, {'age': '25_29', 'cases': 42, 'rollingSum': 209, 'rollingRate': 5.5}, {'age': '30_34', 'cases': 40, 'rollingSum': 259, 'rollingRate': 6.8}, {'age': '35_39', 'cases': 28, 'rollingSum': 246, 'rollingRate': 6.6}, {'age': '40_44', 'cases': 63, 'rollingSum': 323, 'rollingRate': 9.3}, {'age': '45_49', 'cases': 48, 'rollingSum': 292, 'rollingRate': 8.0}, {'age': '50_54', 'cases': 57, 'rollingSum': 395, 'rollingRate': 10.2}, {'age': '55_59', 'cases': 62, 'rollingSum': 416, 'rollingRate': 11.1}, {'age': '60+', 'cases': 383, 'rollingSum': 2577, 'rollingRate': 18.9}, {'age': '60_64', 'cases': 67, 'rollingSum': 409, 'rollingRate': 12.8}, {'age': '65_69', 'cases': 57, 'rollingSum': 421, 'rollingRate': 15.1}, {'age': '70_74', 'cases': 78, 'rollingSum': 468, 'rollingRate': 16.6}, {'age': '75_79', 'cases': 56, 'rollingSum': 454, 'rollingRate': 22.6}, {'age': '80_84', 'cases': 48, 'rollingSum': 354, 'rollingRate': 24.4}, {'age': '85_89', 'cases': 44, 'rollingSum': 274, 'rollingRate': 30.9}, {'age': '90+', 'cases': 33, 'rollingSum': 197, 'rollingRate': 37.8}, {'age': 'unassigned', 'cases': 0, 'rollingSum': 0, 'rollingRate': None}]"
