,Date,MV Beds Occupied,Hospital Cases,New Admissions,New COVID-19 Cases,New COVID-19 Deaths,New Vaccinations,stringency_index,average_temperature_celsius,rainfall_mm,relative_humidity,vaccination_policy
624,2021-12-17,789.0,6321.0,743.0,84967.0,114.0,808031.0,38.89,4.179012,0.15875,96.231119,5.0
625,2021-12-18,767.0,6287.0,735.0,78930.0,92.0,906656.0,38.89,5.351852,1.487714,98.247841,5.0
626,2021-12-19,767.0,6434.0,926.0,78497.0,102.0,792629.0,38.89,3.141975,0.366889,99.441803,5.0
627,2021-12-20,768.0,6688.0,1061.0,117577.0,111.0,834540.0,38.89,5.006173,0.47625,88.135401,5.0
628,2021-12-21,757.0,6902.0,1098.0,129599.0,92.0,893992.0,38.89,3.475309,0.225778,81.848708,5.0
629,2021-12-22,745.0,7080.0,1246.0,138142.0,123.0,778244.0,38.89,1.259259,0.042333,91.657001,5.0
630,2021-12-23,747.0,7114.0,1252.0,137021.0,124.0,562336.0,38.89,6.654321,2.921,96.928152,5.0
631,2021-12-24,742.0,7366.0,1020.0,117562.0,104.0,177682.0,38.89,6.173611,1.862667,96.805159,5.0
632,2021-12-25,745.0,7166.0,1281.0,59912.0,97.0,12348.0,38.89,3.916667,2.667,85.658597,5.0
633,2021-12-26,758.0,7536.0,1374.0,98918.0,101.0,24078.0,38.89,3.993056,6.985,98.124371,5.0
634,2021-12-27,776.0,8474.0,1751.0,155567.0,115.0,244078.0,38.89,6.875,3.483429,99.432817,5.0
635,2021-12-28,758.0,9546.0,2082.0,170586.0,136.0,306574.0,38.89,8.479167,1.778,94.592671,5.0
636,2021-12-29,771.0,10462.0,2370.0,224031.0,107.0,414816.0,38.89,7.916667,6.392333,91.677788,5.0
637,2021-12-30,782.0,11452.0,2114.0,192825.0,156.0,390719.0,38.89,13.531746,2.7432,89.168752,5.0
