areaType,areaName,areaCode,date,newVaccinesGivenByPublishDate,cumVaccinesGivenByPublishDate,newPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate,newPeopleVaccinatedThirdInjectionByPublishDate,cumPeopleVaccinatedThirdInjectionByPublishDate
nation,England,E92000001,2022-02-06,35031,116231554,6030,44083763,14047,40769251,14954,31378540
nation,England,E92000001,2022-02-05,69301,116196523,11946,44077733,25454,40755204,31901,31363586
nation,England,E92000001,2022-02-04,70083,116127222,13583,44065787,26493,40729750,30007,31331685
nation,England,E92000001,2022-02-03,65781,116057139,11780,44052204,24026,40703257,29975,31301678
nation,England,E92000001,2022-02-02,65923,115991358,11084,44040424,25034,40679231,29805,31271703
nation,England,E92000001,2022-02-01,64940,115925435,11152,44029340,24192,40654197,29596,31241898
nation,England,E92000001,2022-01-31,62704,115860495,10282,44018188,20875,40630005,31547,31212302
nation,England,E92000001,2022-01-30,59491,115797791,10058,44007906,22711,40609130,26722,31180755
nation,England,E92000001,2022-01-29,97226,115738300,16477,43997848,34382,40586419,46367,31154033
nation,England,E92000001,2022-01-28,90167,115641074,15185,43981371,30250,40552037,44732,31107666
nation,England,E92000001,2022-01-27,82765,115550907,13989,43966186,26326,40521787,42450,31062934
nation,England,E92000001,2022-01-26,84931,115468142,13789,43952197,27307,40495461,43835,31020484
nation,England,E92000001,2022-01-25,80009,115383211,12356,43938408,24300,40468154,43353,30976649
nation,England,E92000001,2022-01-24,84418,115303202,14931,43926052,24288,40443854,45199,30933296
nation,England,E92000001,2022-01-23,66806,115218784,10514,43911121,24326,40419566,31966,30888097
nation,England,E92000001,2022-01-22,117672,115151978,18308,43900607,38632,40395240,60732,30856131
nation,England,E92000001,2022-01-21,102457,115034306,16025,43882299,29798,40356608,56634,30795399
nation,England,E92000001,2022-01-20,91441,114931849,15285,43866274,27069,40326810,49087,30738765
nation,England,E92000001,2022-01-19,91919,114840408,15408,43850989,25720,40299741,50791,30689678
nation,England,E92000001,2022-01-18,98830,114748489,16010,43835581,25145,40274021,57675,30638887
nation,England,E92000001,2022-01-17,90419,114649659,13819,43819571,21951,40248876,54649,30581212
nation,England,E92000001,2022-01-16,85363,114559240,15345,43805752,24095,40226925,45923,30526563
nation,England,E92000001,2022-01-15,154715,114473877,25451,43790407,39142,40202830,90122,30480640
nation,England,E92000001,2022-01-14,129165,114319162,18405,43764956,25243,40163688,85517,30390518
nation,England,E92000001,2022-01-13,131872,114189997,18101,43746551,26550,40138445,87221,30305001
nation,England,E92000001,2022-01-12,138342,114058125,17112,43728450,25076,40111895,96154,30217780
nation,England,E92000001,2022-01-11,148225,113919783,16827,43711338,23179,40086819,108219,30121626
nation,England,E92000001,2022-01-10,153424,113771558,15755,43694511,21442,40063640,116227,30013407
nation,England,E92000001,2022-01-09,154810,113618134,19373,43678756,25539,40042198,109898,29897180
nation,England,E92000001,2022-01-08,277258,113463324,29231,43659383,41351,40016659,206676,29787282
nation,England,E92000001,2022-01-07,228965,113186066,20352,43630152,27800,39975308,180813,29580606
nation,England,E92000001,2022-01-06,235617,112957101,20102,43609800,26799,39947508,188716,29399793
nation,England,E92000001,2022-01-05,251822,112721484,22233,43589698,29779,39920709,199810,29211077
nation,England,E92000001,2022-01-04,242661,112469662,22307,43567465,33056,39890930,187298,29011267
nation,England,E92000001,2022-01-03,156762,112227001,17260,43545158,22166,39857874,117336,28823969
nation,England,E92000001,2022-01-02,130808,112070239,11797,43527898,15604,39835708,103407,28706633
nation,England,E92000001,2022-01-01,22762,111939431,2203,43516101,2684,39820104,17875,28603226
nation,England,E92000001,2021-12-31,172582,111916669,14380,43513898,19266,39817420,138936,28585351
nation,England,E92000001,2021-12-30,390719,111744087,30432,43499518,39755,39798154,320532,28446415
nation,England,E92000001,2021-12-29,414816,111353368,30008,43469086,39346,39758399,345462,28125883
nation,England,E92000001,2021-12-28,306574,110938552,21549,43439078,26626,39719053,258399,27780421
nation,England,E92000001,2021-12-27,244078,110631978,15766,43417529,18686,39692427,209626,27522022
nation,England,E92000001,2021-12-26,24078,110387900,1809,43401763,1991,39673741,20278,27312396
nation,England,E92000001,2021-12-25,12348,110363822,955,43399954,916,39671750,10477,27292118
nation,England,E92000001,2021-12-24,177682,110351474,10452,43398999,13540,39670834,153690,27281641
nation,England,E92000001,2021-12-23,562336,110173792,29980,43388547,39323,39657294,493033,27127951
nation,England,E92000001,2021-12-22,778244,109611456,35657,43358567,47314,39617971,695273,26634918
nation,England,E92000001,2021-12-21,893992,108833212,36309,43322910,48491,39570657,809192,25939645
nation,England,E92000001,2021-12-20,834540,107939220,36092,43286601,44655,39522166,753793,25130453
nation,England,E92000001,2021-12-19,792629,107104680,30298,43250509,36136,39477511,726195,24376660
nation,England,E92000001,2021-12-18,906656,106312051,35141,43220211,41112,39441375,830403,23650465
nation,England,E92000001,2021-12-17,808031,105405395,29563,43185070,37693,39400263,740775,22820062
nation,England,E92000001,2021-12-16,807047,104597364,29554,43155507,37626,39362570,739867,22079287
nation,England,E92000001,2021-12-15,684852,103790317,24607,43125953,33399,39324944,626846,21339420
nation,England,E92000001,2021-12-14,611976,103105465,30807,43101346,33130,39291545,548039,20712574
nation,England,E92000001,2021-12-13,463208,102493489,19270,43070539,25394,39258415,418544,20164535
nation,England,E92000001,2021-12-12,377963,102030281,19197,43051269,24900,39233021,333866,19745991
nation,England,E92000001,2021-12-11,540968,101652318,23546,43032072,34061,39208121,483361,19412125
nation,England,E92000001,2021-12-10,410139,101111350,19343,43008526,28294,39174060,362502,18928764
nation,England,E92000001,2021-12-09,446869,100701211,20751,42989183,29840,39145766,396278,18566262
nation,England,E92000001,2021-12-08,384062,100254342,18337,42968432,25110,39115926,340615,18169984
nation,England,E92000001,2021-12-07,361648,99870280,19228,42950095,23206,39090816,319214,17829369
nation,England,E92000001,2021-12-06,307221,99508632,17537,42930867,21622,39067610,268062,17510155
nation,England,E92000001,2021-12-05,258554,99201411,16008,42913330,20872,39045988,221674,17242093
nation,England,E92000001,2021-12-04,471820,98942857,24789,42897322,34276,39025116,412755,17020419
nation,England,E92000001,2021-12-03,380109,98471037,20806,42872533,26469,38990840,332834,16607664
nation,England,E92000001,2021-12-02,402754,98090928,22731,42851727,26919,38964371,353104,16274830
nation,England,E92000001,2021-12-01,391597,97688174,22406,42828996,28070,38937452,341121,15921726
nation,England,E92000001,2021-11-30,380952,97296577,27138,42806590,27933,38909382,325881,15580605
nation,England,E92000001,2021-11-29,301041,96915625,19496,42779452,22601,38881449,258944,15254724
nation,England,E92000001,2021-11-28,260972,96614584,15301,42759956,22482,38858848,223189,14995780
nation,England,E92000001,2021-11-27,471635,96353612,21362,42744655,30616,38836366,419657,14772591
nation,England,E92000001,2021-11-26,362002,95881977,19098,42723293,21923,38805750,320981,14352934
nation,England,E92000001,2021-11-25,375041,95519975,20677,42704195,19615,38783827,334749,14031953
nation,England,E92000001,2021-11-24,357129,95144934,21775,42683518,20048,38764212,315306,13697204
nation,England,E92000001,2021-11-23,343041,94787805,23445,42661743,18562,38744164,301034,13381898
nation,England,E92000001,2021-11-22,286231,94444764,20665,42638298,15567,38725602,249999,13080864
nation,England,E92000001,2021-11-21,214444,94158533,14066,42617633,11240,38710035,189138,12830865
nation,England,E92000001,2021-11-20,457627,93944089,23350,42603567,21592,38698795,412685,12641727
nation,England,E92000001,2021-11-19,348606,93486462,24413,42580217,18723,38677203,305470,12229042
nation,England,E92000001,2021-11-18,359666,93137856,24034,42555804,17429,38658480,318203,11923572
nation,England,E92000001,2021-11-17,360981,92778190,28332,42531770,18511,38641051,314138,11605369
nation,England,E92000001,2021-11-16,326963,92417209,27258,42503438,16897,38622540,282808,11291231
nation,England,E92000001,2021-11-15,275445,92090246,27672,42476180,15525,38605643,232248,11008423
nation,England,E92000001,2021-11-14,206979,91814801,18296,42448508,11959,38590118,176724,10776175
nation,England,E92000001,2021-11-13,464854,91607822,30618,42430212,22806,38578159,411430,10599451
nation,England,E92000001,2021-11-12,350475,91142968,31649,42399594,19229,38555353,299597,10188021
nation,England,E92000001,2021-11-11,359339,90792493,34640,42367945,19560,38536124,305139,9888424
nation,England,E92000001,2021-11-10,625460,90433154,115551,42333305,43996,38516564,465913,9583285
nation,England,E92000001,2021-11-09,333292,89807694,36321,42217754,18208,38472568,278763,9117372
nation,England,E92000001,2021-11-08,270273,89474402,30386,42181433,17398,38454360,222489,8838609
nation,England,E92000001,2021-11-07,200591,89204129,22430,42151047,11202,38436962,166959,8616120
nation,England,E92000001,2021-11-06,427929,89003538,33721,42128617,22869,38425760,371339,8449161
nation,England,E92000001,2021-11-05,326080,88575609,40573,42094896,19037,38402891,266470,8077822
nation,England,E92000001,2021-11-04,331685,88249529,40075,42054323,17167,38383854,274443,7811352
nation,England,E92000001,2021-11-03,327559,87917844,42413,42014248,17374,38366687,267772,7536909
nation,England,E92000001,2021-11-02,307581,87590285,43508,41971835,17807,38349313,246266,7269137
nation,England,E92000001,2021-11-01,247105,87282704,34642,41928327,15751,38331506,196712,7022871
nation,England,E92000001,2021-10-31,165679,87035599,22954,41893685,11464,38315755,131261,6826159
nation,England,E92000001,2021-10-30,384081,86869920,31157,41870731,22479,38304291,330445,6694898
nation,England,E92000001,2021-10-29,293878,86485839,36561,41839574,19175,38281812,238142,6364453
nation,England,E92000001,2021-10-28,306978,86191961,39397,41803013,19586,38262637,247995,6126311
nation,England,E92000001,2021-10-27,295284,85884983,39964,41763616,18740,38243051,236580,5878316
nation,England,E92000001,2021-10-26,272675,85589699,35780,41723652,19499,38224311,217396,5641736
nation,England,E92000001,2021-10-25,238695,85317024,32032,41687872,18251,38204812,188412,5424340
nation,England,E92000001,2021-10-24,171833,85078329,19607,41655840,14138,38186561,138088,5235928
nation,England,E92000001,2021-10-23,384887,84906496,32220,41636233,27527,38172423,325140,5097840
nation,England,E92000001,2021-10-22,312338,84521609,41732,41604013,22423,38144896,248183,4772700
nation,England,E92000001,2021-10-21,321991,84209271,44558,41562281,22027,38122473,255406,4524517
nation,England,E92000001,2021-10-20,290038,83887280,44521,41517723,21701,38100446,223816,4269111
nation,England,E92000001,2021-10-19,258682,83597242,38533,41473202,21141,38078745,199008,4045295
nation,England,E92000001,2021-10-18,206298,83338560,35334,41434669,20668,38057604,150296,3846287
nation,England,E92000001,2021-10-17,123692,83132262,9839,41399335,14545,38036936,99308,3695991
nation,England,E92000001,2021-10-16,335905,83008570,19735,41389496,30440,38022391,285730,3596683
nation,England,E92000001,2021-10-15,259349,82672665,35884,41369761,25380,37991951,198085,3310953
nation,England,E92000001,2021-10-14,275961,82413316,38185,41333877,23489,37966571,214287,3112868
nation,England,E92000001,2021-10-13,247841,82137355,32315,41295692,24828,37943082,190698,2898581
nation,England,E92000001,2021-10-12,213093,81889514,30636,41263377,22447,37918254,160010,2707883
nation,England,E92000001,2021-10-11,165300,81676421,23232,41232741,20350,37895807,121718,2547873
nation,England,E92000001,2021-10-10,116632,81511121,9111,41209509,15643,37875457,91878,2426155
nation,England,E92000001,2021-10-09,298267,81394489,18438,41200398,29751,37859814,250078,2334277
nation,England,E92000001,2021-10-08,223187,81096222,25536,41181960,25006,37830063,172645,2084199
nation,England,E92000001,2021-10-07,225581,80873035,25319,41156424,24208,37805057,176054,1911554
nation,England,E92000001,2021-10-06,209041,80647454,24519,41131105,24135,37780849,160387,1735500
nation,England,E92000001,2021-10-05,213589,80438413,35193,41106586,24253,37756714,154143,1575113
nation,England,E92000001,2021-10-04,177888,80224824,30784,41071393,24746,37732461,122358,1420970
nation,England,E92000001,2021-10-03,116455,80046936,10720,41040609,17502,37707715,88233,1298612
nation,England,E92000001,2021-10-02,243344,79930481,18736,41029889,30849,37690213,193759,1210379
nation,England,E92000001,2021-10-01,215131,79687137,31978,41011153,29993,37659364,153160,1016620
nation,England,E92000001,2021-09-30,922467,79472006,28689,40979175,30318,37629371,,863460
nation,England,E92000001,2021-09-29,57352,78549539,27445,40950486,29907,37599053,,
nation,England,E92000001,2021-09-28,58236,78492187,28566,40923041,29670,37569146,,
nation,England,E92000001,2021-09-27,49294,78433951,20704,40894475,28590,37539476,,
nation,England,E92000001,2021-09-26,30290,78384657,8814,40873771,21476,37510886,,
nation,England,E92000001,2021-09-25,60656,78354367,17607,40864957,43049,37489410,,
nation,England,E92000001,2021-09-24,61433,78293711,21866,40847350,39567,37446361,,
nation,England,E92000001,2021-09-23,63316,78232278,21588,40825484,41728,37406794,,
nation,England,E92000001,2021-09-22,58138,78168962,18462,40803896,39676,37365066,,
nation,England,E92000001,2021-09-21,56172,78110824,16924,40785434,39248,37325390,,
nation,England,E92000001,2021-09-20,57107,78054652,15669,40768510,41438,37286142,,
nation,England,E92000001,2021-09-19,40802,77997545,10344,40752841,30458,37244704,,
nation,England,E92000001,2021-09-18,87762,77956743,21628,40742497,66134,37214246,,
nation,England,E92000001,2021-09-17,72608,77868981,17351,40720869,55257,37148112,,
nation,England,E92000001,2021-09-16,77915,77796373,18974,40703518,58941,37092855,,
nation,England,E92000001,2021-09-15,77216,77718458,20120,40684544,57096,37033914,,
nation,England,E92000001,2021-09-14,74229,77641242,17708,40664424,56521,36976818,,
nation,England,E92000001,2021-09-13,70318,77567013,15511,40646716,54807,36920297,,
nation,England,E92000001,2021-09-12,54626,77496695,11724,40631205,42902,36865490,,
nation,England,E92000001,2021-09-11,109993,77442069,23925,40619481,86068,36822588,,
nation,England,E92000001,2021-09-10,100642,77332076,21879,40595556,78763,36736520,,
nation,England,E92000001,2021-09-09,108598,77231434,22006,40573677,86592,36657757,,
nation,England,E92000001,2021-09-08,95957,77122836,20409,40551671,75548,36571165,,
nation,England,E92000001,2021-09-07,95870,77026879,22866,40531262,73004,36495617,,
nation,England,E92000001,2021-09-06,88035,76931009,18277,40508396,69758,36422613,,
nation,England,E92000001,2021-09-05,75157,76842974,15892,40490119,59265,36352855,,
nation,England,E92000001,2021-09-04,150314,76767817,33987,40474227,116327,36293590,,
nation,England,E92000001,2021-09-03,127736,76617503,29614,40440240,98122,36177263,,
nation,England,E92000001,2021-09-02,137772,76489767,33775,40410626,103997,36079141,,
nation,England,E92000001,2021-09-01,139915,76351995,37829,40376851,102086,35975144,,
nation,England,E92000001,2021-08-31,139621,76212080,34618,40339022,105003,35873058,,
nation,England,E92000001,2021-08-30,67667,76072459,15530,40304404,52137,35768055,,
nation,England,E92000001,2021-08-29,85257,76004792,20547,40288874,64710,35715918,,
nation,England,E92000001,2021-08-28,154574,75919535,37991,40268327,116583,35651208,,
nation,England,E92000001,2021-08-27,153641,75764961,38392,40230336,115249,35534625,,
nation,England,E92000001,2021-08-26,173432,75611320,46165,40191944,127267,35419376,,
nation,England,E92000001,2021-08-25,199870,75437888,57563,40145779,142307,35292109,,
nation,England,E92000001,2021-08-24,155166,75238018,45945,40088216,109221,35149802,,
nation,England,E92000001,2021-08-23,150979,75082852,37974,40042271,113005,35040581,,
nation,England,E92000001,2021-08-22,128670,74931873,32424,40004297,96246,34927576,,
nation,England,E92000001,2021-08-21,235225,74803203,61187,39971873,174038,34831330,,
nation,England,E92000001,2021-08-20,197011,74567978,51538,39910686,145473,34657292,,
nation,England,E92000001,2021-08-19,201518,74370967,47632,39859148,153886,34511819,,
nation,England,E92000001,2021-08-18,187290,74169449,39721,39811516,147569,34357933,,
nation,England,E92000001,2021-08-17,154386,73982159,33478,39771795,120908,34210364,,
nation,England,E92000001,2021-08-16,146990,73827773,28992,39738317,117998,34089456,,
nation,England,E92000001,2021-08-15,126710,73680783,24829,39709325,101881,33971458,,
nation,England,E92000001,2021-08-14,213141,73554073,39423,39684496,173718,33869577,,
nation,England,E92000001,2021-08-13,176166,73340932,32476,39645073,143690,33695859,,
nation,England,E92000001,2021-08-12,200507,73164766,35082,39612597,165425,33552169,,
nation,England,E92000001,2021-08-11,179118,72964259,33164,39577515,145954,33386744,,
nation,England,E92000001,2021-08-10,152035,72785141,28314,39544351,123721,33240790,,
nation,England,E92000001,2021-08-09,133219,72633106,20933,39516037,112286,33117069,,
nation,England,E92000001,2021-08-08,112939,72499887,18607,39495104,94332,33004783,,
nation,England,E92000001,2021-08-07,218028,72386948,33159,39476497,184869,32910451,,
nation,England,E92000001,2021-08-06,164204,72168920,27032,39443338,137172,32725582,,
nation,England,E92000001,2021-08-05,174409,72004716,30986,39416306,143423,32588410,,
nation,England,E92000001,2021-08-04,160361,71830307,28780,39385320,131581,32444987,,
nation,England,E92000001,2021-08-03,133478,71669946,24874,39356540,108604,32313406,,
nation,England,E92000001,2021-08-02,116879,71536468,22454,39331666,94425,32204802,,
nation,England,E92000001,2021-08-01,110961,71419589,18545,39309212,92416,32110377,,
nation,England,E92000001,2021-07-31,215717,71308628,32892,39290667,182825,32017961,,
nation,England,E92000001,2021-07-30,173398,71092911,30683,39257775,142715,31835136,,
nation,England,E92000001,2021-07-29,181223,70919513,35751,39227092,145472,31692421,,
nation,England,E92000001,2021-07-28,163540,70738290,32492,39191341,131048,31546949,,
nation,England,E92000001,2021-07-27,147510,70574750,29182,39158849,118328,31415901,,
nation,England,E92000001,2021-07-26,141144,70427240,25220,39129667,115924,31297573,,
nation,England,E92000001,2021-07-25,114817,70286096,20382,39104447,94435,31181649,,
nation,England,E92000001,2021-07-24,216843,70171279,38958,39084065,177885,31087214,,
nation,England,E92000001,2021-07-23,192649,69954436,37888,39045107,154761,30909329,,
nation,England,E92000001,2021-07-22,195702,69761787,39457,39007219,156245,30754568,,
nation,England,E92000001,2021-07-21,185107,69566085,38826,38967762,146281,30598323,,
nation,England,E92000001,2021-07-20,159820,69380978,33657,38928936,126163,30452042,,
nation,England,E92000001,2021-07-19,144013,69221158,31469,38895279,112544,30325879,,
nation,England,E92000001,2021-07-18,133126,69077145,27654,38863810,105472,30213335,,
nation,England,E92000001,2021-07-17,255690,68944019,59268,38836156,196422,30107863,,
nation,England,E92000001,2021-07-16,214183,68688329,50247,38776888,163936,29911441,,
nation,England,E92000001,2021-07-15,219645,68474146,52493,38726641,167152,29747505,,
nation,England,E92000001,2021-07-14,201340,68254501,50005,38674148,151335,29580353,,
nation,England,E92000001,2021-07-13,174661,68053161,49756,38624143,124905,29429018,,
nation,England,E92000001,2021-07-12,145001,67878500,45184,38574387,99817,29304113,,
nation,England,E92000001,2021-07-11,114692,67733499,33937,38529203,80755,29204296,,
nation,England,E92000001,2021-07-10,256895,67618807,82150,38495266,174745,29123541,,
nation,England,E92000001,2021-07-09,221558,67361912,77955,38413116,143603,28948796,,
nation,England,E92000001,2021-07-08,218264,67140354,82807,38335161,135457,28805193,,
nation,England,E92000001,2021-07-07,201040,66922090,72814,38252354,128226,28669736,,
nation,England,E92000001,2021-07-06,180672,66721050,71524,38179540,109148,28541510,,
nation,England,E92000001,2021-07-05,171836,66540378,63859,38108016,107977,28432362,,
nation,England,E92000001,2021-07-04,148420,66368542,62672,38044157,85748,28324385,,
nation,England,E92000001,2021-07-03,287253,66220122,121588,37981485,165665,28238637,,
nation,England,E92000001,2021-07-02,250234,65932869,107959,37859897,142275,28072972,,
nation,England,E92000001,2021-07-01,287852,65682635,133675,37751938,154177,27930697,,
nation,England,E92000001,2021-06-30,259490,65394783,120497,37618263,138993,27776520,,
nation,England,E92000001,2021-06-29,230860,65135293,115376,37497766,115484,27637527,,
nation,England,E92000001,2021-06-28,213814,64904433,106496,37382390,107318,27522043,,
nation,England,E92000001,2021-06-27,216359,64690619,118366,37275894,97993,27414725,,
nation,England,E92000001,2021-06-26,385009,64474260,212685,37157528,172324,27316732,,
nation,England,E92000001,2021-06-25,310890,64089251,177515,36944843,133375,27144408,,
nation,England,E92000001,2021-06-24,339069,63778361,202390,36767328,136679,27011033,,
nation,England,E92000001,2021-06-23,316201,63439292,187513,36564938,128688,26874354,,
nation,England,E92000001,2021-06-22,486377,63123091,275647,36377425,210730,26745666,,
nation,England,E92000001,2021-06-21,0,62636714,0,36101778,0,26534936,,
nation,England,E92000001,2021-06-20,220817,62636714,142223,36101778,78594,26534936,,
nation,England,E92000001,2021-06-19,451039,62415897,255393,35959555,195646,26456342,,
nation,England,E92000001,2021-06-18,358276,61964858,196246,35704162,162030,26260696,,
nation,England,E92000001,2021-06-17,393315,61606582,217157,35507916,176158,26098666,,
nation,England,E92000001,2021-06-16,350994,61213267,170367,35290759,180627,25922508,,
nation,England,E92000001,2021-06-15,330350,60862273,154647,35120392,175703,25741881,,
nation,England,E92000001,2021-06-14,288868,60531923,114606,34965745,174262,25566178,,
nation,England,E92000001,2021-06-13,277315,60243055,123866,34851139,153449,25391916,,
nation,England,E92000001,2021-06-12,504957,59965740,228144,34727273,276813,25238467,,
nation,England,E92000001,2021-06-11,428780,59460783,177139,34499129,251641,24961654,,
nation,England,E92000001,2021-06-10,422093,59032003,173443,34321990,248650,24710013,,
nation,England,E92000001,2021-06-09,403646,58609910,149733,34148547,253913,24461363,,
nation,England,E92000001,2021-06-08,361765,58206264,109068,33998814,252697,24207450,,
nation,England,E92000001,2021-06-07,333746,57844499,89639,33889746,244107,23954753,,
nation,England,E92000001,2021-06-06,317112,57510753,99621,33800107,217491,23710646,,
nation,England,E92000001,2021-06-05,590645,57193641,175001,33700486,415644,23493155,,
nation,England,E92000001,2021-06-04,471939,56602996,150337,33525485,321602,23077511,,
nation,England,E92000001,2021-06-03,470861,56131057,157335,33375148,313526,22755909,,
nation,England,E92000001,2021-06-02,421631,55660196,132668,33217813,288963,22442383,,
nation,England,E92000001,2021-06-01,354986,55238565,75701,33085145,279285,22153420,,
nation,England,E92000001,2021-05-31,225622,54883579,70948,33009444,154674,21874135,,
nation,England,E92000001,2021-05-30,278637,54657957,99213,32938496,179424,21719461,,
nation,England,E92000001,2021-05-29,537283,54379320,155467,32839283,381816,21540037,,
nation,England,E92000001,2021-05-28,555477,53842037,174622,32683816,380855,21158221,,
nation,England,E92000001,2021-05-27,597552,53286560,223510,32509194,374042,20777366,,
nation,England,E92000001,2021-05-26,574865,52689008,206311,32285684,368554,20403324,,
nation,England,E92000001,2021-05-25,484551,52114143,157084,32079373,327467,20034770,,
nation,England,E92000001,2021-05-24,375156,51629592,95484,31922289,279672,19707303,,
nation,England,E92000001,2021-05-23,321770,51254436,101708,31826805,220062,19427631,,
nation,England,E92000001,2021-05-22,686264,50932666,178251,31725097,508013,19207569,,
nation,England,E92000001,2021-05-21,563468,50246402,192008,31546846,371460,18699556,,
nation,England,E92000001,2021-05-20,601960,49682934,234818,31354838,367142,18328096,,
nation,England,E92000001,2021-05-19,544999,49080974,235979,31120020,309020,17960954,,
nation,England,E92000001,2021-05-18,423904,48535975,154621,30884041,269283,17651934,,
nation,England,E92000001,2021-05-17,296388,48112071,85946,30729420,210442,17382651,,
nation,England,E92000001,2021-05-16,263207,47815683,105520,30643474,157687,17172209,,
nation,England,E92000001,2021-05-15,559726,47552476,205962,30537954,353764,17014522,,
nation,England,E92000001,2021-05-14,531484,46992750,185059,30331992,346425,16660758,,
nation,England,E92000001,2021-05-13,552470,46461266,173820,30146933,378650,16314333,,
nation,England,E92000001,2021-05-12,549458,45908796,146934,29973113,402524,15935683,,
nation,England,E92000001,2021-05-11,407430,45359338,98515,29826179,308915,15533159,,
nation,England,E92000001,2021-05-10,268833,44951908,76110,29727664,192723,15224244,,
nation,England,E92000001,2021-05-09,233651,44683075,73338,29651554,160313,15031521,,
nation,England,E92000001,2021-05-08,541513,44449424,137003,29578216,404510,14871208,,
nation,England,E92000001,2021-05-07,522249,43907911,107518,29441213,414731,14466698,,
nation,England,E92000001,2021-05-06,520826,43385662,101594,29333695,419232,14051967,,
nation,England,E92000001,2021-05-05,456344,42864836,107791,29232101,348553,13632735,,
nation,England,E92000001,2021-05-04,310900,42408492,99261,29124310,211639,13284182,,
nation,England,E92000001,2021-05-03,158898,42097592,59113,29025049,99785,13072543,,
nation,England,E92000001,2021-05-02,208177,41938694,70777,28965936,137400,12972758,,
nation,England,E92000001,2021-05-01,452789,41730517,123619,28895159,329170,12835358,,
nation,England,E92000001,2021-04-30,477124,41277728,115366,28771540,361758,12506188,,
nation,England,E92000001,2021-04-29,506019,40800604,110976,28656174,395043,12144430,,
nation,England,E92000001,2021-04-28,497504,40294585,103352,28545198,394152,11749387,,
nation,England,E92000001,2021-04-27,398683,39797081,85067,28441846,313616,11355235,,
nation,England,E92000001,2021-04-26,317251,39398398,67483,28356779,249768,11041619,,
nation,England,E92000001,2021-04-25,288745,39081147,61586,28289296,227159,10791851,,
nation,England,E92000001,2021-04-24,602866,38792402,124858,28227710,478008,10564692,,
nation,England,E92000001,2021-04-23,501800,38189536,107656,28102852,394144,10086684,,
nation,England,E92000001,2021-04-22,449663,37687736,103988,27995196,345675,9692540,,
nation,England,E92000001,2021-04-21,432476,37238073,92703,27891208,339773,9346865,,
nation,England,E92000001,2021-04-20,357800,36805597,84871,27798505,272929,9007092,,
nation,England,E92000001,2021-04-19,300720,36447797,85055,27713634,215665,8734163,,
nation,England,E92000001,2021-04-18,265069,36147077,69198,27628579,195871,8518498,,
nation,England,E92000001,2021-04-17,570975,35882008,112095,27559381,458880,8322627,,
nation,England,E92000001,2021-04-16,548305,35311033,102280,27447286,446025,7863747,,
nation,England,E92000001,2021-04-15,456589,34762728,93587,27345006,363002,7417722,,
nation,England,E92000001,2021-04-14,371500,34306139,79117,27251419,292383,7054720,,
nation,England,E92000001,2021-04-13,297093,33934639,39361,27172302,257732,6762337,,
nation,England,E92000001,2021-04-12,191624,33637546,25351,27132941,166273,6504605,,
nation,England,E92000001,2021-04-11,197053,33445922,36599,27107590,160454,6338332,,
nation,England,E92000001,2021-04-10,511497,33248869,74055,27070991,437442,6177878,,
nation,England,E92000001,2021-04-09,466480,32737372,62274,26996936,404206,5740436,,
nation,England,E92000001,2021-04-08,458751,32270892,55539,26934662,403212,5336230,,
nation,England,E92000001,2021-04-07,431203,31812141,58962,26879123,372241,4933018,,
nation,England,E92000001,2021-04-06,216762,31380938,54296,26820161,162466,4560777,,
nation,England,E92000001,2021-04-05,73886,31164176,19826,26765865,54060,4398311,,
nation,England,E92000001,2021-04-04,66108,31090290,26617,26746039,39491,4344251,,
nation,England,E92000001,2021-04-03,232415,31024182,74512,26719422,157903,4304760,,
nation,England,E92000001,2021-04-02,284035,30791767,68281,26644910,215754,4146857,,
nation,England,E92000001,2021-04-01,534408,30507732,122410,26576629,411998,3931103,,
nation,England,E92000001,2021-03-31,529793,29973324,188045,26454219,341748,3519105,,
nation,England,E92000001,2021-03-30,409891,29443531,176063,26266174,233828,3177357,,
nation,England,E92000001,2021-03-29,323734,29033640,186329,26090111,137405,2943529,,
nation,England,E92000001,2021-03-28,379454,28709906,252376,25903782,127078,2806124,,
nation,England,E92000001,2021-03-27,568728,28330452,367393,25651406,201335,2679046,,
nation,England,E92000001,2021-03-26,594970,27761724,344008,25284013,250962,2477711,,
nation,England,E92000001,2021-03-25,456256,27166754,258050,24940005,198206,2226749,,
nation,England,E92000001,2021-03-24,483894,26710498,275881,24681955,208013,2028543,,
nation,England,E92000001,2021-03-23,403198,26226604,268651,24406074,134547,1820530,,
nation,England,E92000001,2021-03-22,346997,25823406,282561,24137423,64436,1685983,,
nation,England,E92000001,2021-03-21,325777,25476409,295359,23854862,30418,1621547,,
nation,England,E92000001,2021-03-20,756873,25150632,686424,23559503,70449,1591129,,
nation,England,E92000001,2021-03-19,636219,24393759,535489,22873079,100730,1520680,,
nation,England,E92000001,2021-03-18,556074,23757540,451465,22337590,104609,1419950,,
nation,England,E92000001,2021-03-17,483675,23201466,392769,21886125,90906,1315341,,
nation,England,E92000001,2021-03-16,433751,22717791,370842,21493356,62909,1224435,,
nation,England,E92000001,2021-03-15,362758,22284040,330676,21122514,32082,1161526,,
