Date,MV Beds Occupied,Hospital Cases,New Admissions,New COVID-19 Cases,New COVID-19 Deaths,New Vaccinations
2021-07-18,512.0,3546.0,698.0,33164.0,60.0,133126.0
2021-07-19,543.0,3813.0,752.0,43401.0,76.0,144013.0
2021-07-20,544.0,3894.0,805.0,35947.0,54.0,159820.0
2021-07-21,567.0,4063.0,783.0,31676.0,48.0,185107.0
2021-07-22,612.0,4230.0,827.0,27711.0,74.0,195702.0
2021-07-23,625.0,4401.0,725.0,24586.0,68.0,192649.0
2021-07-24,659.0,4476.0,734.0,20276.0,60.0,216843.0
2021-07-25,675.0,4725.0,836.0,19657.0,62.0,114817.0
2021-07-26,712.0,5055.0,830.0,26541.0,70.0,141144.0
2021-07-27,738.0,5163.0,816.0,26027.0,61.0,147510.0
2021-07-28,748.0,5182.0,728.0,26925.0,70.0,163540.0
2021-07-29,765.0,5056.0,758.0,25361.0,73.0,181223.0
2021-07-30,785.0,5111.0,650.0,22109.0,90.0,173398.0
2021-07-31,789.0,5057.0,593.0,18450.0,73.0,215717.0
2021-08-01,769.0,5090.0,645.0,18714.0,74.0,110961.0
2021-08-02,791.0,5309.0,686.0,26580.0,76.0,116879.0
2021-08-03,780.0,5116.0,680.0,27062.0,70.0,133478.0
2021-08-04,772.0,4944.0,747.0,28895.0,79.0,160361.0
2021-08-05,770.0,4894.0,693.0,28126.0,89.0,174409.0
2021-08-06,765.0,4879.0,657.0,24851.0,85.0,164204.0
2021-08-07,760.0,4817.0,630.0,19957.0,90.0,218028.0
2021-08-08,765.0,4939.0,651.0,20157.0,67.0,112939.0
2021-08-09,762.0,5098.0,665.0,28292.0,74.0,133219.0
2021-08-10,782.0,5096.0,760.0,27610.0,73.0,152035.0
2021-08-11,777.0,5073.0,747.0,29135.0,78.0,179118.0
2021-08-12,783.0,5029.0,758.0,27690.0,91.0,200507.0
2021-08-13,793.0,5076.0,694.0,24992.0,81.0,176166.0
2021-08-14,797.0,4973.0,689.0,21336.0,86.0,213141.0
2021-08-15,800.0,5115.0,719.0,21280.0,75.0,126710.0
2021-08-16,816.0,5429.0,776.0,30861.0,78.0,146990.0
2021-08-17,825.0,5437.0,832.0,31095.0,89.0,154386.0
2021-08-18,812.0,5514.0,795.0,31426.0,89.0,187290.0
2021-08-19,835.0,5554.0,824.0,29081.0,99.0,201518.0
2021-08-20,857.0,5576.0,733.0,25555.0,108.0,197011.0
2021-08-21,858.0,5575.0,757.0,22605.0,97.0,235225.0
2021-08-22,863.0,5749.0,726.0,22409.0,110.0,128670.0
2021-08-23,845.0,6000.0,831.0,30333.0,97.0,150979.0
2021-08-24,857.0,5911.0,818.0,28212.0,104.0,155166.0
2021-08-25,871.0,5922.0,843.0,27901.0,86.0,199870.0
2021-08-26,872.0,5893.0,777.0,26482.0,108.0,173432.0
2021-08-27,874.0,5889.0,749.0,24253.0,114.0,153641.0
2021-08-28,835.0,5756.0,688.0,20138.0,105.0,154574.0
2021-08-29,850.0,5855.0,701.0,19152.0,114.0,85257.0
2021-08-30,859.0,6002.0,808.0,24973.0,93.0,67667.0
2021-08-31,879.0,6293.0,798.0,33565.0,102.0,139621.0
2021-09-01,890.0,6236.0,835.0,31600.0,102.0,139915.0
2021-09-02,897.0,6186.0,788.0,30636.0,105.0,137772.0
2021-09-03,889.0,6195.0,688.0,28730.0,124.0,127736.0
2021-09-04,880.0,6043.0,752.0,23409.0,119.0,150314.0
2021-09-05,878.0,6167.0,691.0,23457.0,122.0,75157.0
2021-09-06,909.0,6375.0,831.0,33135.0,129.0,88035.0
2021-09-07,885.0,6244.0,801.0,27938.0,129.0,95870.0
2021-09-08,896.0,6302.0,900.0,25659.0,116.0,95957.0
2021-09-09,887.0,6254.0,790.0,24440.0,137.0,108598.0
2021-09-10,898.0,6400.0,680.0,21031.0,111.0,100642.0
2021-09-11,865.0,6206.0,649.0,16956.0,109.0,109993.0
2021-09-12,884.0,6253.0,658.0,17879.0,102.0,54626.0
2021-09-13,886.0,6424.0,688.0,25199.0,78.0,70318.0
2021-09-14,888.0,6344.0,701.0,22641.0,126.0,74229.0
2021-09-15,910.0,6306.0,691.0,22414.0,122.0,77216.0
2021-09-16,849.0,6081.0,672.0,22320.0,118.0,77915.0
2021-09-17,844.0,5910.0,540.0,22375.0,130.0,72608.0
2021-09-18,829.0,5688.0,560.0,20926.0,102.0,87762.0
2021-09-19,824.0,5695.0,572.0,24789.0,102.0,40802.0
2021-09-20,811.0,5727.0,606.0,32121.0,116.0,57107.0
2021-09-21,774.0,5543.0,602.0,30547.0,99.0,56172.0
2021-09-22,783.0,5406.0,572.0,28788.0,114.0,58138.0
2021-09-23,757.0,5214.0,577.0,28340.0,109.0,63316.0
2021-09-24,730.0,5036.0,557.0,25754.0,100.0,61433.0
2021-09-25,723.0,5100.0,520.0,23389.0,89.0,60656.0
2021-09-26,689.0,4949.0,535.0,26814.0,76.0,30290.0
2021-09-27,685.0,5121.0,617.0,34595.0,84.0,49294.0
2021-09-28,681.0,5126.0,596.0,29628.0,88.0,58236.0
2021-09-29,671.0,5017.0,625.0,28689.0,93.0,57352.0
2021-09-30,672.0,4916.0,552.0,26808.0,95.0,922467.0
2021-10-01,671.0,4799.0,520.0,24134.0,102.0,215131.0
2021-10-02,630.0,4652.0,549.0,21873.0,73.0,243344.0
2021-10-03,639.0,4778.0,577.0,27138.0,78.0,116455.0
2021-10-04,632.0,4909.0,627.0,36475.0,84.0,177888.0
2021-10-05,661.0,5006.0,658.0,32269.0,96.0,213589.0
2021-10-06,663.0,5009.0,632.0,32547.0,79.0,209041.0
2021-10-07,665.0,4962.0,634.0,32158.0,95.0,225581.0
2021-10-08,647.0,4975.0,619.0,29848.0,95.0,223187.0
2021-10-09,639.0,4921.0,613.0,27180.0,94.0,298267.0
2021-10-10,622.0,5077.0,606.0,31499.0,82.0,116632.0
2021-10-11,621.0,5206.0,685.0,43115.0,97.0,165300.0
2021-10-12,657.0,5213.0,760.0,40892.0,96.0,213093.0
2021-10-13,657.0,5246.0,752.0,40547.0,99.0,247841.0
2021-10-14,655.0,5289.0,730.0,39262.0,114.0,275961.0
2021-10-15,673.0,5363.0,752.0,36631.0,108.0,259349.0
2021-10-16,681.0,5385.0,743.0,31639.0,105.0,335905.0
2021-10-17,695.0,5623.0,828.0,37501.0,109.0,123692.0
2021-10-18,703.0,5938.0,896.0,49257.0,97.0,206298.0
2021-10-19,733.0,6099.0,894.0,44630.0,109.0,258682.0
2021-10-20,746.0,6299.0,903.0,43963.0,116.0,290038.0
2021-10-21,750.0,6366.0,799.0,38581.0,115.0,321991.0
2021-10-22,746.0,6405.0,760.0,34506.0,115.0,312338.0
2021-10-23,728.0,6386.0,756.0,29747.0,131.0,384887.0
2021-10-24,745.0,6515.0,829.0,30091.0,120.0,171833.0
2021-10-25,776.0,6801.0,865.0,39958.0,123.0,238695.0
2021-10-26,803.0,6883.0,911.0,35276.0,132.0,272675.0
2021-10-27,799.0,6951.0,955.0,36524.0,140.0,295284.0
2021-10-28,794.0,7019.0,888.0,35076.0,157.0,306978.0
2021-10-29,809.0,7113.0,840.0,33995.0,132.0,293878.0
2021-10-30,812.0,7155.0,741.0,28243.0,124.0,384081.0
2021-10-31,815.0,7311.0,860.0,29564.0,151.0,165679.0
2021-11-01,859.0,7535.0,899.0,37663.0,146.0,247105.0
2021-11-02,859.0,7510.0,891.0,31328.0,132.0,307581.0
2021-11-03,854.0,7291.0,807.0,29396.0,135.0,327559.0
2021-11-04,867.0,7201.0,717.0,27379.0,131.0,331685.0
2021-11-05,860.0,7072.0,686.0,24405.0,131.0,326080.0
2021-11-06,856.0,6874.0,688.0,22581.0,135.0,427929.0
2021-11-07,846.0,6910.0,739.0,25447.0,123.0,200591.0
2021-11-08,869.0,7075.0,850.0,36138.0,128.0,270273.0
2021-11-09,865.0,7053.0,808.0,34679.0,131.0,333292.0
2021-11-10,846.0,6961.0,821.0,35390.0,129.0,625460.0
2021-11-11,842.0,6861.0,797.0,33700.0,128.0,359339.0
2021-11-12,838.0,6777.0,729.0,31337.0,107.0,350475.0
2021-11-13,830.0,6639.0,655.0,27358.0,117.0,464854.0
2021-11-14,841.0,6707.0,678.0,29599.0,108.0,206979.0
2021-11-15,821.0,6864.0,695.0,42477.0,136.0,275445.0
2021-11-16,796.0,6623.0,713.0,38656.0,134.0,326963.0
2021-11-17,792.0,6412.0,727.0,38257.0,95.0,360981.0
2021-11-18,779.0,6336.0,697.0,37099.0,106.0,359666.0
2021-11-19,769.0,6310.0,637.0,33184.0,107.0,348606.0
2021-11-20,764.0,6191.0,611.0,29868.0,105.0,457627.0
2021-11-21,776.0,6322.0,648.0,31761.0,98.0,214444.0
2021-11-22,785.0,6424.0,602.0,42869.0,100.0,286231.0
2021-11-23,780.0,6257.0,659.0,41015.0,119.0,343041.0
2021-11-24,783.0,6062.0,752.0,39881.0,105.0,357129.0
2021-11-25,790.0,6068.0,650.0,37143.0,112.0,375041.0
2021-11-26,796.0,5992.0,620.0,33666.0,102.0,362002.0
2021-11-27,787.0,5852.0,609.0,28459.0,97.0,471635.0
2021-11-28,793.0,5890.0,607.0,33857.0,104.0,260972.0
2021-11-29,793.0,6094.0,669.0,47939.0,117.0,301041.0
2021-11-30,806.0,6123.0,699.0,47632.0,109.0,380952.0
2021-12-01,773.0,5829.0,698.0,47263.0,107.0,391597.0
2021-12-02,774.0,5915.0,719.0,43045.0,94.0,402754.0
2021-12-03,783.0,5851.0,624.0,39222.0,123.0,380109.0
2021-12-04,775.0,5784.0,635.0,33380.0,129.0,471820.0
2021-12-05,770.0,5903.0,728.0,35037.0,95.0,258554.0
2021-12-06,793.0,5992.0,736.0,51123.0,111.0,307221.0
2021-12-07,779.0,6027.0,799.0,48146.0,99.0,361648.0
2021-12-08,778.0,6053.0,754.0,50059.0,111.0,384062.0
2021-12-09,792.0,6130.0,799.0,48817.0,107.0,446869.0
2021-12-10,793.0,6088.0,707.0,45018.0,98.0,410139.0
2021-12-11,785.0,6095.0,696.0,41940.0,86.0,540968.0
2021-12-12,788.0,6223.0,772.0,46367.0,121.0,377963.0
2021-12-13,795.0,6395.0,794.0,76507.0,95.0,463208.0
2021-12-14,795.0,6434.0,815.0,90717.0,124.0,611976.0
2021-12-15,786.0,6358.0,805.0,99655.0,99.0,684852.0
2021-12-16,783.0,6405.0,777.0,93804.0,98.0,807047.0
2021-12-17,789.0,6321.0,743.0,84967.0,114.0,808031.0
2021-12-18,767.0,6287.0,735.0,78930.0,92.0,906656.0
2021-12-19,767.0,6434.0,926.0,78497.0,102.0,792629.0
2021-12-20,768.0,6688.0,1061.0,117577.0,111.0,834540.0
2021-12-21,757.0,6902.0,1098.0,129599.0,92.0,893992.0
2021-12-22,745.0,7080.0,1246.0,138142.0,123.0,778244.0
2021-12-23,747.0,7114.0,1252.0,137021.0,124.0,562336.0
2021-12-24,742.0,7366.0,1020.0,117562.0,104.0,177682.0
2021-12-25,745.0,7166.0,1281.0,59912.0,97.0,12348.0
2021-12-26,758.0,7536.0,1374.0,98918.0,101.0,24078.0
2021-12-27,776.0,8474.0,1751.0,155567.0,115.0,244078.0
2021-12-28,758.0,9546.0,2082.0,170586.0,136.0,306574.0
2021-12-29,771.0,10462.0,2370.0,224031.0,107.0,414816.0
2021-12-30,782.0,11452.0,2114.0,192825.0,156.0,390719.0
