epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.043316811323165894,0.0018763503758236766
0,26,0.11065460741519928,,,
1,49,,0.00012406244059093297,,
1,53,,,0.009876368567347527,9.754718485055491e-05
1,53,0.01599293015897274,,,
2,80,,,0.0004882485663983971,2.4292566536132654e-07
2,80,0.00395588856190443,,,
3,99,,1.568426796438871e-06,,
3,107,,,0.0009041457087732852,8.220185918617062e-07
3,107,0.0012744113337248564,,,
4,134,,,0.00012076188431819901,1.9122479599786857e-08
4,134,0.0008615117985755205,,,
5,149,,1.8524011693443754e-06,,
5,161,,,0.00010256730456603691,1.4861243791131074e-08
5,161,0.0007870146655477583,,,
6,188,,,0.0004906682879664004,2.4529444431209413e-07
6,188,0.0007841704064048827,,,
7,199,,1.1153156265208963e-06,,
7,215,,,0.00010910761193372309,1.628044365986625e-08
7,215,0.0008036310900934041,,,
8,242,,,0.00041979787056334317,1.807692910915648e-07
8,242,0.0007899269694462419,,,
9,249,,2.280203716509277e-06,,
9,269,,,6.42402155790478e-05,6.479206504650392e-09
9,269,0.000809081073384732,,,
10,296,,,0.00010684237349778414,1.5857542834396554e-08
10,296,0.0007836325676180422,,,
11,299,,1.4488311990135117e-06,,
11,323,,,0.0004831463738810271,2.3796947345999797e-07
11,323,0.0008021375397220254,,,
12,349,,6.394369620466023e-07,,
12,350,,,8.452095789834857e-05,1.0224725066620977e-08
12,350,0.0008053595083765686,,,
13,377,,,6.6936801886186e-05,5.898720178976191e-09
13,377,0.0007858144235797226,,,
14,399,,2.0550280623865547e-06,,
14,404,,,7.635171641595662e-05,8.042175814182428e-09
14,404,0.0008118669502437115,,,
15,431,,,0.00016805791528895497,3.2782505599016076e-08
15,431,0.0007883551297709346,,,
16,449,,5.390090791479452e-07,,
16,458,,,8.895653445506468e-05,1.1463109572673602e-08
16,458,0.000779269146732986,,,
17,485,,,0.00017752876738086343,3.605463660960595e-08
17,485,0.0008164566825143993,,,
18,499,,1.013283736028825e-06,,
18,512,,,9.328388114226982e-05,1.2574044916391358e-08
18,512,0.0008097123354673386,,,
19,539,,,0.00015602221537847072,2.888227079722583e-08
19,539,0.0007994597544893622,,,
20,549,,1.5379725937236799e-06,,
20,566,,,0.0002174704277422279,5.183242990369763e-08
20,566,0.000788527075201273,,,
21,593,,,0.00019178082584403455,4.131892694658745e-08
21,593,0.000802275666501373,,,
22,599,,1.439403149561258e-06,,
22,620,,,0.00020591287466231734,4.6939288012026736e-08
22,620,0.0007781232707202435,,,
23,647,,,0.00034368326305411756,1.2265722659776657e-07
23,647,0.000788218982052058,,,
