date,susceptible,active_cases,recovered,cumulative_deceased
2020-06-04,55961710.0,22529.553,149356.97,34009.64
2020-06-05,55961200.0,20545.584,151860.81,34185.07
2020-06-06,55960716.0,18779.875,154192.78,34353.703
2020-06-07,55960250.0,17235.492,156353.83,34515.203
2020-06-08,55959796.0,15906.203,158348.38,34669.37
2020-06-09,55959350.0,14779.165,160185.05,34816.15
2020-06-10,55958920.0,13837.441,161873.19,34955.59
2020-06-11,55958496.0,13062.529,163423.75,35087.8
2020-06-12,55958076.0,12434.807,164847.48,35212.97
2020-06-13,55957668.0,11935.259,166155.05,35331.324
2020-06-14,55957270.0,11545.596,167357.03,35443.105
2020-06-15,55956884.0,11249.139,168462.92,35548.582
2020-06-16,55956508.0,11030.981,169481.28,35648.062
2020-06-17,55956144.0,10877.651,170420.39,35741.82
2020-06-18,55955790.0,10777.532,171287.9,35830.152
2020-06-19,55955460.0,10720.141,172090.19,35913.355
2020-06-20,55955136.0,10697.287,172833.28,35991.715
2020-06-21,55954824.0,10701.055,173522.56,36065.508
2020-06-22,55954532.0,10725.658,174162.97,36134.99
2020-06-23,55954252.0,10765.552,174758.88,36200.414
2020-06-24,55953984.0,10816.713,175313.92,36262.047
2020-06-25,55953732.0,10875.448,175831.88,36320.105
2020-06-26,55953492.0,10938.795,176315.9,36374.81
2020-06-27,55953264.0,11004.703,176768.64,36426.363
2020-06-28,55953050.0,11071.131,177192.81,36474.965
2020-06-29,55952850.0,11136.76,177590.4,36520.797
2020-06-30,55952652.0,11200.3545,177963.9,36564.04
2020-07-01,55952468.0,11261.053,178314.97,36604.836
2020-07-02,55952300.0,11318.263,178645.4,36643.35
2020-07-03,55952136.0,11371.7295,178956.53,36679.723
2020-07-04,55951988.0,11420.908,179249.94,36714.074
2020-07-05,55951844.0,11465.862,179526.86,36746.535
2020-07-06,55951708.0,11506.348,179788.48,36777.24
2020-07-07,55951584.0,11542.403,180036.03,36806.25
2020-07-08,55951464.0,11574.159,180270.17,36833.707
2020-07-09,55951348.0,11601.848,180492.08,36859.684
2020-07-10,55951240.0,11625.407,180702.2,36884.285
2020-07-11,55951140.0,11645.064,180901.56,36907.58
2020-07-12,55951052.0,11661.136,181090.97,36929.64
2020-07-13,55950960.0,11673.628,181270.81,36950.555
2020-07-14,55950880.0,11682.913,181441.84,36970.375
2020-07-15,55950800.0,11689.203,181604.47,36989.168
2020-07-16,55950724.0,11692.592,181759.31,37006.996
2020-07-17,55950656.0,11693.428,181906.89,37023.918
2020-07-18,55950590.0,11691.772,182047.44,37039.977
2020-07-19,55950530.0,11688.052,182181.33,37055.22
2020-07-20,55950470.0,11682.22,182309.36,37069.7
2020-07-21,55950416.0,11674.515,182431.45,37083.453
2020-07-22,55950364.0,11665.163,182548.08,37096.527
2020-07-23,55950316.0,11654.365,182659.5,37108.95
2020-07-24,55950268.0,11642.069,182766.0,37120.773
2020-07-25,55950224.0,11628.646,182868.06,37132.0
2020-07-26,55950184.0,11614.246,182965.48,37142.688
2020-07-27,55950148.0,11598.695,183058.9,37152.85
2020-07-28,55950110.0,11582.443,183148.33,37162.53
2020-07-29,55950080.0,11565.489,183233.81,37171.75
2020-07-30,55950044.0,11547.869,183316.1,37180.523
2020-07-31,55950012.0,11529.761,183394.58,37188.87
2020-08-01,55949988.0,11511.207,183470.16,37196.832
2020-08-02,55949956.0,11492.377,183542.58,37204.418
2020-08-03,55949932.0,11473.208,183612.02,37211.64
2020-08-04,55949908.0,11453.748,183678.77,37218.535
2020-08-05,55949890.0,11434.296,183742.67,37225.1
2020-08-06,55949868.0,11414.639,183804.28,37231.367
2020-08-07,55949850.0,11395.001,183863.25,37237.336
2020-08-08,55949828.0,11375.387,183920.03,37243.04
2020-08-09,55949810.0,11355.784,183974.69,37248.477
2020-08-10,55949790.0,11336.222,184027.06,37253.652
2020-08-11,55949776.0,11316.876,184077.62,37258.613
2020-08-12,55949760.0,11297.546,184126.08,37263.344
2020-08-13,55949748.0,11278.558,184172.83,37267.85
2020-08-14,55949732.0,11259.744,184217.62,37272.168
2020-08-15,55949716.0,11241.096,184260.83,37276.28
2020-08-16,55949708.0,11222.763,184302.42,37280.215
2020-08-17,55949696.0,11204.678,184342.48,37283.977
2020-08-18,55949690.0,11186.868,184381.03,37287.566
2020-08-19,55949676.0,11169.379,184418.0,37291.0
2020-08-20,55949664.0,11152.086,184453.9,37294.277
2020-08-21,55949656.0,11135.227,184488.22,37297.414
2020-08-22,55949644.0,11118.64,184521.48,37300.41
2020-08-23,55949636.0,11102.438,184553.28,37303.273
2020-08-24,55949630.0,11086.509,184584.11,37306.016
2020-08-25,55949620.0,11070.91,184613.7,37308.633
2020-08-26,55949616.0,11055.663,184642.3,37311.145
2020-08-27,55949612.0,11040.731,184669.77,37313.543
2020-08-28,55949600.0,11026.279,184696.25,37315.84
2020-08-29,55949596.0,11012.057,184721.9,37318.027
2020-08-30,55949590.0,10998.105,184746.5,37320.14
2020-08-31,55949584.0,10984.585,184770.23,37322.152
