date,susceptible,active_cases,recovered,cumulative_deceased
2020-04-23,56054290.0,95333.42,-0.05608678,21682.006
2020-04-24,56058564.0,102620.875,-6323.969,21860.682
2020-04-25,56043504.0,94615.62,-19378.477,21777.389
2020-04-26,56053356.0,82398.05,-1020.53455,22671.34
2020-04-27,56045264.0,82281.12,2035.8394,22780.756
2020-04-28,56039100.0,83577.0,1768.1986,22914.072
2020-04-29,56037890.0,83737.2,2489.874,23303.865
2020-04-30,56038416.0,84594.08,2553.6543,23840.996
2020-05-01,56038180.0,87270.26,904.25433,24404.283
2020-05-02,56036300.0,91576.51,-2123.9285,24932.002
2020-05-03,56032940.0,96667.53,-5553.747,25408.578
2020-05-04,56028610.0,101628.45,-8408.844,25840.572
2020-05-05,56023850.0,105753.2,-9991.705,26241.152
2020-05-06,56019090.0,108615.98,-9936.636,26622.537
2020-05-07,56014596.0,110044.71,-8150.483,26993.275
2020-05-08,56010516.0,110051.79,-4732.002,27358.158
2020-05-09,56006876.0,108770.375,107.50468,27718.928
2020-05-10,56003668.0,106394.33,6107.926,28075.63
2020-05-11,56000840.0,103141.695,12996.454,28427.102
2020-05-12,55998320.0,99230.35,20513.637,28771.633
2020-05-13,55996052.0,94857.07,28431.363,29107.627
2020-05-14,55993970.0,90194.14,36552.945,29433.674
2020-05-15,55992020.0,85386.94,44718.35,29748.486
2020-05-16,55990172.0,80551.22,52799.094,30051.29
2020-05-17,55988390.0,75778.15,60700.445,30341.535
2020-05-18,55986656.0,71135.87,68347.68,30619.078
2020-05-19,55984948.0,66674.88,75691.56,30883.834
2020-05-20,55983264.0,62429.28,82698.63,31136.072
2020-05-21,55981588.0,58419.895,89350.3,31376.092
2020-05-22,55979932.0,54657.73,95639.45,31604.406
2020-05-23,55978280.0,51147.277,101566.85,31821.5
2020-05-24,55976640.0,47886.4,107140.08,32027.877
2020-05-25,55975012.0,44868.23,112367.6,32224.186
2020-05-26,55973400.0,42083.965,117266.734,32410.988
2020-05-27,55971804.0,39522.418,121852.125,32588.812
2020-05-28,55970230.0,37170.87,126142.95,32758.207
2020-05-29,55968680.0,35015.582,130156.25,32919.715
2020-05-30,55967148.0,33042.5,133912.55,33073.86
2020-05-31,55965640.0,31240.979,137425.05,33220.98
2020-06-01,55964160.0,29595.805,140715.36,33361.605
2020-06-02,55962716.0,28093.85,143798.1,33496.184
2020-06-03,55961292.0,26726.006,146686.84,33624.855
2020-06-04,55959904.0,25478.26,149398.53,33748.207
2020-06-05,55958548.0,24342.6,151946.72,33866.383
2020-06-06,55957224.0,23307.365,154342.53,33979.75
2020-06-07,55955932.0,22364.229,156597.56,34088.54
2020-06-08,55954670.0,21505.172,158722.97,34192.996
2020-06-09,55953444.0,20722.91,160728.53,34293.305
2020-06-10,55952252.0,20009.25,162622.77,34389.746
2020-06-11,55951096.0,19358.463,164415.56,34482.46
2020-06-12,55949970.0,18765.502,166112.38,34571.586
2020-06-13,55948876.0,18224.146,167718.88,34657.324
2020-06-14,55947816.0,17730.059,169243.83,34739.83
2020-06-15,55946788.0,17277.93,170692.86,34819.227
2020-06-16,55945790.0,16864.846,172070.2,34895.664
2020-06-17,55944824.0,16487.371,173378.77,34969.168
