date,susceptible,active_cases,recovered,cumulative_deceased
2020-06-18,55943892.0,16141.262,174626.48,35039.984
2020-06-19,55942984.0,15824.094,175815.81,35108.168
2020-06-20,55942110.0,15533.39,176947.84,35173.797
2020-06-21,55941268.0,15266.02,178030.12,35236.984
2020-06-22,55940450.0,15020.779,179062.73,35297.812
2020-06-23,55939660.0,14794.981,180048.9,35356.39
2020-06-24,55938896.0,14587.705,180992.0,35412.73
2020-06-25,55938160.0,14395.694,181894.2,35467.016
2020-06-26,55937444.0,14219.89,182755.42,35519.2
2020-06-27,55936764.0,14056.732,183581.47,35569.477
2020-06-28,55936104.0,13905.445,184372.89,35617.9
2020-06-29,55935464.0,13766.152,185128.61,35664.418
2020-06-30,55934852.0,13637.65,185853.58,35709.188
2020-07-01,55934256.0,13517.498,186549.08,35752.273
2020-07-02,55933690.0,13406.687,187214.55,35793.684
2020-07-03,55933140.0,13303.075,187853.66,35833.598
2020-07-04,55932612.0,13207.069,188465.11,35871.902
2020-07-05,55932100.0,13118.354,189051.69,35908.758
2020-07-06,55931610.0,13034.802,189614.5,35944.22
2020-07-07,55931140.0,12957.461,190154.47,35978.246
2020-07-08,55930684.0,12884.807,190671.5,36011.02
2020-07-09,55930252.0,12816.398,191168.83,36042.504
2020-07-10,55929830.0,12753.438,191644.97,36072.746
2020-07-11,55929428.0,12693.946,192101.81,36101.805
2020-07-12,55929036.0,12638.47,192539.42,36129.688
2020-07-13,55928668.0,12586.337,192960.72,36156.52
2020-07-14,55928308.0,12537.388,193363.05,36182.254
2020-07-15,55927970.0,12490.934,193751.2,36207.03
2020-07-16,55927636.0,12448.176,194121.94,36230.75
2020-07-17,55927320.0,12407.383,194478.58,36253.582
2020-07-18,55927012.0,12369.242,194819.84,36275.45
2020-07-19,55926720.0,12332.871,195147.62,36296.47
2020-07-20,55926440.0,12299.012,195462.28,36316.652
2020-07-21,55926170.0,12266.833,195763.4,36336.01
2020-07-22,55925910.0,12236.654,196051.89,36354.59
2020-07-23,55925660.0,12207.907,196329.73,36372.41
2020-07-24,55925420.0,12180.293,196595.53,36389.547
2020-07-25,55925196.0,12155.049,196851.14,36405.95
2020-07-26,55924972.0,12131.237,197094.7,36421.664
2020-07-27,55924764.0,12107.887,197330.25,36436.8
2020-07-28,55924564.0,12086.517,197555.03,36451.258
2020-07-29,55924370.0,12065.643,197770.62,36465.156
2020-07-30,55924180.0,12046.06,197977.86,36478.492
2020-07-31,55924004.0,12027.272,198175.38,36491.293
2020-08-01,55923830.0,12009.617,198365.7,36503.55
2020-08-02,55923670.0,11992.812,198548.52,36515.297
2020-08-03,55923508.0,11977.51,198722.73,36526.53
2020-08-04,55923364.0,11961.694,198890.83,36537.36
2020-08-05,55923216.0,11947.56,199050.27,36547.69
2020-08-06,55923076.0,11933.797,199204.61,36557.613
2020-08-07,55922948.0,11920.865,199352.36,36567.137
2020-08-08,55922820.0,11908.712,199493.1,36576.24
2020-08-09,55922696.0,11896.931,199628.84,36584.96
2020-08-10,55922580.0,11886.016,199758.38,36593.348
2020-08-11,55922468.0,11874.906,199883.61,36601.387
2020-08-12,55922360.0,11864.929,200002.5,36609.06
2020-08-13,55922256.0,11855.058,200116.36,36616.465
2020-08-14,55922160.0,11845.895,200226.19,36623.492
2020-08-15,55922064.0,11836.961,200330.6,36630.266
2020-08-16,55921976.0,11828.841,200431.33,36636.73
2020-08-17,55921890.0,11821.039,200527.45,36642.945
2020-08-18,55921804.0,11812.831,200620.39,36648.918
2020-08-19,55921724.0,11805.508,200708.38,36654.617
2020-08-20,55921650.0,11799.104,200792.52,36660.047
2020-08-21,55921576.0,11792.099,200873.8,36665.297
2020-08-22,55921504.0,11785.659,200951.89,36670.33
2020-08-23,55921440.0,11779.769,201025.56,36675.125
2020-08-24,55921372.0,11774.284,201097.27,36679.707
2020-08-25,55921310.0,11768.464,201165.88,36684.1
2020-08-26,55921256.0,11763.21,201231.27,36688.324
2020-08-27,55921196.0,11758.434,201293.61,36692.33
2020-08-28,55921144.0,11753.356,201353.8,36696.227
2020-08-29,55921092.0,11748.952,201411.48,36699.93
2020-08-30,55921044.0,11744.353,201466.83,36703.473
2020-08-31,55920996.0,11740.442,201518.88,36706.87
2020-09-01,55920948.0,11736.533,201569.64,36710.113
2020-09-02,55920908.0,11732.57,201617.06,36713.24
2020-09-03,55920864.0,11729.032,201663.55,36716.234
2020-09-04,55920824.0,11725.653,201707.62,36719.066
2020-09-05,55920784.0,11722.47,201749.66,36721.79
2020-09-06,55920748.0,11718.914,201791.38,36724.445
2020-09-07,55920716.0,11715.941,201830.33,36726.965
2020-09-08,55920680.0,11713.146,201866.62,36729.332
2020-09-09,55920650.0,11710.422,201903.08,36731.65
2020-09-10,55920620.0,11707.539,201937.45,36733.844
2020-09-11,55920588.0,11705.0625,201970.33,36735.965
2020-09-12,55920560.0,11702.798,202001.22,36737.99
2020-09-13,55920532.0,11700.463,202031.44,36739.918
2020-09-14,55920508.0,11698.251,202059.97,36741.746
2020-09-15,55920484.0,11696.022,202086.94,36743.535
2020-09-16,55920460.0,11694.307,202112.67,36745.223
2020-09-17,55920436.0,11692.201,202138.6,36746.85
2020-09-18,55920416.0,11690.273,202163.19,36748.414
2020-09-19,55920396.0,11688.416,202185.69,36749.914
2020-09-20,55920376.0,11686.47,202208.23,36751.363
2020-09-21,55920356.0,11685.249,202229.73,36752.72
2020-09-22,55920336.0,11683.692,202249.78,36754.01
2020-09-23,55920320.0,11681.888,202269.61,36755.277
2020-09-24,55920304.0,11680.88,202288.27,36756.45
2020-09-25,55920290.0,11679.164,202305.9,36757.594
2020-09-26,55920270.0,11678.014,202322.8,36758.72
2020-09-27,55920256.0,11676.51,202339.3,36759.773
2020-09-28,55920244.0,11675.502,202354.8,36760.77
2020-09-29,55920228.0,11674.759,202369.64,36761.715
2020-09-30,55920216.0,11672.954,202384.3,36762.664
2020-10-01,55920204.0,11672.105,202397.48,36763.547
2020-10-02,55920190.0,11671.486,202410.73,36764.38
2020-10-03,55920184.0,11670.23,202422.95,36765.195
2020-10-04,55920172.0,11669.646,202434.78,36765.957
2020-10-05,55920160.0,11668.567,202447.16,36766.67
2020-10-06,55920150.0,11667.435,202457.62,36767.41
2020-10-07,55920140.0,11666.922,202469.1,36768.117
2020-10-08,55920132.0,11666.374,202478.81,36768.74
2020-10-09,55920124.0,11665.454,202488.1,36769.375
2020-10-10,55920110.0,11664.64,202497.2,36769.977
2020-10-11,55920104.0,11663.915,202505.83,36770.52
2020-10-12,55920096.0,11663.632,202514.36,36771.07
2020-10-13,55920092.0,11662.518,202522.28,36771.61
2020-10-14,55920090.0,11662.058,202531.34,36772.125
2020-10-15,55920080.0,11661.703,202538.0,36772.59
2020-10-16,55920070.0,11660.907,202545.78,36773.035
2020-10-17,55920068.0,11660.43,202552.92,36773.496
2020-10-18,55920060.0,11659.811,202558.66,36773.9
2020-10-19,55920052.0,11659.987,202565.14,36774.28
2020-10-20,55920050.0,11659.227,202570.34,36774.676
2020-10-21,55920044.0,11658.59,202576.08,36775.05
2020-10-22,55920040.0,11658.448,202582.12,36775.418
2020-10-23,55920030.0,11658.042,202587.25,36775.746
2020-10-24,55920028.0,11657.316,202592.02,36776.07
2020-10-25,55920024.0,11656.998,202597.66,36776.395
2020-10-26,55920020.0,11656.892,202601.52,36776.66
2020-10-27,55920016.0,11656.573,202606.45,36776.953
2020-10-28,55920012.0,11656.184,202610.05,36777.25
2020-10-29,55920010.0,11655.547,202614.61,36777.5
2020-10-30,55920004.0,11655.512,202618.5,36777.754
2020-10-31,55920000.0,11655.424,202622.22,36777.99
2020-11-01,55919996.0,11654.999,202625.06,36778.2
2020-11-02,55919996.0,11654.716,202628.92,36778.418
2020-11-03,55919990.0,11654.769,202632.16,36778.617
2020-11-04,55919988.0,11654.044,202635.48,36778.836
2020-11-05,55919988.0,11653.92,202638.5,36779.035
2020-11-06,55919988.0,11653.955,202640.88,36779.22
2020-11-07,55919984.0,11653.584,202643.53,36779.387
2020-11-08,55919980.0,11653.495,202646.61,36779.55
2020-11-09,55919980.0,11653.46,202648.75,36779.723
2020-11-10,55919976.0,11652.841,202651.47,36779.883
2020-11-11,55919976.0,11652.982,202653.39,36780.004
2020-11-12,55919972.0,11653.124,202655.1,36780.133
2020-11-13,55919972.0,11652.664,202657.45,36780.297
2020-11-14,55919970.0,11652.469,202659.61,36780.42
2020-11-15,55919970.0,11651.974,202662.05,36780.574
2020-11-16,55919970.0,11652.222,202663.38,36780.656
2020-11-17,55919964.0,11651.938,202665.16,36780.8
2020-11-18,55919964.0,11651.727,202666.9,36780.887
2020-11-19,55919960.0,11651.886,202669.33,36781.004
2020-11-20,55919960.0,11651.443,202670.06,36781.094
2020-11-21,55919960.0,11651.426,202672.12,36781.188
2020-11-22,55919956.0,11651.125,202673.17,36781.3
2020-11-23,55919956.0,11651.39,202674.53,36781.348
2020-11-24,55919950.0,11651.302,202675.5,36781.438
2020-11-25,55919956.0,11651.143,202677.11,36781.523
2020-11-26,55919950.0,11651.267,202677.81,36781.582
2020-11-27,55919950.0,11650.824,202679.39,36781.676
2020-11-28,55919950.0,11650.523,202680.27,36781.742
2020-11-29,55919950.0,11650.435,202681.53,36781.832
2020-11-30,55919948.0,11650.877,202682.06,36781.867
2020-12-01,55919948.0,11650.735,202683.02,36781.934
2020-12-02,55919948.0,11650.647,202684.47,36781.992
2020-12-03,55919948.0,11650.487,202685.12,36782.06
2020-12-04,55919944.0,11650.665,202685.95,36782.082
2020-12-05,55919944.0,11650.382,202686.92,36782.17
2020-12-06,55919944.0,11650.205,202687.53,36782.22
2020-12-07,55919944.0,11650.7705,202687.7,36782.242
2020-12-08,55919944.0,11650.1875,202689.11,36782.305
2020-12-09,55919944.0,11649.922,202690.2,36782.348
2020-12-10,55919944.0,11649.709,202691.12,36782.414
2020-12-11,55919940.0,11649.833,202690.95,36782.414
2020-12-12,55919940.0,11649.957,202691.83,36782.457
2020-12-13,55919940.0,11650.1875,202691.95,36782.516
2020-12-14,55919940.0,11650.134,202692.88,36782.54
2020-12-15,55919940.0,11650.099,202693.14,36782.547
2020-12-16,55919936.0,11649.992,202693.39,36782.598
2020-12-17,55919940.0,11649.957,202694.48,36782.645
2020-12-18,55919936.0,11649.763,202694.7,36782.656
2020-12-19,55919936.0,11649.604,202695.6,36782.695
2020-12-20,55919936.0,11649.78,202695.67,36782.723
2020-12-21,55919936.0,11649.532,202696.16,36782.74
2020-12-22,55919936.0,11649.621,202696.11,36782.773
2020-12-23,55919936.0,11649.851,202696.64,36782.777
2020-12-24,55919936.0,11649.568,202696.98,36782.81
2020-12-25,55919936.0,11649.249,202696.64,36782.84
2020-12-26,55919936.0,11649.4795,202697.52,36782.86
2020-12-27,55919932.0,11649.691,202697.3,36782.85
2020-12-28,55919936.0,11649.373,202698.03,36782.91
2020-12-29,55919932.0,11649.391,202698.17,36782.914
2020-12-30,55919932.0,11649.427,202698.22,36782.92
2020-12-31,55919932.0,11649.214,202698.95,36782.953
