date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,hospitalCases,newAdmissions,population,covidOccupiedMVBeds,cumAdmissions,covidOccupiedMVBeds_lag_1,covidOccupiedMVBeds_lag_2,covidOccupiedMVBeds_lag_3,covidOccupiedMVBeds_lag_5,covidOccupiedMVBeds_lag_7,covidOccupiedMVBeds_lag_14,covidOccupiedMVBeds_lag_21,month,day,day_of_week
2020-06-17,898.0,54.0,227634.0,35223.0,5302.0,454,56171302,397.0,141976,434.0,440.0,451.0,453.0,516.0,679.0,869.0,6,17,2
2020-06-18,923.0,56.0,228557.0,35279.0,5129.0,430,56171302,398.0,142406,397.0,434.0,440.0,448.0,441.0,651.0,830.0,6,18,3
2020-06-19,806.0,47.0,229363.0,35326.0,4938.0,340,56171302,376.0,142746,398.0,397.0,434.0,451.0,453.0,637.0,801.0,6,19,4
2020-06-20,620.0,54.0,229983.0,35380.0,4748.0,256,56171302,417.0,143002,376.0,398.0,397.0,440.0,448.0,621.0,795.0,6,20,5
2020-06-21,544.0,47.0,230527.0,35427.0,4686.0,299,56171302,356.0,143301,417.0,376.0,398.0,434.0,451.0,589.0,773.0,6,21,6
2020-06-22,810.0,58.0,231337.0,35485.0,4746.0,431,56171302,386.0,143732,356.0,417.0,376.0,397.0,440.0,575.0,756.0,6,22,0
2020-06-23,721.0,62.0,232058.0,35547.0,4553.0,378,56171302,351.0,144110,386.0,356.0,417.0,398.0,434.0,559.0,720.0,6,23,1
2020-06-24,726.0,67.0,232784.0,35614.0,4452.0,347,56171302,352.0,144457,351.0,386.0,356.0,376.0,397.0,516.0,679.0,6,24,2
2020-06-25,637.0,57.0,233421.0,35671.0,4239.0,331,56171302,317.0,144788,352.0,351.0,386.0,417.0,398.0,441.0,651.0,6,25,3
2020-06-26,633.0,37.0,234054.0,35708.0,3929.0,343,56171302,299.0,145131,317.0,352.0,351.0,356.0,376.0,453.0,637.0,6,26,4
2020-06-27,503.0,41.0,234557.0,35749.0,3920.0,283,56171302,312.0,145414,299.0,317.0,352.0,386.0,417.0,448.0,621.0,6,27,5
2020-06-28,410.0,41.0,234967.0,35790.0,3932.0,212,56171302,317.0,145626,312.0,299.0,317.0,351.0,356.0,451.0,589.0,6,28,6
2020-06-29,654.0,34.0,235621.0,35824.0,4336.0,237,56171302,307.0,145863,317.0,312.0,299.0,352.0,386.0,440.0,575.0,6,29,0
2020-06-30,574.0,43.0,236195.0,35867.0,3708.0,266,56171302,321.0,146129,307.0,317.0,312.0,317.0,351.0,434.0,559.0,6,30,1
2020-07-01,596.0,21.0,236791.0,35888.0,3498.0,271,56171302,302.0,146400,321.0,307.0,317.0,299.0,352.0,397.0,516.0,7,1,2
2020-07-02,548.0,40.0,237339.0,35928.0,3372.0,210,56171302,288.0,146610,302.0,321.0,307.0,312.0,317.0,398.0,441.0,7,2,3
2020-07-03,524.0,27.0,237863.0,35955.0,3180.0,209,56171302,276.0,146819,288.0,302.0,321.0,317.0,299.0,376.0,453.0,7,3,4
2020-07-04,378.0,31.0,238241.0,35986.0,3029.0,161,56171302,254.0,146980,276.0,288.0,302.0,307.0,312.0,417.0,448.0,7,4,5
2020-07-05,539.0,25.0,238780.0,36011.0,2933.0,172,56171302,257.0,147152,254.0,276.0,288.0,321.0,317.0,356.0,451.0,7,5,6
2020-07-06,650.0,35.0,239430.0,36046.0,2932.0,207,56171302,251.0,147359,257.0,254.0,276.0,302.0,307.0,386.0,440.0,7,6,0
2020-07-07,552.0,26.0,239982.0,36072.0,2811.0,209,56171302,242.0,147568,251.0,257.0,254.0,288.0,321.0,351.0,434.0,7,7,1
2020-07-08,666.0,21.0,240648.0,36093.0,2641.0,196,56171302,220.0,147764,242.0,251.0,257.0,276.0,302.0,352.0,397.0,7,8,2
2020-07-09,676.0,35.0,241324.0,36128.0,2503.0,183,56171302,225.0,147947,220.0,242.0,251.0,254.0,288.0,317.0,398.0,7,9,3
2020-07-10,511.0,23.0,241835.0,36151.0,2426.0,142,56171302,216.0,148089,225.0,220.0,242.0,257.0,276.0,299.0,376.0,7,10,4
