date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,hospitalCases,newAdmissions,population,covidOccupiedMVBeds,cumAdmissions,covidOccupiedMVBeds_lag_1,covidOccupiedMVBeds_lag_2,covidOccupiedMVBeds_lag_3,covidOccupiedMVBeds_lag_5,covidOccupiedMVBeds_lag_7,covidOccupiedMVBeds_lag_14,covidOccupiedMVBeds_lag_21,month,day,day_of_week
2020-07-11,420.0,20.0,242255.0,36171.0,2332.0,133,56171302,206.0,148222,216.0,225.0,220.0,251.0,254.0,312.0,417.0,7,11,5
2020-07-12,348.0,13.0,242603.0,36184.0,2253.0,99,56171302,190.0,148321,206.0,216.0,225.0,242.0,257.0,317.0,356.0,7,12,6
2020-07-13,673.0,23.0,243276.0,36207.0,2239.0,188,56171302,188.0,148509,190.0,206.0,216.0,220.0,251.0,307.0,386.0,7,13,0
2020-07-14,649.0,20.0,243925.0,36227.0,2091.0,168,56171302,165.0,148677,188.0,190.0,206.0,225.0,242.0,321.0,351.0,7,14,1
2020-07-15,718.0,20.0,244643.0,36247.0,2072.0,152,56171302,181.0,148829,165.0,188.0,190.0,216.0,220.0,302.0,352.0,7,15,2
2020-07-16,631.0,12.0,245274.0,36259.0,1892.0,149,56171302,160.0,148978,181.0,165.0,188.0,206.0,225.0,288.0,317.0,7,16,3
2020-07-17,536.0,18.0,245810.0,36277.0,1871.0,109,56171302,169.0,149087,160.0,181.0,165.0,190.0,216.0,276.0,299.0,7,17,4
2020-07-18,470.0,15.0,246280.0,36292.0,1846.0,60,56171302,161.0,149147,169.0,160.0,181.0,188.0,206.0,254.0,312.0,7,18,5
2020-07-19,412.0,14.0,246692.0,36306.0,1820.0,103,56171302,160.0,149250,161.0,169.0,160.0,165.0,190.0,257.0,317.0,7,19,6
2020-07-20,758.0,12.0,247450.0,36318.0,1761.0,114,56171302,152.0,149364,160.0,161.0,169.0,181.0,188.0,251.0,307.0,7,20,0
2020-07-21,683.0,20.0,248133.0,36338.0,1631.0,105,56171302,143.0,149469,152.0,160.0,161.0,160.0,165.0,242.0,321.0,7,21,1
2020-07-22,750.0,17.0,248883.0,36355.0,1743.0,104,56171302,129.0,149573,143.0,152.0,160.0,169.0,181.0,220.0,302.0,7,22,2
2020-07-23,723.0,16.0,249606.0,36371.0,1504.0,139,56171302,135.0,149712,129.0,143.0,152.0,161.0,160.0,225.0,288.0,7,23,3
2020-07-24,702.0,6.0,250308.0,36377.0,1382.0,123,56171302,122.0,149835,135.0,129.0,143.0,160.0,169.0,216.0,276.0,7,24,4
2020-07-25,496.0,14.0,250804.0,36391.0,1363.0,86,56171302,109.0,149921,122.0,135.0,129.0,152.0,161.0,206.0,254.0,7,25,5
2020-07-26,509.0,15.0,251313.0,36406.0,1301.0,87,56171302,104.0,150008,109.0,122.0,135.0,143.0,160.0,190.0,257.0,7,26,6
2020-07-27,815.0,12.0,252128.0,36418.0,1293.0,105,56171302,108.0,150113,104.0,109.0,122.0,129.0,152.0,188.0,251.0,7,27,0
2020-07-28,785.0,10.0,252913.0,36428.0,1291.0,92,56171302,99.0,150205,108.0,104.0,109.0,135.0,143.0,165.0,242.0,7,28,1
2020-07-29,989.0,8.0,253902.0,36436.0,1261.0,83,56171302,91.0,150288,99.0,108.0,104.0,122.0,129.0,181.0,220.0,7,29,2
2020-07-30,869.0,8.0,254771.0,36444.0,1216.0,106,56171302,88.0,150394,91.0,99.0,108.0,109.0,135.0,160.0,225.0,7,30,3
2020-07-31,636.0,10.0,255407.0,36454.0,1186.0,77,56171302,91.0,150471,88.0,91.0,99.0,104.0,122.0,169.0,216.0,7,31,4
2020-08-01,503.0,9.0,255910.0,36463.0,1212.0,67,56171302,96.0,150538,91.0,88.0,91.0,108.0,109.0,161.0,206.0,8,1,5
2020-08-02,513.0,8.0,256423.0,36471.0,1161.0,76,56171302,90.0,150614,96.0,91.0,88.0,99.0,104.0,160.0,190.0,8,2,6
2020-08-03,955.0,15.0,257378.0,36486.0,1163.0,112,56171302,84.0,150726,90.0,96.0,91.0,91.0,108.0,152.0,188.0,8,3,0
2020-08-04,954.0,10.0,258332.0,36496.0,1112.0,82,56171302,85.0,150808,84.0,90.0,96.0,88.0,99.0,143.0,165.0,8,4,1
2020-08-05,961.0,3.0,259293.0,36499.0,1114.0,78,56171302,83.0,150886,85.0,84.0,90.0,91.0,91.0,129.0,181.0,8,5,2
2020-08-06,984.0,9.0,260277.0,36508.0,1067.0,75,56171302,81.0,150961,83.0,85.0,84.0,96.0,88.0,135.0,160.0,8,6,3
2020-08-07,880.0,8.0,261157.0,36516.0,1000.0,76,56171302,74.0,151037,81.0,83.0,85.0,90.0,91.0,122.0,169.0,8,7,4
2020-08-08,645.0,11.0,261802.0,36527.0,863.0,98,56171302,68.0,151135,74.0,81.0,83.0,84.0,96.0,109.0,161.0,8,8,5
2020-08-09,565.0,9.0,262367.0,36536.0,829.0,79,56171302,69.0,151214,68.0,74.0,81.0,85.0,90.0,104.0,160.0,8,9,6
2020-08-10,1357.0,11.0,263724.0,36547.0,995.0,64,56171302,74.0,151278,69.0,68.0,74.0,83.0,84.0,108.0,152.0,8,10,0
2020-08-11,1227.0,10.0,264951.0,36557.0,940.0,83,56171302,76.0,151361,74.0,69.0,68.0,81.0,85.0,99.0,143.0,8,11,1
2020-08-12,1119.0,7.0,266070.0,36564.0,898.0,70,56171302,81.0,151431,76.0,74.0,69.0,74.0,83.0,91.0,129.0,8,12,2
2020-08-13,1024.0,7.0,267094.0,36571.0,916.0,82,56171302,76.0,151513,81.0,76.0,74.0,68.0,81.0,88.0,135.0,8,13,3
2020-08-14,1049.0,6.0,268143.0,36577.0,891.0,76,56171302,77.0,151589,76.0,81.0,76.0,69.0,74.0,91.0,122.0,8,14,4
2020-08-15,650.0,12.0,268793.0,36589.0,873.0,61,56171302,83.0,151650,77.0,76.0,81.0,74.0,68.0,96.0,109.0,8,15,5
2020-08-16,530.0,3.0,269323.0,36592.0,882.0,57,56171302,82.0,151707,83.0,77.0,76.0,76.0,69.0,90.0,104.0,8,16,6
2020-08-17,1145.0,12.0,270468.0,36604.0,882.0,68,56171302,80.0,151775,82.0,83.0,77.0,81.0,74.0,84.0,108.0,8,17,0
2020-08-18,939.0,7.0,271407.0,36611.0,847.0,81,56171302,77.0,151856,80.0,82.0,83.0,76.0,76.0,85.0,99.0,8,18,1
2020-08-19,1096.0,2.0,272503.0,36613.0,815.0,72,56171302,77.0,151928,77.0,80.0,82.0,77.0,81.0,83.0,91.0,8,19,2
2020-08-20,1230.0,8.0,273733.0,36621.0,778.0,67,56171302,79.0,151995,77.0,77.0,80.0,83.0,76.0,81.0,88.0,8,20,3
2020-08-21,1016.0,7.0,274749.0,36628.0,748.0,69,56171302,77.0,152064,79.0,77.0,77.0,82.0,77.0,74.0,91.0,8,21,4
2020-08-22,721.0,7.0,275470.0,36635.0,894.0,38,56171302,79.0,152102,77.0,79.0,77.0,80.0,83.0,68.0,96.0,8,22,5
2020-08-23,697.0,14.0,276167.0,36649.0,753.0,60,56171302,77.0,152162,79.0,77.0,79.0,77.0,82.0,69.0,90.0,8,23,6
2020-08-24,1128.0,5.0,277295.0,36654.0,753.0,57,56171302,75.0,152219,77.0,79.0,77.0,77.0,80.0,74.0,84.0,8,24,0
2020-08-25,1043.0,12.0,278338.0,36666.0,726.0,84,56171302,78.0,152303,75.0,77.0,79.0,79.0,77.0,76.0,85.0,8,25,1
2020-08-26,1160.0,11.0,279498.0,36677.0,704.0,76,56171302,69.0,152379,78.0,75.0,77.0,77.0,77.0,81.0,83.0,8,26,2
2020-08-27,1337.0,9.0,280835.0,36686.0,718.0,93,56171302,81.0,152472,69.0,78.0,75.0,79.0,79.0,76.0,81.0,8,27,3
2020-08-28,1358.0,9.0,282193.0,36695.0,684.0,53,56171302,67.0,152525,81.0,69.0,78.0,77.0,77.0,77.0,74.0,8,28,4
2020-08-29,1033.0,5.0,283226.0,36700.0,695.0,71,56171302,74.0,152596,67.0,81.0,69.0,75.0,79.0,83.0,68.0,8,29,5
2020-08-30,976.0,6.0,284202.0,36706.0,692.0,55,56171302,73.0,152651,74.0,67.0,81.0,78.0,77.0,82.0,69.0,8,30,6
2020-08-31,1270.0,8.0,285472.0,36714.0,704.0,78,56171302,74.0,152729,73.0,74.0,67.0,69.0,75.0,80.0,74.0,8,31,0
2020-09-01,1941.0,4.0,287413.0,36718.0,700.0,82,56171302,78.0,152811,74.0,73.0,74.0,81.0,78.0,77.0,76.0,9,1,1
2020-09-02,2670.0,10.0,290083.0,36728.0,620.0,102,56171302,79.0,152913,78.0,74.0,73.0,67.0,69.0,77.0,81.0,9,2,2
2020-09-03,2691.0,6.0,292774.0,36734.0,637.0,86,56171302,78.0,152999,79.0,78.0,74.0,74.0,81.0,79.0,76.0,9,3,3
2020-09-04,2611.0,8.0,295385.0,36742.0,644.0,97,56171302,72.0,153096,78.0,79.0,78.0,73.0,67.0,77.0,77.0,9,4,4
2020-09-05,2184.0,12.0,297569.0,36754.0,640.0,127,56171302,70.0,153223,72.0,78.0,79.0,74.0,74.0,79.0,83.0,9,5,5
2020-09-06,2066.0,9.0,299635.0,36763.0,652.0,114,56171302,74.0,153337,70.0,72.0,78.0,78.0,73.0,77.0,82.0,9,6,6
2020-09-07,3499.0,13.0,303134.0,36776.0,751.0,121,56171302,91.0,153458,74.0,70.0,72.0,79.0,74.0,75.0,80.0,9,7,0
2020-09-08,3045.0,10.0,306179.0,36786.0,716.0,151,56171302,92.0,153609,91.0,74.0,70.0,78.0,78.0,78.0,77.0,9,8,1
2020-09-09,2863.0,10.0,309042.0,36796.0,749.0,202,56171302,91.0,153811,92.0,91.0,74.0,72.0,79.0,69.0,77.0,9,9,2
2020-09-10,3104.0,12.0,312146.0,36808.0,774.0,202,56171302,90.0,154013,91.0,92.0,91.0,70.0,78.0,81.0,79.0,9,10,3
2020-09-11,2791.0,10.0,314937.0,36818.0,857.0,196,56171302,156.0,154209,90.0,91.0,92.0,74.0,72.0,67.0,77.0,9,11,4
2020-09-12,2197.0,18.0,317134.0,36836.0,925.0,197,56171302,102.0,154406,156.0,90.0,91.0,91.0,70.0,74.0,79.0,9,12,5
2020-09-13,1698.0,15.0,318832.0,36851.0,985.0,213,56171302,107.0,154619,102.0,156.0,90.0,92.0,74.0,73.0,77.0,9,13,6
2020-09-14,2876.0,17.0,321708.0,36868.0,1131.0,246,56171302,125.0,154865,107.0,102.0,156.0,91.0,91.0,74.0,75.0,9,14,0
2020-09-15,2994.0,15.0,324702.0,36883.0,1244.0,276,56171302,144.0,155141,125.0,107.0,102.0,90.0,92.0,78.0,78.0,9,15,1
2020-09-16,3721.0,23.0,328423.0,36906.0,1306.0,261,56171302,150.0,155402,144.0,125.0,107.0,156.0,91.0,79.0,69.0,9,16,2
2020-09-17,3894.0,25.0,332317.0,36931.0,1379.0,294,56171302,149.0,155696,150.0,144.0,125.0,102.0,90.0,78.0,81.0,9,17,3
2020-09-18,4220.0,21.0,336537.0,36952.0,1440.0,308,56171302,162.0,156004,149.0,150.0,144.0,107.0,156.0,72.0,67.0,9,18,4
2020-09-19,4157.0,19.0,340694.0,36971.0,1528.0,297,56171302,173.0,156301,162.0,149.0,150.0,125.0,102.0,70.0,74.0,9,19,5
2020-09-20,4618.0,28.0,345312.0,36999.0,1676.0,347,56171302,207.0,156648,173.0,162.0,149.0,144.0,107.0,74.0,73.0,9,20,6
2020-09-21,4656.0,24.0,349968.0,37023.0,1849.0,385,56171302,229.0,157033,207.0,173.0,162.0,150.0,125.0,91.0,74.0,9,21,0
2020-09-22,5319.0,35.0,355287.0,37058.0,1959.0,387,56171302,265.0,157420,229.0,207.0,173.0,149.0,144.0,92.0,78.0,9,22,1
2020-09-23,5838.0,52.0,361125.0,37110.0,2038.0,458,56171302,282.0,157878,265.0,229.0,207.0,162.0,150.0,91.0,79.0,9,23,2
2020-09-24,6278.0,33.0,367403.0,37143.0,2187.0,412,56171302,306.0,158290,282.0,265.0,229.0,173.0,149.0,90.0,78.0,9,24,3
2020-09-25,5988.0,30.0,373391.0,37173.0,2411.0,399,56171302,328.0,158689,306.0,282.0,265.0,207.0,162.0,156.0,72.0,9,25,4
2020-09-26,5630.0,36.0,379021.0,37209.0,2427.0,365,56171302,318.0,159054,328.0,306.0,282.0,229.0,173.0,102.0,70.0,9,26,5
2020-09-27,6007.0,44.0,385028.0,37253.0,2582.0,361,56171302,338.0,159415,318.0,328.0,306.0,265.0,207.0,107.0,74.0,9,27,6
2020-09-28,8491.0,46.0,393519.0,37299.0,2781.0,448,56171302,353.0,159863,338.0,318.0,328.0,282.0,229.0,125.0,91.0,9,28,0
2020-09-29,8731.0,43.0,402250.0,37342.0,2762.0,469,56171302,368.0,160332,353.0,338.0,318.0,306.0,265.0,144.0,92.0,9,29,1
2020-09-30,10573.0,48.0,412823.0,37390.0,2884.0,479,56171302,404.0,160811,368.0,353.0,338.0,328.0,282.0,150.0,91.0,9,30,2
2020-10-01,11358.0,55.0,424181.0,37445.0,2962.0,518,56171302,410.0,161329,404.0,368.0,353.0,318.0,306.0,149.0,90.0,10,1,3
2020-10-02,11618.0,65.0,435799.0,37510.0,3139.0,538,56171302,449.0,161867,410.0,404.0,368.0,338.0,328.0,162.0,156.0,10,2,4
2020-10-03,9750.0,55.0,445549.0,37565.0,3291.0,556,56171302,444.0,162423,449.0,410.0,404.0,353.0,318.0,173.0,102.0,10,3,5
2020-10-04,9926.0,54.0,455475.0,37619.0,3468.0,672,56171302,450.0,163095,444.0,449.0,410.0,368.0,338.0,207.0,107.0,10,4,6
2020-10-05,14094.0,59.0,469569.0,37678.0,3857.0,692,56171302,477.0,163787,450.0,444.0,449.0,404.0,353.0,229.0,125.0,10,5,0
2020-10-06,14337.0,62.0,483906.0,37740.0,4139.0,763,56171302,501.0,164550,477.0,450.0,444.0,410.0,368.0,265.0,144.0,10,6,1
2020-10-07,15269.0,81.0,499175.0,37821.0,4373.0,712,56171302,547.0,165262,501.0,477.0,450.0,449.0,404.0,282.0,150.0,10,7,2
2020-10-08,15335.0,78.0,514510.0,37899.0,4537.0,715,56171302,538.0,165977,547.0,501.0,477.0,444.0,410.0,306.0,149.0,10,8,3
2020-10-09,13026.0,67.0,527536.0,37966.0,4590.0,777,56171302,533.0,166754,538.0,547.0,501.0,450.0,449.0,328.0,162.0,10,9,4
2020-10-10,10219.0,90.0,537755.0,38056.0,4792.0,738,56171302,575.0,167492,533.0,538.0,547.0,477.0,444.0,318.0,173.0,10,10,5
2020-10-11,9716.0,103.0,547471.0,38159.0,5155.0,909,56171302,581.0,168401,575.0,533.0,538.0,501.0,450.0,338.0,207.0,10,11,6
2020-10-12,16258.0,97.0,563729.0,38256.0,5513.0,946,56171302,619.0,169347,581.0,575.0,533.0,547.0,477.0,353.0,229.0,10,12,0
2020-10-13,15523.0,86.0,579252.0,38342.0,5826.0,1108,56171302,635.0,170455,619.0,581.0,575.0,538.0,501.0,368.0,265.0,10,13,1
2020-10-14,16448.0,102.0,595700.0,38444.0,6112.0,1002,56171302,680.0,171457,635.0,619.0,581.0,533.0,547.0,404.0,282.0,10,14,2
2020-10-15,15252.0,124.0,610952.0,38568.0,6512.0,1122,56171302,691.0,172579,680.0,635.0,619.0,575.0,538.0,410.0,306.0,10,15,3
2020-10-16,14595.0,121.0,625547.0,38689.0,6866.0,923,56171302,684.0,173502,691.0,680.0,635.0,581.0,533.0,449.0,328.0,10,16,4
2020-10-17,12395.0,162.0,637942.0,38851.0,7101.0,1103,56171302,695.0,174605,684.0,691.0,680.0,619.0,575.0,444.0,318.0,10,17,5
2020-10-18,11885.0,121.0,649827.0,38972.0,7376.0,1254,56171302,705.0,175859,695.0,684.0,691.0,635.0,581.0,450.0,338.0,10,18,6
2020-10-19,22152.0,158.0,671979.0,39130.0,8009.0,1256,56171302,744.0,177115,705.0,695.0,684.0,680.0,619.0,477.0,353.0,10,19,0
2020-10-20,21459.0,174.0,693438.0,39304.0,8598.0,1407,56171302,782.0,178522,744.0,705.0,695.0,691.0,635.0,501.0,368.0,10,20,1
2020-10-21,21550.0,191.0,714988.0,39495.0,8915.0,1465,56171302,803.0,179987,782.0,744.0,705.0,684.0,680.0,547.0,404.0,10,21,2
2020-10-22,19685.0,187.0,734673.0,39682.0,9149.0,1459,56171302,808.0,181446,803.0,782.0,744.0,695.0,691.0,538.0,410.0,10,22,3
2020-10-23,18178.0,188.0,752851.0,39870.0,9781.0,1432,56171302,849.0,182878,808.0,803.0,782.0,705.0,684.0,533.0,449.0,10,23,4
2020-10-24,13619.0,171.0,766470.0,40041.0,10285.0,1441,56171302,894.0,184319,849.0,808.0,803.0,744.0,695.0,575.0,444.0,10,24,5
2020-10-25,13268.0,207.0,779738.0,40248.0,10912.0,1726,56171302,944.0,186045,894.0,849.0,808.0,782.0,705.0,581.0,450.0,10,25,6
2020-10-26,22850.0,226.0,802588.0,40474.0,11190.0,1880,56171302,961.0,187925,944.0,894.0,849.0,803.0,744.0,619.0,477.0,10,26,0
2020-10-27,20570.0,219.0,823158.0,40693.0,12411.0,1759,56171302,1061.0,189684,961.0,944.0,894.0,808.0,782.0,635.0,501.0,10,27,1
2020-10-28,20389.0,238.0,843547.0,40931.0,13209.0,1825,56171302,1142.0,191509,1061.0,961.0,944.0,849.0,803.0,680.0,547.0,10,28,2
2020-10-29,20098.0,250.0,863645.0,41181.0,13214.0,1970,56171302,1152.0,193479,1142.0,1061.0,961.0,894.0,808.0,691.0,538.0,10,29,3
2020-10-30,19764.0,281.0,883409.0,41462.0,13544.0,1605,56171302,1142.0,195084,1152.0,1142.0,1061.0,944.0,849.0,684.0,533.0,10,30,4
2020-10-31,14479.0,282.0,897888.0,41744.0,14274.0,1815,56171302,1163.0,196899,1142.0,1152.0,1142.0,961.0,894.0,695.0,575.0,10,31,5
2020-11-01,13521.0,287.0,911409.0,42031.0,13761.0,1902,56171302,1135.0,198801,1163.0,1142.0,1152.0,1061.0,944.0,705.0,581.0,11,1,6
2020-11-02,28216.0,291.0,939625.0,42322.0,15065.0,1977,56171302,1247.0,200778,1135.0,1163.0,1142.0,1142.0,961.0,744.0,619.0,11,2,0
2020-11-03,22507.0,290.0,962132.0,42612.0,16042.0,1869,56171302,1362.0,202647,1247.0,1135.0,1163.0,1152.0,1061.0,782.0,635.0,11,3,1
2020-11-04,20891.0,277.0,983023.0,42889.0,16101.0,2031,56171302,1414.0,204678,1362.0,1247.0,1135.0,1142.0,1142.0,803.0,680.0,11,4,2
2020-11-05,21043.0,301.0,1004066.0,43190.0,16135.0,2015,56171302,1410.0,206693,1414.0,1362.0,1247.0,1163.0,1152.0,808.0,691.0,11,5,3
2020-11-06,21021.0,334.0,1025087.0,43524.0,16324.0,1785,56171302,1391.0,208478,1410.0,1414.0,1362.0,1135.0,1142.0,849.0,684.0,11,6,4
2020-11-07,16806.0,336.0,1041893.0,43860.0,16979.0,1956,56171302,1431.0,210434,1391.0,1410.0,1414.0,1247.0,1163.0,894.0,695.0,11,7,5
2020-11-08,18218.0,339.0,1060111.0,44199.0,17159.0,2210,56171302,1445.0,212644,1431.0,1391.0,1410.0,1362.0,1135.0,944.0,705.0,11,8,6
2020-11-09,28417.0,406.0,1088528.0,44605.0,17950.0,2355,56171302,1481.0,214999,1445.0,1431.0,1391.0,1414.0,1247.0,961.0,744.0,11,9,0
2020-11-10,24675.0,320.0,1113203.0,44925.0,17584.0,2448,56171302,1431.0,217447,1481.0,1445.0,1431.0,1410.0,1362.0,1061.0,782.0,11,10,1
2020-11-11,24922.0,311.0,1138125.0,45236.0,18676.0,2588,56171302,1529.0,220035,1431.0,1481.0,1445.0,1391.0,1414.0,1142.0,803.0,11,11,2
2020-11-12,22192.0,352.0,1160317.0,45588.0,19143.0,2396,56171302,1542.0,222431,1529.0,1431.0,1481.0,1431.0,1410.0,1152.0,808.0,11,12,3
2020-11-13,21865.0,356.0,1182182.0,45944.0,19635.0,2186,56171302,1627.0,224617,1542.0,1529.0,1431.0,1445.0,1391.0,1142.0,849.0,11,13,4
2020-11-14,16221.0,364.0,1198403.0,46308.0,19634.0,2089,56171302,1645.0,226706,1627.0,1542.0,1529.0,1481.0,1431.0,1163.0,894.0,11,14,5
2020-11-15,14355.0,383.0,1212758.0,46691.0,20396.0,2173,56171302,1695.0,228879,1645.0,1627.0,1542.0,1431.0,1445.0,1135.0,944.0,11,15,6
2020-11-16,23995.0,360.0,1236753.0,47051.0,21060.0,2353,56171302,1705.0,231232,1695.0,1645.0,1627.0,1529.0,1481.0,1247.0,961.0,11,16,0
2020-11-17,20509.0,366.0,1257262.0,47417.0,21218.0,2184,56171302,1757.0,233416,1705.0,1695.0,1645.0,1542.0,1431.0,1362.0,1061.0,11,17,1
2020-11-18,18406.0,440.0,1275668.0,47857.0,21302.0,2314,56171302,1770.0,235730,1757.0,1705.0,1695.0,1627.0,1529.0,1414.0,1142.0,11,18,2
2020-11-19,15691.0,399.0,1291359.0,48256.0,21246.0,2181,56171302,1780.0,237911,1770.0,1757.0,1705.0,1645.0,1542.0,1410.0,1152.0,11,19,3
2020-11-20,14851.0,394.0,1306210.0,48650.0,20862.0,1991,56171302,1777.0,239902,1780.0,1770.0,1757.0,1695.0,1627.0,1391.0,1142.0,11,20,4
2020-11-21,10744.0,398.0,1316954.0,49048.0,20708.0,1810,56171302,1775.0,241712,1777.0,1780.0,1770.0,1705.0,1645.0,1431.0,1163.0,11,21,5
2020-11-22,10164.0,410.0,1327118.0,49458.0,21108.0,1913,56171302,1802.0,243625,1775.0,1777.0,1780.0,1757.0,1695.0,1445.0,1135.0,11,22,6
2020-11-23,16363.0,398.0,1343481.0,49856.0,21563.0,2066,56171302,1855.0,245691,1802.0,1775.0,1777.0,1770.0,1705.0,1481.0,1247.0,11,23,0
2020-11-24,14145.0,406.0,1357626.0,50262.0,21157.0,1885,56171302,1866.0,247576,1855.0,1802.0,1775.0,1780.0,1757.0,1431.0,1362.0,11,24,1
2020-11-25,14064.0,428.0,1371690.0,50690.0,20755.0,2028,56171302,1843.0,249604,1866.0,1855.0,1802.0,1777.0,1770.0,1529.0,1414.0,11,25,2
2020-11-26,12356.0,373.0,1384046.0,51063.0,20183.0,1731,56171302,1793.0,251335,1843.0,1866.0,1855.0,1775.0,1780.0,1542.0,1410.0,11,26,3
2020-11-27,12334.0,367.0,1396380.0,51430.0,19889.0,1523,56171302,1753.0,252858,1793.0,1843.0,1866.0,1802.0,1777.0,1627.0,1391.0,11,27,4
2020-11-28,9297.0,385.0,1405677.0,51815.0,19146.0,1538,56171302,1706.0,254396,1753.0,1793.0,1843.0,1855.0,1775.0,1645.0,1431.0,11,28,5
2020-11-29,9001.0,403.0,1414678.0,52218.0,19503.0,1738,56171302,1704.0,256134,1706.0,1753.0,1793.0,1866.0,1802.0,1695.0,1445.0,11,29,6
2020-11-30,15102.0,364.0,1429780.0,52582.0,19762.0,1742,56171302,1651.0,257876,1704.0,1706.0,1753.0,1843.0,1855.0,1705.0,1481.0,11,30,0
2020-12-01,13596.0,347.0,1443376.0,52929.0,19405.0,1835,56171302,1641.0,259711,1651.0,1704.0,1706.0,1793.0,1866.0,1757.0,1431.0,12,1,1
2020-12-02,13528.0,334.0,1456904.0,53263.0,18998.0,1821,56171302,1597.0,261532,1641.0,1651.0,1704.0,1753.0,1843.0,1770.0,1529.0,12,2,2
2020-12-03,12647.0,405.0,1469551.0,53668.0,18290.0,1927,56171302,1505.0,263459,1597.0,1641.0,1651.0,1706.0,1793.0,1780.0,1542.0,12,3,3
2020-12-04,12938.0,412.0,1482489.0,54080.0,18544.0,1802,56171302,1546.0,265261,1505.0,1597.0,1641.0,1704.0,1753.0,1777.0,1627.0,12,4,4
2020-12-05,10231.0,343.0,1492720.0,54423.0,18487.0,1687,56171302,1500.0,266948,1546.0,1505.0,1597.0,1651.0,1706.0,1775.0,1645.0,12,5,5
2020-12-06,10985.0,354.0,1503705.0,54777.0,18821.0,1860,56171302,1518.0,268808,1500.0,1546.0,1505.0,1641.0,1704.0,1802.0,1695.0,12,6,6
2020-12-07,17523.0,358.0,1521228.0,55135.0,19342.0,2025,56171302,1546.0,270833,1518.0,1500.0,1546.0,1597.0,1651.0,1855.0,1705.0,12,7,0
2020-12-08,16774.0,374.0,1538002.0,55509.0,19323.0,2136,56171302,1563.0,272969,1546.0,1518.0,1500.0,1505.0,1641.0,1866.0,1757.0,12,8,1
2020-12-09,17597.0,374.0,1555599.0,55883.0,19096.0,2117,56171302,1524.0,275086,1563.0,1546.0,1518.0,1546.0,1597.0,1843.0,1770.0,12,9,2
2020-12-10,18652.0,376.0,1574251.0,56259.0,19373.0,2114,56171302,1536.0,277200,1524.0,1563.0,1546.0,1500.0,1505.0,1793.0,1780.0,12,10,3
2020-12-11,20020.0,398.0,1594271.0,56657.0,19394.0,2012,56171302,1545.0,279212,1536.0,1524.0,1563.0,1518.0,1546.0,1753.0,1777.0,12,11,4
2020-12-12,16164.0,376.0,1610435.0,57033.0,19312.0,2193,56171302,1487.0,281405,1545.0,1536.0,1524.0,1546.0,1500.0,1706.0,1775.0,12,12,5
2020-12-13,18315.0,368.0,1628750.0,57401.0,20089.0,2141,56171302,1548.0,283546,1487.0,1545.0,1536.0,1563.0,1518.0,1704.0,1802.0,12,13,6
2020-12-14,29757.0,414.0,1658507.0,57815.0,20822.0,2376,56171302,1529.0,285922,1548.0,1487.0,1545.0,1524.0,1546.0,1651.0,1855.0,12,14,0
2020-12-15,29401.0,388.0,1687908.0,58203.0,20610.0,2369,56171302,1554.0,288291,1529.0,1548.0,1487.0,1536.0,1563.0,1641.0,1866.0,12,15,1
2020-12-16,30371.0,353.0,1718279.0,58556.0,21161.0,2441,56171302,1559.0,290732,1554.0,1529.0,1548.0,1545.0,1524.0,1597.0,1843.0,12,16,2
2020-12-17,29898.0,440.0,1748177.0,58996.0,21527.0,2473,56171302,1590.0,293205,1559.0,1554.0,1529.0,1487.0,1536.0,1505.0,1793.0,12,17,3
2020-12-18,32072.0,435.0,1780249.0,59431.0,21551.0,2189,56171302,1573.0,295394,1590.0,1559.0,1554.0,1548.0,1545.0,1546.0,1753.0,12,18,4
2020-12-19,21952.0,415.0,1802201.0,59846.0,21889.0,2330,56171302,1645.0,297724,1573.0,1590.0,1559.0,1529.0,1487.0,1500.0,1706.0,12,19,5
2020-12-20,29359.0,427.0,1831560.0,60273.0,22300.0,2596,56171302,1659.0,300320,1645.0,1573.0,1590.0,1554.0,1548.0,1518.0,1704.0,12,20,6
2020-12-21,43008.0,494.0,1874568.0,60767.0,23628.0,2785,56171302,1733.0,303105,1659.0,1645.0,1573.0,1559.0,1529.0,1546.0,1651.0,12,21,0
2020-12-22,41358.0,490.0,1915926.0,61257.0,24006.0,2861,56171302,1745.0,305966,1733.0,1659.0,1645.0,1590.0,1554.0,1563.0,1641.0,12,22,1
2020-12-23,37990.0,480.0,1953916.0,61737.0,23696.0,2544,56171302,1782.0,308510,1745.0,1733.0,1659.0,1573.0,1559.0,1524.0,1597.0,12,23,2
2020-12-24,29015.0,488.0,1982931.0,62225.0,23954.0,2281,56171302,1830.0,310791,1782.0,1745.0,1733.0,1645.0,1590.0,1536.0,1505.0,12,24,3
2020-12-25,12870.0,541.0,1995801.0,62766.0,23162.0,2467,56171302,1847.0,313258,1830.0,1782.0,1745.0,1659.0,1573.0,1545.0,1546.0,12,25,4
2020-12-26,37258.0,569.0,2033059.0,63335.0,23840.0,3009,56171302,1931.0,316267,1847.0,1830.0,1782.0,1733.0,1645.0,1487.0,1500.0,12,26,5
2020-12-27,43024.0,582.0,2076083.0,63917.0,24934.0,3271,56171302,1979.0,319538,1931.0,1847.0,1830.0,1745.0,1659.0,1548.0,1518.0,12,27,6
