,areaCode,areaName,areaType,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions
3049,E40000008,Midlands,nhsRegion,2023-01-13,20.0,188069,1393.0,119
3050,E40000008,Midlands,nhsRegion,2023-01-12,16.0,187950,1413.0,144
3051,E40000008,Midlands,nhsRegion,2023-01-11,17.0,187806,1480.0,152
3052,E40000008,Midlands,nhsRegion,2023-01-10,20.0,187654,1540.0,133
3053,E40000008,Midlands,nhsRegion,2023-01-09,26.0,187521,1648.0,140
3054,E40000008,Midlands,nhsRegion,2023-01-08,24.0,187381,1654.0,153
3055,E40000008,Midlands,nhsRegion,2023-01-07,29.0,187228,1672.0,123
3056,E40000008,Midlands,nhsRegion,2023-01-06,26.0,187105,1698.0,139
3057,E40000008,Midlands,nhsRegion,2023-01-05,28.0,186966,1739.0,154
3058,E40000008,Midlands,nhsRegion,2023-01-04,32.0,186812,1805.0,186
3059,E40000008,Midlands,nhsRegion,2023-01-03,36.0,186626,1866.0,183
3060,E40000008,Midlands,nhsRegion,2023-01-02,32.0,186443,1851.0,173
3061,E40000008,Midlands,nhsRegion,2023-01-01,28.0,186270,1809.0,157
3062,E40000008,Midlands,nhsRegion,2022-12-31,28.0,186113,1778.0,160
3063,E40000008,Midlands,nhsRegion,2022-12-30,25.0,185953,1709.0,191
3064,E40000008,Midlands,nhsRegion,2022-12-29,25.0,185762,1663.0,250
3065,E40000008,Midlands,nhsRegion,2022-12-28,27.0,185512,1691.0,238
3066,E40000008,Midlands,nhsRegion,2022-12-27,24.0,185274,1670.0,179
3067,E40000008,Midlands,nhsRegion,2022-12-26,17.0,185095,1629.0,171
3068,E40000008,Midlands,nhsRegion,2022-12-25,17.0,184924,1604.0,154
3069,E40000008,Midlands,nhsRegion,2022-12-24,16.0,184770,1603.0,137
3070,E40000008,Midlands,nhsRegion,2022-12-23,20.0,184633,1673.0,184
3071,E40000008,Midlands,nhsRegion,2022-12-22,16.0,184449,1671.0,207
3072,E40000008,Midlands,nhsRegion,2022-12-21,14.0,184242,1607.0,255
3073,E40000008,Midlands,nhsRegion,2022-12-20,15.0,183987,1524.0,263
3074,E40000008,Midlands,nhsRegion,2022-12-19,17.0,183724,1472.0,251
3075,E40000008,Midlands,nhsRegion,2022-12-18,16.0,183473,1428.0,182
3076,E40000008,Midlands,nhsRegion,2022-12-17,15.0,183291,1379.0,141
3077,E40000008,Midlands,nhsRegion,2022-12-16,14.0,183150,1322.0,160
3078,E40000008,Midlands,nhsRegion,2022-12-15,17.0,182990,1273.0,197
3079,E40000008,Midlands,nhsRegion,2022-12-14,14.0,182793,1250.0,207
3080,E40000008,Midlands,nhsRegion,2022-12-13,13.0,182586,1165.0,187
3081,E40000008,Midlands,nhsRegion,2022-12-12,8.0,182399,1114.0,179
3082,E40000008,Midlands,nhsRegion,2022-12-11,7.0,182220,1106.0,166
3083,E40000008,Midlands,nhsRegion,2022-12-10,7.0,182054,1101.0,96
3084,E40000008,Midlands,nhsRegion,2022-12-09,7.0,181958,1048.0,115
3085,E40000008,Midlands,nhsRegion,2022-12-08,4.0,181843,1009.0,135
3086,E40000008,Midlands,nhsRegion,2022-12-07,9.0,181708,1001.0,137
3087,E40000008,Midlands,nhsRegion,2022-12-06,9.0,181571,986.0,136
3088,E40000008,Midlands,nhsRegion,2022-12-05,7.0,181435,1018.0,138
3089,E40000008,Midlands,nhsRegion,2022-12-04,9.0,181297,986.0,99
3090,E40000008,Midlands,nhsRegion,2022-12-03,10.0,181198,993.0,76
3091,E40000008,Midlands,nhsRegion,2022-12-02,12.0,181122,975.0,95
3092,E40000008,Midlands,nhsRegion,2022-12-01,9.0,181027,959.0,122
3093,E40000008,Midlands,nhsRegion,2022-11-30,8.0,180905,942.0,129
3094,E40000008,Midlands,nhsRegion,2022-11-29,7.0,180776,944.0,152
3095,E40000008,Midlands,nhsRegion,2022-11-28,3.0,180624,950.0,117
3096,E40000008,Midlands,nhsRegion,2022-11-27,12.0,180507,935.0,88
3097,E40000008,Midlands,nhsRegion,2022-11-26,7.0,180419,920.0,90
3098,E40000008,Midlands,nhsRegion,2022-11-25,9.0,180329,924.0,98
3099,E40000008,Midlands,nhsRegion,2022-11-24,7.0,180231,939.0,102
3100,E40000008,Midlands,nhsRegion,2022-11-23,8.0,180129,910.0,122
3101,E40000008,Midlands,nhsRegion,2022-11-22,6.0,180007,897.0,122
3102,E40000008,Midlands,nhsRegion,2022-11-21,1.0,179885,891.0,136
3103,E40000008,Midlands,nhsRegion,2022-11-20,2.0,179749,880.0,112
3104,E40000008,Midlands,nhsRegion,2022-11-19,7.0,179637,865.0,78
3105,E40000008,Midlands,nhsRegion,2022-11-18,13.0,179559,869.0,112
3106,E40000008,Midlands,nhsRegion,2022-11-17,13.0,179447,895.0,119
3107,E40000008,Midlands,nhsRegion,2022-11-16,12.0,179328,925.0,112
3108,E40000008,Midlands,nhsRegion,2022-11-15,15.0,179216,976.0,99
3109,E40000008,Midlands,nhsRegion,2022-11-14,15.0,179117,1000.0,104
3110,E40000008,Midlands,nhsRegion,2022-11-13,15.0,179013,985.0,107
3111,E40000008,Midlands,nhsRegion,2022-11-12,17.0,178906,1000.0,60
3112,E40000008,Midlands,nhsRegion,2022-11-11,18.0,178846,1019.0,107
3113,E40000008,Midlands,nhsRegion,2022-11-10,19.0,178739,1056.0,108
3114,E40000008,Midlands,nhsRegion,2022-11-09,20.0,178631,1065.0,118
3115,E40000008,Midlands,nhsRegion,2022-11-08,19.0,178513,1117.0,95
3116,E40000008,Midlands,nhsRegion,2022-11-07,20.0,178418,1160.0,125
3117,E40000008,Midlands,nhsRegion,2022-11-06,17.0,178293,1202.0,89
3118,E40000008,Midlands,nhsRegion,2022-11-05,20.0,178204,1229.0,67
3119,E40000008,Midlands,nhsRegion,2022-11-04,17.0,178137,1267.0,97
3120,E40000008,Midlands,nhsRegion,2022-11-03,21.0,178040,1349.0,130
3121,E40000008,Midlands,nhsRegion,2022-11-02,27.0,177910,1428.0,123
3122,E40000008,Midlands,nhsRegion,2022-11-01,27.0,177787,1489.0,138
3123,E40000008,Midlands,nhsRegion,2022-10-31,17.0,177649,1620.0,129
3124,E40000008,Midlands,nhsRegion,2022-10-30,24.0,177520,1677.0,125
3125,E40000008,Midlands,nhsRegion,2022-10-29,26.0,177395,1689.0,107
3126,E40000008,Midlands,nhsRegion,2022-10-28,24.0,177288,1772.0,137
3127,E40000008,Midlands,nhsRegion,2022-10-27,29.0,177151,1797.0,156
3128,E40000008,Midlands,nhsRegion,2022-10-26,31.0,176995,1911.0,165
3129,E40000008,Midlands,nhsRegion,2022-10-25,30.0,176830,1914.0,199
3130,E40000008,Midlands,nhsRegion,2022-10-24,27.0,176631,2028.0,162
3131,E40000008,Midlands,nhsRegion,2022-10-23,25.0,176469,2034.0,178
3132,E40000008,Midlands,nhsRegion,2022-10-22,22.0,176291,2079.0,165
3133,E40000008,Midlands,nhsRegion,2022-10-21,21.0,176126,2027.0,177
3134,E40000008,Midlands,nhsRegion,2022-10-20,22.0,175949,2063.0,274
3135,E40000008,Midlands,nhsRegion,2022-10-19,26.0,175675,2088.0,227
3136,E40000008,Midlands,nhsRegion,2022-10-18,30.0,175448,2105.0,238
3137,E40000008,Midlands,nhsRegion,2022-10-17,27.0,175210,2160.0,219
3138,E40000008,Midlands,nhsRegion,2022-10-16,30.0,174991,2137.0,244
3139,E40000008,Midlands,nhsRegion,2022-10-15,31.0,174747,2088.0,174
3140,E40000008,Midlands,nhsRegion,2022-10-14,25.0,174573,2123.0,235
3141,E40000008,Midlands,nhsRegion,2022-10-13,30.0,174338,2096.0,258
3142,E40000008,Midlands,nhsRegion,2022-10-12,27.0,174080,2153.0,215
3143,E40000008,Midlands,nhsRegion,2022-10-11,31.0,173865,2111.0,234
3144,E40000008,Midlands,nhsRegion,2022-10-10,29.0,173631,2118.0,251
3145,E40000008,Midlands,nhsRegion,2022-10-09,29.0,173380,2068.0,248
3146,E40000008,Midlands,nhsRegion,2022-10-08,27.0,173132,2059.0,185
3147,E40000008,Midlands,nhsRegion,2022-10-07,24.0,172947,2098.0,205
3148,E40000008,Midlands,nhsRegion,2022-10-06,20.0,172742,2077.0,236
3149,E40000008,Midlands,nhsRegion,2022-10-05,21.0,172506,1910.0,287
3150,E40000008,Midlands,nhsRegion,2022-10-04,26.0,172219,1864.0,329
3151,E40000008,Midlands,nhsRegion,2022-10-03,22.0,171890,1807.0,303
3152,E40000008,Midlands,nhsRegion,2022-10-02,19.0,171587,1720.0,227
3153,E40000008,Midlands,nhsRegion,2022-10-01,19.0,171360,1641.0,230
3154,E40000008,Midlands,nhsRegion,2022-09-30,14.0,171130,1567.0,228
3155,E40000008,Midlands,nhsRegion,2022-09-29,16.0,170902,1501.0,237
3156,E40000008,Midlands,nhsRegion,2022-09-28,16.0,170665,1419.0,250
3157,E40000008,Midlands,nhsRegion,2022-09-27,19.0,170415,1368.0,221
3158,E40000008,Midlands,nhsRegion,2022-09-26,19.0,170194,1257.0,218
3159,E40000008,Midlands,nhsRegion,2022-09-25,24.0,169976,1192.0,196
3160,E40000008,Midlands,nhsRegion,2022-09-24,22.0,169780,1176.0,155
3161,E40000008,Midlands,nhsRegion,2022-09-23,21.0,169625,1112.0,189
3162,E40000008,Midlands,nhsRegion,2022-09-22,26.0,169436,1074.0,193
3163,E40000008,Midlands,nhsRegion,2022-09-21,17.0,169243,1012.0,184
3164,E40000008,Midlands,nhsRegion,2022-09-20,18.0,169059,1017.0,191
3165,E40000008,Midlands,nhsRegion,2022-09-19,14.0,168868,969.0,149
3166,E40000008,Midlands,nhsRegion,2022-09-18,16.0,168719,962.0,118
3167,E40000008,Midlands,nhsRegion,2022-09-17,15.0,168601,912.0,85
3168,E40000008,Midlands,nhsRegion,2022-09-16,14.0,168516,917.0,117
3169,E40000008,Midlands,nhsRegion,2022-09-15,15.0,168399,908.0,125
3170,E40000008,Midlands,nhsRegion,2022-09-14,17.0,168274,939.0,130
3171,E40000008,Midlands,nhsRegion,2022-09-13,19.0,168144,946.0,115
3172,E40000008,Midlands,nhsRegion,2022-09-12,18.0,168029,988.0,129
3173,E40000008,Midlands,nhsRegion,2022-09-11,15.0,167900,946.0,96
3174,E40000008,Midlands,nhsRegion,2022-09-10,15.0,167804,939.0,107
3175,E40000008,Midlands,nhsRegion,2022-09-09,17.0,167697,956.0,113
3176,E40000008,Midlands,nhsRegion,2022-09-08,14.0,167584,967.0,105
3177,E40000008,Midlands,nhsRegion,2022-09-07,14.0,167479,963.0,94
3178,E40000008,Midlands,nhsRegion,2022-09-06,17.0,167385,971.0,135
3179,E40000008,Midlands,nhsRegion,2022-09-05,15.0,167250,1002.0,127
3180,E40000008,Midlands,nhsRegion,2022-09-04,12.0,167123,988.0,105
3181,E40000008,Midlands,nhsRegion,2022-09-03,17.0,167018,976.0,114
3182,E40000008,Midlands,nhsRegion,2022-09-02,19.0,166904,986.0,131
3183,E40000008,Midlands,nhsRegion,2022-09-01,20.0,166773,1005.0,124
3184,E40000008,Midlands,nhsRegion,2022-08-31,19.0,166649,1005.0,129
3185,E40000008,Midlands,nhsRegion,2022-08-30,16.0,166520,988.0,145
3186,E40000008,Midlands,nhsRegion,2022-08-29,20.0,166375,1057.0,132
3187,E40000008,Midlands,nhsRegion,2022-08-28,20.0,166243,1056.0,117
3188,E40000008,Midlands,nhsRegion,2022-08-27,21.0,166126,1070.0,110
3189,E40000008,Midlands,nhsRegion,2022-08-26,22.0,166016,1087.0,126
3190,E40000008,Midlands,nhsRegion,2022-08-25,24.0,165890,1163.0,138
3191,E40000008,Midlands,nhsRegion,2022-08-24,21.0,165752,1206.0,149
3192,E40000008,Midlands,nhsRegion,2022-08-23,20.0,165603,1214.0,166
3193,E40000008,Midlands,nhsRegion,2022-08-22,17.0,165437,1268.0,147
3194,E40000008,Midlands,nhsRegion,2022-08-21,17.0,165290,1267.0,137
3195,E40000008,Midlands,nhsRegion,2022-08-20,18.0,165153,1303.0,124
3196,E40000008,Midlands,nhsRegion,2022-08-19,18.0,165029,1341.0,142
3197,E40000008,Midlands,nhsRegion,2022-08-18,24.0,164887,1402.0,132
3198,E40000008,Midlands,nhsRegion,2022-08-17,28.0,164755,1352.0,156
3199,E40000008,Midlands,nhsRegion,2022-08-16,28.0,164599,1484.0,167
3200,E40000008,Midlands,nhsRegion,2022-08-15,27.0,164432,1567.0,174
3201,E40000008,Midlands,nhsRegion,2022-08-14,25.0,164258,1644.0,160
3202,E40000008,Midlands,nhsRegion,2022-08-13,25.0,164098,1566.0,163
3203,E40000008,Midlands,nhsRegion,2022-08-12,25.0,163935,1564.0,155
3204,E40000008,Midlands,nhsRegion,2022-08-11,34.0,163780,1627.0,168
3205,E40000008,Midlands,nhsRegion,2022-08-10,34.0,163612,1626.0,210
3206,E40000008,Midlands,nhsRegion,2022-08-09,39.0,163402,1648.0,210
3207,E40000008,Midlands,nhsRegion,2022-08-08,42.0,163192,1777.0,215
3208,E40000008,Midlands,nhsRegion,2022-08-07,38.0,162977,1734.0,171
3209,E40000008,Midlands,nhsRegion,2022-08-06,37.0,162806,1726.0,178
3210,E40000008,Midlands,nhsRegion,2022-08-05,35.0,162628,1783.0,192
3211,E40000008,Midlands,nhsRegion,2022-08-04,35.0,162436,1876.0,200
3212,E40000008,Midlands,nhsRegion,2022-08-03,35.0,162236,1898.0,215
3213,E40000008,Midlands,nhsRegion,2022-08-02,43.0,162021,1959.0,255
3214,E40000008,Midlands,nhsRegion,2022-08-01,39.0,161766,1974.0,245
3215,E40000008,Midlands,nhsRegion,2022-07-31,29.0,161521,1946.0,236
3216,E40000008,Midlands,nhsRegion,2022-07-30,31.0,161285,1982.0,199
3217,E40000008,Midlands,nhsRegion,2022-07-29,38.0,161086,2183.0,217
3218,E40000008,Midlands,nhsRegion,2022-07-28,44.0,160869,2133.0,270
3219,E40000008,Midlands,nhsRegion,2022-07-27,41.0,160599,2260.0,261
3220,E40000008,Midlands,nhsRegion,2022-07-26,38.0,160338,2324.0,246
3221,E40000008,Midlands,nhsRegion,2022-07-25,49.0,160092,2417.0,273
3222,E40000008,Midlands,nhsRegion,2022-07-24,46.0,159819,2429.0,289
3223,E40000008,Midlands,nhsRegion,2022-07-23,41.0,159530,2377.0,226
3224,E40000008,Midlands,nhsRegion,2022-07-22,49.0,159304,2576.0,233
3225,E40000008,Midlands,nhsRegion,2022-07-21,45.0,159071,2620.0,335
3226,E40000008,Midlands,nhsRegion,2022-07-20,40.0,158736,2689.0,337
3227,E40000008,Midlands,nhsRegion,2022-07-19,43.0,158399,2816.0,361
3228,E40000008,Midlands,nhsRegion,2022-07-18,46.0,158038,2857.0,341
3229,E40000008,Midlands,nhsRegion,2022-07-17,43.0,157697,2842.0,333
3230,E40000008,Midlands,nhsRegion,2022-07-16,44.0,157364,2802.0,287
3231,E40000008,Midlands,nhsRegion,2022-07-15,36.0,157077,2827.0,312
3232,E40000008,Midlands,nhsRegion,2022-07-14,39.0,156765,2827.0,400
3233,E40000008,Midlands,nhsRegion,2022-07-13,40.0,156365,2815.0,372
3234,E40000008,Midlands,nhsRegion,2022-07-12,36.0,155993,2741.0,366
3235,E40000008,Midlands,nhsRegion,2022-07-11,42.0,155627,2692.0,428
3236,E40000008,Midlands,nhsRegion,2022-07-10,34.0,155199,2600.0,375
3237,E40000008,Midlands,nhsRegion,2022-07-09,27.0,154824,2486.0,314
3238,E40000008,Midlands,nhsRegion,2022-07-08,28.0,154510,2428.0,365
3239,E40000008,Midlands,nhsRegion,2022-07-07,28.0,154145,2309.0,421
3240,E40000008,Midlands,nhsRegion,2022-07-06,21.0,153724,2239.0,390
3241,E40000008,Midlands,nhsRegion,2022-07-05,25.0,153334,2104.0,384
3242,E40000008,Midlands,nhsRegion,2022-07-04,26.0,152950,2020.0,368
3243,E40000008,Midlands,nhsRegion,2022-07-03,23.0,152582,1942.0,321
3244,E40000008,Midlands,nhsRegion,2022-07-02,24.0,152261,1797.0,258
3245,E40000008,Midlands,nhsRegion,2022-07-01,25.0,152003,1741.0,284
3246,E40000008,Midlands,nhsRegion,2022-06-30,28.0,151719,1672.0,329
3247,E40000008,Midlands,nhsRegion,2022-06-29,25.0,151390,1613.0,301
3248,E40000008,Midlands,nhsRegion,2022-06-28,28.0,151089,1551.0,330
3249,E40000008,Midlands,nhsRegion,2022-06-27,26.0,150759,1434.0,284
3250,E40000008,Midlands,nhsRegion,2022-06-26,17.0,150475,1319.0,248
3251,E40000008,Midlands,nhsRegion,2022-06-25,12.0,150227,1239.0,207
3252,E40000008,Midlands,nhsRegion,2022-06-24,12.0,150020,1214.0,223
3253,E40000008,Midlands,nhsRegion,2022-06-23,9.0,149797,1134.0,236
3254,E40000008,Midlands,nhsRegion,2022-06-22,10.0,149561,1115.0,202
3255,E40000008,Midlands,nhsRegion,2022-06-21,9.0,149359,1061.0,220
3256,E40000008,Midlands,nhsRegion,2022-06-20,12.0,149139,1001.0,225
3257,E40000008,Midlands,nhsRegion,2022-06-19,12.0,148914,969.0,163
3258,E40000008,Midlands,nhsRegion,2022-06-18,11.0,148751,916.0,157
3259,E40000008,Midlands,nhsRegion,2022-06-17,10.0,148594,904.0,162
3260,E40000008,Midlands,nhsRegion,2022-06-16,18.0,148432,936.0,174
3261,E40000008,Midlands,nhsRegion,2022-06-15,12.0,148258,899.0,151
3262,E40000008,Midlands,nhsRegion,2022-06-14,13.0,148107,871.0,151
3263,E40000008,Midlands,nhsRegion,2022-06-13,16.0,147956,839.0,138
3264,E40000008,Midlands,nhsRegion,2022-06-12,13.0,147818,841.0,94
3265,E40000008,Midlands,nhsRegion,2022-06-11,15.0,147724,787.0,118
3266,E40000008,Midlands,nhsRegion,2022-06-10,14.0,147606,766.0,128
3267,E40000008,Midlands,nhsRegion,2022-06-09,18.0,147478,744.0,123
3268,E40000008,Midlands,nhsRegion,2022-06-08,15.0,147355,701.0,107
3269,E40000008,Midlands,nhsRegion,2022-06-07,13.0,147248,717.0,113
3270,E40000008,Midlands,nhsRegion,2022-06-06,12.0,147135,743.0,98
3271,E40000008,Midlands,nhsRegion,2022-06-05,13.0,147037,718.0,92
3272,E40000008,Midlands,nhsRegion,2022-06-04,12.0,146945,645.0,85
3273,E40000008,Midlands,nhsRegion,2022-06-03,17.0,146860,706.0,77
3274,E40000008,Midlands,nhsRegion,2022-06-02,18.0,146783,715.0,92
3275,E40000008,Midlands,nhsRegion,2022-06-01,18.0,146691,753.0,98
3276,E40000008,Midlands,nhsRegion,2022-05-31,17.0,146593,763.0,93
3277,E40000008,Midlands,nhsRegion,2022-05-30,17.0,146500,765.0,92
3278,E40000008,Midlands,nhsRegion,2022-05-29,17.0,146408,738.0,98
3279,E40000008,Midlands,nhsRegion,2022-05-28,19.0,146310,758.0,83
3280,E40000008,Midlands,nhsRegion,2022-05-27,21.0,146227,795.0,86
3281,E40000008,Midlands,nhsRegion,2022-05-26,19.0,146141,870.0,74
3282,E40000008,Midlands,nhsRegion,2022-05-25,21.0,146067,904.0,92
3283,E40000008,Midlands,nhsRegion,2022-05-24,21.0,145975,939.0,96
3284,E40000008,Midlands,nhsRegion,2022-05-23,23.0,145879,987.0,112
3285,E40000008,Midlands,nhsRegion,2022-05-22,23.0,145767,976.0,83
3286,E40000008,Midlands,nhsRegion,2022-05-21,25.0,145684,988.0,70
3287,E40000008,Midlands,nhsRegion,2022-05-20,28.0,145614,1028.0,83
3288,E40000008,Midlands,nhsRegion,2022-05-19,30.0,145531,1061.0,101
3289,E40000008,Midlands,nhsRegion,2022-05-18,23.0,145430,970.0,114
3290,E40000008,Midlands,nhsRegion,2022-05-17,23.0,145316,1120.0,123
3291,E40000008,Midlands,nhsRegion,2022-05-16,20.0,145193,1200.0,106
3292,E40000008,Midlands,nhsRegion,2022-05-15,23.0,145087,1220.0,96
3293,E40000008,Midlands,nhsRegion,2022-05-14,22.0,144991,1222.0,105
3294,E40000008,Midlands,nhsRegion,2022-05-13,22.0,144886,1281.0,116
3295,E40000008,Midlands,nhsRegion,2022-05-12,20.0,144770,1295.0,145
3296,E40000008,Midlands,nhsRegion,2022-05-11,18.0,144625,1338.0,139
3297,E40000008,Midlands,nhsRegion,2022-05-10,19.0,144486,1410.0,145
3298,E40000008,Midlands,nhsRegion,2022-05-09,20.0,144341,1505.0,139
3299,E40000008,Midlands,nhsRegion,2022-05-08,23.0,144202,1535.0,102
3300,E40000008,Midlands,nhsRegion,2022-05-07,22.0,144100,1558.0,110
3301,E40000008,Midlands,nhsRegion,2022-05-06,25.0,143990,1640.0,138
3302,E40000008,Midlands,nhsRegion,2022-05-05,27.0,143852,1712.0,161
3303,E40000008,Midlands,nhsRegion,2022-05-04,32.0,143691,1846.0,158
3304,E40000008,Midlands,nhsRegion,2022-05-03,37.0,143533,1911.0,160
3305,E40000008,Midlands,nhsRegion,2022-05-02,38.0,143373,1933.0,152
3306,E40000008,Midlands,nhsRegion,2022-05-01,36.0,143221,1972.0,177
3307,E40000008,Midlands,nhsRegion,2022-04-30,40.0,143044,1990.0,150
3308,E40000008,Midlands,nhsRegion,2022-04-29,39.0,142894,2100.0,170
3309,E40000008,Midlands,nhsRegion,2022-04-28,37.0,142724,2225.0,188
3310,E40000008,Midlands,nhsRegion,2022-04-27,34.0,142536,2305.0,219
3311,E40000008,Midlands,nhsRegion,2022-04-26,36.0,142317,2404.0,220
3312,E40000008,Midlands,nhsRegion,2022-04-25,37.0,142097,2530.0,203
3313,E40000008,Midlands,nhsRegion,2022-04-24,35.0,141894,2583.0,210
3314,E40000008,Midlands,nhsRegion,2022-04-23,36.0,141684,2575.0,233
3315,E40000008,Midlands,nhsRegion,2022-04-22,32.0,141451,2717.0,250
3316,E40000008,Midlands,nhsRegion,2022-04-21,35.0,141201,2824.0,241
3317,E40000008,Midlands,nhsRegion,2022-04-20,39.0,140960,2975.0,265
3318,E40000008,Midlands,nhsRegion,2022-04-19,42.0,140695,3088.0,290
3319,E40000008,Midlands,nhsRegion,2022-04-18,42.0,140405,3064.0,290
3320,E40000008,Midlands,nhsRegion,2022-04-17,40.0,140115,3053.0,267
3321,E40000008,Midlands,nhsRegion,2022-04-16,38.0,139848,3118.0,246
3322,E40000008,Midlands,nhsRegion,2022-04-15,35.0,139602,3071.0,315
3323,E40000008,Midlands,nhsRegion,2022-04-14,39.0,139287,3115.0,334
3324,E40000008,Midlands,nhsRegion,2022-04-13,38.0,138953,3164.0,400
3325,E40000008,Midlands,nhsRegion,2022-04-12,44.0,138553,3274.0,408
3326,E40000008,Midlands,nhsRegion,2022-04-11,47.0,138145,3273.0,414
3327,E40000008,Midlands,nhsRegion,2022-04-10,42.0,137731,3280.0,383
3328,E40000008,Midlands,nhsRegion,2022-04-09,40.0,137348,3146.0,355
3329,E40000008,Midlands,nhsRegion,2022-04-08,36.0,136993,3203.0,363
3330,E40000008,Midlands,nhsRegion,2022-04-07,39.0,136630,3180.0,414
3331,E40000008,Midlands,nhsRegion,2022-04-06,37.0,136216,3195.0,443
3332,E40000008,Midlands,nhsRegion,2022-04-05,35.0,135773,3131.0,451
3333,E40000008,Midlands,nhsRegion,2022-04-04,35.0,135322,3125.0,423
3334,E40000008,Midlands,nhsRegion,2022-04-03,31.0,134899,2995.0,366
3335,E40000008,Midlands,nhsRegion,2022-04-02,29.0,134533,2889.0,348
3336,E40000008,Midlands,nhsRegion,2022-04-01,31.0,134185,2897.0,376
3337,E40000008,Midlands,nhsRegion,2022-03-31,34.0,133809,2767.0,438
3338,E40000008,Midlands,nhsRegion,2022-03-30,40.0,133371,2837.0,473
3339,E40000008,Midlands,nhsRegion,2022-03-29,41.0,132898,2766.0,373
3340,E40000008,Midlands,nhsRegion,2022-03-28,45.0,132525,2716.0,426
3341,E40000008,Midlands,nhsRegion,2022-03-27,35.0,132099,2523.0,385
3342,E40000008,Midlands,nhsRegion,2022-03-26,32.0,131714,2453.0,327
3343,E40000008,Midlands,nhsRegion,2022-03-25,28.0,131387,2421.0,334
3344,E40000008,Midlands,nhsRegion,2022-03-24,30.0,131053,2410.0,391
3345,E40000008,Midlands,nhsRegion,2022-03-23,30.0,130662,2287.0,389
3346,E40000008,Midlands,nhsRegion,2022-03-22,30.0,130273,2175.0,443
3347,E40000008,Midlands,nhsRegion,2022-03-21,25.0,129830,2149.0,320
3348,E40000008,Midlands,nhsRegion,2022-03-20,20.0,129510,2009.0,315
3349,E40000008,Midlands,nhsRegion,2022-03-19,22.0,129195,1919.0,327
3350,E40000008,Midlands,nhsRegion,2022-03-18,22.0,128868,1934.0,311
3351,E40000008,Midlands,nhsRegion,2022-03-17,22.0,128557,1898.0,286
3352,E40000008,Midlands,nhsRegion,2022-03-16,20.0,128271,1859.0,281
3353,E40000008,Midlands,nhsRegion,2022-03-15,23.0,127990,1836.0,285
3354,E40000008,Midlands,nhsRegion,2022-03-14,26.0,127705,1747.0,294
3355,E40000008,Midlands,nhsRegion,2022-03-13,22.0,127411,1630.0,265
3356,E40000008,Midlands,nhsRegion,2022-03-12,23.0,127146,1606.0,226
3357,E40000008,Midlands,nhsRegion,2022-03-11,22.0,126920,1582.0,231
3358,E40000008,Midlands,nhsRegion,2022-03-10,21.0,126689,1582.0,224
3359,E40000008,Midlands,nhsRegion,2022-03-09,22.0,126465,1594.0,249
3360,E40000008,Midlands,nhsRegion,2022-03-08,25.0,126216,1568.0,208
3361,E40000008,Midlands,nhsRegion,2022-03-07,27.0,126008,1557.0,222
3362,E40000008,Midlands,nhsRegion,2022-03-06,26.0,125786,1487.0,196
3363,E40000008,Midlands,nhsRegion,2022-03-05,24.0,125590,1483.0,170
3364,E40000008,Midlands,nhsRegion,2022-03-04,30.0,125420,1506.0,189
3365,E40000008,Midlands,nhsRegion,2022-03-03,21.0,125231,1519.0,216
3366,E40000008,Midlands,nhsRegion,2022-03-02,23.0,125015,1530.0,205
3367,E40000008,Midlands,nhsRegion,2022-03-01,30.0,124810,1581.0,179
3368,E40000008,Midlands,nhsRegion,2022-02-28,35.0,124631,1609.0,195
3369,E40000008,Midlands,nhsRegion,2022-02-27,29.0,124436,1547.0,156
3370,E40000008,Midlands,nhsRegion,2022-02-26,30.0,124280,1528.0,159
3371,E40000008,Midlands,nhsRegion,2022-02-25,30.0,124121,1568.0,143
3372,E40000008,Midlands,nhsRegion,2022-02-24,32.0,123978,1606.0,167
3373,E40000008,Midlands,nhsRegion,2022-02-23,36.0,123811,1657.0,190
3374,E40000008,Midlands,nhsRegion,2022-02-22,34.0,123621,1676.0,169
3375,E40000008,Midlands,nhsRegion,2022-02-21,38.0,123452,1708.0,182
3376,E40000008,Midlands,nhsRegion,2022-02-20,43.0,123270,1697.0,158
3377,E40000008,Midlands,nhsRegion,2022-02-19,42.0,123112,1689.0,159
3378,E40000008,Midlands,nhsRegion,2022-02-18,37.0,122953,1727.0,180
3379,E40000008,Midlands,nhsRegion,2022-02-17,43.0,122773,1731.0,195
3380,E40000008,Midlands,nhsRegion,2022-02-16,51.0,122578,1808.0,203
3381,E40000008,Midlands,nhsRegion,2022-02-15,52.0,122375,1852.0,195
3382,E40000008,Midlands,nhsRegion,2022-02-14,58.0,122180,1953.0,186
3383,E40000008,Midlands,nhsRegion,2022-02-13,55.0,121994,1905.0,168
3384,E40000008,Midlands,nhsRegion,2022-02-12,61.0,121826,1939.0,169
3385,E40000008,Midlands,nhsRegion,2022-02-11,60.0,121657,2033.0,192
3386,E40000008,Midlands,nhsRegion,2022-02-10,62.0,121465,2101.0,228
3387,E40000008,Midlands,nhsRegion,2022-02-09,60.0,121237,2139.0,224
3388,E40000008,Midlands,nhsRegion,2022-02-08,58.0,121013,2240.0,221
3389,E40000008,Midlands,nhsRegion,2022-02-07,64.0,120792,2231.0,219
