date,MV Beds Occupied,Hospital Cases,New Admissions,New COVID-19 Cases,Vax_index,stringency_index,average_temperature_celsius,relative_humidity,vaccination_policy,emergency_investment_in_healthcare
2021-03-11,1101.0,6687.0,449.0,4848,0.287265,80.56,7.833333,74.466727,4.0,0.0
2021-03-12,1023.0,6391.0,386.0,4767,0.287265,80.56,6.197531,75.481813,4.0,0.0
2021-03-13,1000.0,6072.0,385.0,3592,0.287265,80.56,5.783951,75.972215,4.0,0.0
2021-03-14,963.0,6039.0,357.0,3707,0.287265,80.56,6.777778,79.259539,4.0,0.0
2021-03-15,930.0,5976.0,431.0,5643,0.287265,80.56,8.12963,76.368557,4.0,0.0
2021-03-16,882.0,5664.0,364.0,4933,0.287265,80.56,9.216049,82.002096,4.0,0.0
2021-03-17,846.0,5397.0,343.0,5048,0.287265,80.56,6.54321,78.082101,4.0,0.0
2021-03-18,797.0,5083.0,351.0,4689,0.287265,80.56,8.0,82.089748,4.0,0.0
2021-03-19,749.0,4841.0,283.0,4333,0.287265,80.56,7.444444,89.385709,4.0,0.0
2021-03-20,710.0,4589.0,287.0,3514,0.287265,80.56,8.141975,83.013088,4.0,0.0
2021-03-21,692.0,4492.0,279.0,4679,0.287265,80.56,7.555556,75.516039,4.0,0.0
2021-03-22,676.0,4501.0,294.0,5400,0.287265,80.56,6.04321,80.187206,4.0,0.0
2021-03-23,647.0,4245.0,295.0,4566,0.287265,80.56,8.018519,73.616033,4.0,0.0
2021-03-24,613.0,4005.0,277.0,5321,0.287265,80.56,8.962963,72.532871,4.0,0.0
2021-03-25,566.0,3763.0,288.0,4674,0.287265,80.56,8.938272,72.583083,4.0,0.0
2021-03-26,559.0,3712.0,245.0,3803,0.287265,80.56,8.092593,76.292929,4.0,0.0
2021-03-27,537.0,3676.0,217.0,3136,0.287265,80.56,6.722222,65.58911,4.0,0.0
2021-03-28,532.0,3438.0,221.0,4477,0.287265,80.56,10.944444,78.417463,4.0,0.0
2021-03-29,532.0,3466.0,206.0,3422,0.287265,73.15,13.209877,74.574925,4.0,0.0
2021-03-30,518.0,3283.0,217.0,3135,0.287265,73.15,13.08642,62.71209,4.0,0.0
2021-03-31,501.0,3084.0,225.0,3340,0.287265,73.15,15.024691,59.078979,4.0,0.0
2021-04-01,470.0,2928.0,180.0,3067,0.2658974999999999,73.15,7.314815,78.51284,4.0,0.0
2021-04-02,436.0,2784.0,178.0,2248,0.2658974999999999,73.15,6.518519,67.428758,4.0,0.0
2021-04-03,433.0,2677.0,179.0,2121,0.2658974999999999,73.15,6.141975,69.351261,4.0,0.0
2021-04-04,422.0,2672.0,156.0,2042,0.2658974999999999,73.15,7.666667,69.519143,4.0,0.0
2021-04-05,416.0,2680.0,188.0,2314,0.2658974999999999,73.15,4.993827,46.778497,4.0,0.0
2021-04-06,406.0,2588.0,183.0,2756,0.2658974999999999,73.15,2.061728,59.897721,4.0,0.0
2021-04-07,393.0,2486.0,189.0,2752,0.2658974999999999,73.15,3.228395,52.659406,4.0,0.0
2021-04-08,377.0,2382.0,167.0,2651,0.2658974999999999,73.15,7.833333,64.520162,4.0,0.0
2021-04-09,362.0,2321.0,167.0,2482,0.2658974999999999,73.15,6.833333,74.166537,4.0,0.0
2021-04-10,342.0,2190.0,151.0,2009,0.2658974999999999,73.15,4.333333,69.127867,4.0,0.0
2021-04-11,343.0,2096.0,175.0,2020,0.2658974999999999,73.15,2.944444,74.862593,4.0,0.0
2021-04-12,337.0,2108.0,173.0,2399,0.2658974999999999,63.89,3.987654,63.234334,4.0,0.0
2021-04-13,333.0,2057.0,153.0,2060,0.2658974999999999,63.89,5.716049,55.875929,4.0,0.0
2021-04-14,315.0,1972.0,156.0,2068,0.2658974999999999,63.89,6.098765,62.582374,4.0,0.0
2021-04-15,294.0,1885.0,127.0,1959,0.2658974999999999,63.89,5.246914,65.078118,4.0,0.0
2021-04-16,298.0,1844.0,118.0,1963,0.2658974999999999,63.89,5.691358,68.322416,4.0,0.0
2021-04-17,292.0,1735.0,135.0,1398,0.2658974999999999,63.89,6.54321,56.438511,4.0,0.0
2021-04-18,283.0,1691.0,112.0,2281,0.2658974999999999,63.89,7.611111,54.788767,4.0,0.0
2021-04-19,291.0,1732.0,138.0,2268,0.2658974999999999,63.89,8.320988,67.204224,4.0,0.0
2021-04-20,273.0,1649.0,98.0,2112,0.2658974999999999,63.89,10.339506,64.379277,4.0,0.0
2021-04-21,249.0,1609.0,126.0,2298,0.2658974999999999,63.89,8.444444,67.397505,4.0,0.0
2021-04-22,237.0,1523.0,92.0,2032,0.2658974999999999,63.89,7.296296,51.977224,4.0,0.0
2021-04-23,221.0,1478.0,124.0,1701,0.2658974999999999,63.89,9.462963,50.475548,4.0,0.0
2021-04-24,220.0,1401.0,99.0,1300,0.2658974999999999,63.89,9.407407,56.143035,4.0,0.0
2021-04-25,211.0,1377.0,107.0,1897,0.2658974999999999,63.89,7.388889,67.891571,4.0,0.0
2021-04-26,208.0,1393.0,108.0,2267,0.2658974999999999,63.89,7.401235,62.661369,4.0,0.0
2021-04-27,196.0,1310.0,128.0,1809,0.2658974999999999,63.89,7.722222,75.335043,4.0,0.0
2021-04-28,188.0,1278.0,89.0,2153,0.2658974999999999,63.89,7.635802,69.270935,4.0,0.0
2021-04-29,178.0,1235.0,80.0,1901,0.2658974999999999,63.89,5.771605,70.328416,4.0,0.0
2021-04-30,170.0,1161.0,82.0,1528,0.2658974999999999,63.89,5.598765,74.49829,4.0,0.0
2021-05-01,167.0,1071.0,68.0,1211,0.24453,63.89,6.462963,74.253217,4.0,0.0
2021-05-02,172.0,1082.0,92.0,1305,0.24453,63.89,7.746914,64.700836,4.0,0.0
2021-05-03,168.0,1096.0,98.0,1806,0.24453,63.89,7.950617,81.817957,4.0,0.0
2021-05-04,162.0,1093.0,76.0,2200,0.24453,63.89,7.265432,78.887371,4.0,0.0
2021-05-05,161.0,1032.0,96.0,2203,0.24453,63.89,6.098765,70.343979,4.0,0.0
2021-05-06,144.0,976.0,88.0,1967,0.24453,63.89,6.018519,68.706708,4.0,0.0
2021-05-07,145.0,973.0,77.0,1657,0.24453,63.89,7.950617,64.67664,4.0,0.0
2021-05-08,135.0,948.0,80.0,1301,0.24453,63.89,10.08642,89.942764,4.0,0.0
2021-05-09,131.0,933.0,76.0,1985,0.24453,63.89,14.666667,74.788787,4.0,0.0
2021-05-10,135.0,944.0,76.0,2325,0.24453,63.89,12.12963,74.746722,4.0,0.0
2021-05-11,126.0,921.0,79.0,1872,0.24453,63.89,10.061728,81.434707,4.0,0.0
2021-05-12,123.0,907.0,93.0,1869,0.24453,63.89,11.160494,72.889213,4.0,0.0
2021-05-13,119.0,845.0,74.0,1737,0.24453,63.89,11.376543,75.036054,4.0,0.0
2021-05-14,115.0,818.0,72.0,1540,0.24453,63.89,9.432099,78.815016,4.0,0.0
2021-05-15,115.0,810.0,70.0,1306,0.24453,63.89,9.925926,86.338565,4.0,0.0
2021-05-16,116.0,801.0,59.0,1587,0.24453,63.89,10.783951,83.316476,4.0,0.0
2021-05-17,117.0,798.0,74.0,2341,0.24453,58.33,10.611111,79.401622,4.0,0.0
2021-05-18,114.0,749.0,90.0,2241,0.24453,58.33,10.944444,73.895961,4.0,0.0
2021-05-19,113.0,757.0,93.0,2261,0.24453,58.33,11.524691,68.223967,4.0,0.0
2021-05-20,115.0,749.0,98.0,2000,0.24453,58.33,9.790123,82.489221,4.0,0.0
2021-05-21,117.0,766.0,85.0,1872,0.24453,58.33,10.623457,86.631383,4.0,0.0
2021-05-22,113.0,730.0,75.0,1606,0.24453,58.33,9.135802,76.145343,4.0,0.0
2021-05-23,111.0,756.0,77.0,1918,0.24453,58.33,8.993827,76.783716,4.0,0.0
2021-05-24,113.0,797.0,98.0,2750,0.24453,58.33,9.450617,80.561143,4.0,0.0
2021-05-25,117.0,765.0,88.0,2797,0.24453,58.33,10.117284,78.053099,4.0,0.0
2021-05-26,115.0,745.0,95.0,3179,0.24453,58.33,10.481481,82.947326,4.0,0.0
2021-05-27,110.0,742.0,83.0,3075,0.24453,58.33,12.314815,77.434415,4.0,0.0
2021-05-28,116.0,743.0,92.0,2929,0.24453,58.33,14.08642,72.711751,4.0,0.0
2021-05-29,112.0,748.0,69.0,2462,0.24453,58.33,15.833333,65.670844,4.0,0.0
2021-05-30,115.0,755.0,80.0,2598,0.24453,58.33,12.506173,73.045364,4.0,0.0
2021-05-31,110.0,773.0,98.0,3170,0.24453,58.33,13.925926,73.396665,4.0,0.0
2021-06-01,123.0,776.0,115.0,4515,0.2231624999999999,58.33,16.024691,66.38899,4.0,0.0
2021-06-02,116.0,801.0,101.0,5039,0.2231624999999999,58.33,16.987654,68.975616,4.0,0.0
2021-06-03,124.0,779.0,93.0,5131,0.2231624999999999,58.33,16.623457,76.445268,4.0,0.0
2021-06-04,119.0,805.0,96.0,4886,0.2231624999999999,58.33,14.561728,70.910524,4.0,0.0
2021-06-05,124.0,782.0,96.0,3964,0.2231624999999999,58.33,16.506173,63.803565,4.0,0.0
2021-06-06,131.0,807.0,121.0,4730,0.2231624999999999,58.33,16.092593,77.021591,4.0,0.0
2021-06-07,133.0,860.0,131.0,6791,0.2231624999999999,58.33,17.074074,73.5436,4.0,0.0
2021-06-08,140.0,879.0,147.0,6630,0.2231624999999999,58.33,17.216049,61.283648,4.0,0.0
2021-06-09,141.0,876.0,158.0,6919,0.2231624999999999,58.33,18.746914,64.833915,4.0,0.0
2021-06-10,140.0,906.0,162.0,6718,0.2231624999999999,58.33,18.839506,75.406513,4.0,0.0
2021-06-11,146.0,884.0,144.0,6510,0.2231624999999999,58.33,18.271605,73.286099,4.0,0.0
2021-06-12,152.0,915.0,137.0,5422,0.2231624999999999,58.33,16.17284,64.100818,4.0,0.0
2021-06-13,171.0,947.0,187.0,6075,0.2231624999999999,58.33,19.030864,66.188638,4.0,0.0
2021-06-14,170.0,993.0,185.0,8941,0.2231624999999999,58.33,18.098765,68.732832,4.0,0.0
2021-06-15,187.0,1030.0,188.0,9153,0.2231624999999999,58.33,16.092593,60.421101,4.0,0.0
2021-06-16,192.0,1057.0,177.0,9411,0.2231624999999999,58.33,20.098765,57.392484,4.0,0.0
2021-06-17,197.0,1122.0,202.0,9523,0.2231624999999999,52.78,16.518519,83.309366,4.0,0.0
2021-06-18,210.0,1170.0,185.0,8772,0.2231624999999999,52.78,13.574074,86.147344,5.0,0.0
2021-06-19,203.0,1143.0,178.0,7127,0.2231624999999999,52.78,13.423611,82.533827,5.0,0.0
2021-06-20,196.0,1168.0,171.0,8203,0.2231624999999999,52.78,12.740741,83.095925,5.0,0.0
2021-06-21,212.0,1290.0,181.0,12707,0.2231624999999999,52.78,12.574074,78.082572,5.0,0.0
2021-06-22,229.0,1301.0,182.0,13563,0.2231624999999999,52.78,13.203704,64.007739,5.0,0.0
2021-06-23,227.0,1255.0,214.0,14806,0.2231624999999999,52.78,14.962963,62.970438,5.0,0.0
2021-06-24,240.0,1274.0,194.0,15084,0.2231624999999999,52.78,16.382716,80.342225,5.0,0.0
2021-06-25,238.0,1284.0,206.0,14901,0.2231624999999999,52.78,13.753086,87.8986,5.0,0.0
2021-06-26,236.0,1276.0,223.0,13486,0.2231624999999999,52.78,14.41358,80.72056,5.0,0.0
2021-06-27,244.0,1331.0,226.0,15407,0.2231624999999999,52.78,14.888889,85.277833,5.0,0.0
2021-06-28,272.0,1465.0,244.0,23511,0.2231624999999999,52.78,13.888889,88.512162,5.0,0.0
2021-06-29,259.0,1445.0,283.0,23250,0.2231624999999999,52.78,15.037037,79.081584,5.0,0.0
2021-06-30,264.0,1500.0,331.0,23941,0.2231624999999999,52.78,13.987654,80.532492,5.0,0.0
2021-07-01,279.0,1560.0,295.0,24267,0.201795,52.78,14.314815,76.38248,5.0,0.0
2021-07-02,297.0,1611.0,307.0,22287,0.201795,52.78,16.839506,77.679583,5.0,0.0
2021-07-03,296.0,1636.0,323.0,20638,0.201795,52.78,17.265432,86.22758,5.0,0.0
2021-07-04,305.0,1744.0,390.0,21806,0.201795,52.78,16.993827,85.335306,5.0,0.0
2021-07-05,330.0,1888.0,416.0,30215,0.201795,52.78,16.037037,75.074461,5.0,0.0
2021-07-06,353.0,1998.0,458.0,31627,0.201795,52.78,14.993827,83.102363,5.0,0.0
2021-07-07,377.0,2144.0,461.0,34274,0.201795,52.78,16.58642,83.262234,5.0,0.0
2021-07-08,376.0,2209.0,488.0,29929,0.201795,52.78,17.95679,74.793292,5.0,0.0
2021-07-09,393.0,2352.0,451.0,29050,0.201795,52.78,17.679012,74.611022,5.0,0.0
2021-07-10,398.0,2429.0,442.0,25411,0.201795,52.78,16.962963,83.035688,5.0,0.0
2021-07-11,408.0,2564.0,502.0,27418,0.201795,52.78,17.012346,80.808013,5.0,0.0
2021-07-12,433.0,2798.0,610.0,40477,0.201795,52.78,16.345679,86.896996,5.0,0.0
2021-07-13,470.0,2970.0,621.0,43247,0.201795,52.78,17.055556,83.604272,5.0,0.0
2021-07-14,489.0,3110.0,636.0,50320,0.201795,52.78,18.179012,74.945042,5.0,0.0
2021-07-15,493.0,3241.0,658.0,57583,0.201795,52.78,17.530864,75.288442,5.0,0.0
2021-07-16,512.0,3367.0,593.0,51138,0.201795,52.78,19.154321,71.074804,5.0,0.0
2021-07-17,514.0,3442.0,622.0,35281,0.201795,52.78,22.209877,65.458849,5.0,0.0
2021-07-18,512.0,3546.0,698.0,33164,0.201795,52.78,22.858025,63.187883,5.0,0.0
2021-07-19,543.0,3813.0,752.0,43401,0.201795,23.15,21.580247,70.192987,5.0,0.0
2021-07-20,544.0,3894.0,805.0,35947,0.201795,23.15,21.981481,72.84705,5.0,0.0
2021-07-21,567.0,4063.0,783.0,31676,0.201795,23.15,20.740741,74.866623,5.0,0.0
2021-07-22,612.0,4230.0,827.0,27711,0.201795,23.15,20.950617,71.553043,5.0,0.0
2021-07-23,625.0,4401.0,725.0,24586,0.201795,23.15,17.407407,81.630148,5.0,0.0
2021-07-24,659.0,4476.0,734.0,20276,0.201795,23.15,16.660494,76.61874,5.0,0.0
2021-07-25,675.0,4725.0,836.0,19657,0.201795,23.15,17.617284,78.742337,5.0,0.0
2021-07-26,712.0,5055.0,830.0,26541,0.201795,23.15,19.734568,67.689732,5.0,0.0
2021-07-27,738.0,5163.0,816.0,26027,0.201795,23.15,18.049383,78.518415,5.0,0.0
2021-07-28,748.0,5182.0,728.0,26925,0.201795,23.15,15.839506,79.614278,5.0,0.0
2021-07-29,765.0,5056.0,758.0,25361,0.201795,23.15,16.061728,65.502592,5.0,0.0
2021-07-30,785.0,5111.0,650.0,22109,0.201795,23.15,14.604938,88.805883,5.0,0.0
2021-07-31,789.0,5057.0,593.0,18450,0.201795,23.15,16.271605,78.759791,5.0,0.0
2021-08-01,769.0,5090.0,645.0,18714,0.1804275,23.15,14.888889,81.093373,5.0,0.0
2021-08-02,791.0,5309.0,686.0,26580,0.1804275,23.15,15.271605,71.098893,5.0,0.0
2021-08-03,780.0,5116.0,680.0,27062,0.1804275,23.15,15.685185,73.48113,5.0,0.0
2021-08-04,772.0,4944.0,747.0,28895,0.1804275,23.15,17.098765,69.24876,5.0,0.0
2021-08-05,770.0,4894.0,693.0,28126,0.1804275,23.15,16.061728,79.739228,5.0,0.0
2021-08-06,765.0,4879.0,657.0,24851,0.1804275,23.15,16.901235,80.447571,5.0,0.0
2021-08-07,760.0,4817.0,630.0,19957,0.1804275,23.15,15.950617,77.694972,5.0,0.0
2021-08-08,765.0,4939.0,651.0,20157,0.1804275,23.15,15.790123,82.299484,5.0,0.0
2021-08-09,762.0,5098.0,665.0,28292,0.1804275,23.15,15.765432,75.723193,5.0,0.0
2021-08-10,782.0,5096.0,760.0,27610,0.1804275,23.15,17.320988,72.892325,5.0,0.0
2021-08-11,777.0,5073.0,747.0,29135,0.1804275,23.15,17.95679,71.455834,5.0,0.0
2021-08-12,783.0,5029.0,758.0,27690,0.1804275,23.15,17.728395,67.691149,5.0,0.0
2021-08-13,793.0,5076.0,694.0,24992,0.1804275,23.15,17.604938,67.409497,5.0,0.0
2021-08-14,797.0,4973.0,689.0,21336,0.1804275,23.15,17.703704,73.944479,5.0,
2021-08-15,800.0,5115.0,719.0,21280,0.1804275,23.15,17.320988,76.294484,5.0,
2021-08-16,816.0,5429.0,776.0,30861,0.1804275,23.15,15.055556,72.385537,5.0,
2021-08-17,825.0,5437.0,832.0,31095,0.1804275,23.15,15.518519,82.512588,5.0,
2021-08-18,812.0,5514.0,795.0,31426,0.1804275,23.15,16.333333,80.204312,5.0,
2021-08-19,835.0,5554.0,824.0,29081,0.1804275,23.15,16.759259,79.931094,5.0,
2021-08-20,857.0,5576.0,733.0,25555,0.1804275,23.15,18.364198,75.314612,5.0,
2021-08-21,858.0,5575.0,757.0,22605,0.1804275,23.15,17.024691,89.054819,5.0,
2021-08-22,863.0,5749.0,726.0,22409,0.1804275,23.15,17.141975,87.885724,5.0,
2021-08-23,845.0,6000.0,831.0,30333,0.1804275,23.15,16.592593,76.429931,5.0,
2021-08-24,857.0,5911.0,818.0,28212,0.1804275,23.15,16.048611,82.68795,5.0,
2021-08-25,871.0,5922.0,843.0,27901,0.1804275,23.15,16.160494,80.962418,5.0,
2021-08-26,872.0,5893.0,777.0,26482,0.1804275,23.15,15.623457,74.587967,5.0,
2021-08-27,874.0,5889.0,749.0,24253,0.1804275,23.15,14.259259,77.730685,5.0,
2021-08-28,835.0,5756.0,688.0,20138,0.1804275,23.15,15.432099,73.265468,5.0,
2021-08-29,850.0,5855.0,701.0,19152,0.1804275,23.15,14.524691,76.252441,5.0,
2021-08-30,859.0,6002.0,808.0,24973,0.1804275,23.15,14.833333,77.194729,5.0,
2021-08-31,879.0,6293.0,798.0,33565,0.1804275,23.15,14.061728,84.25659,5.0,
2021-09-01,890.0,6236.0,835.0,31600,0.15906,23.15,14.537037,81.284754,5.0,
2021-09-02,897.0,6186.0,788.0,30636,0.15906,23.15,15.209877,77.638572,5.0,
2021-09-03,889.0,6195.0,688.0,28730,0.15906,23.15,15.012346,81.795799,5.0,
2021-09-04,880.0,6043.0,752.0,23409,0.15906,23.15,15.648148,77.675942,5.0,
2021-09-05,878.0,6167.0,691.0,23457,0.15906,23.15,16.987654,76.425245,5.0,
2021-09-06,909.0,6375.0,831.0,33135,0.15906,23.15,19.734568,74.013704,5.0,
2021-09-07,885.0,6244.0,801.0,27938,0.15906,23.15,21.851852,66.179474,5.0,
2021-09-08,896.0,6302.0,900.0,25659,0.15906,23.15,20.962963,60.282077,5.0,
2021-09-09,887.0,6254.0,790.0,24440,0.15906,23.15,19.419753,79.721913,5.0,
2021-09-10,898.0,6400.0,680.0,21031,0.15906,23.15,18.925926,83.350649,5.0,
2021-09-11,865.0,6206.0,649.0,16956,0.15906,23.15,18.203704,75.673478,5.0,
2021-09-12,884.0,6253.0,658.0,17879,0.15906,23.15,15.296296,76.819998,5.0,
2021-09-13,886.0,6424.0,688.0,25199,0.15906,23.15,15.12963,78.410499,5.0,
2021-09-14,888.0,6344.0,701.0,22641,0.15906,23.15,14.524691,94.406791,5.0,
2021-09-15,910.0,6306.0,691.0,22414,0.15906,23.15,15.627778,83.915584,5.0,
2021-09-16,849.0,6081.0,672.0,22320,0.15906,23.15,16.588889,75.589676,5.0,
2021-09-17,844.0,5910.0,540.0,22375,0.15906,23.15,15.861111,77.36672,5.0,
2021-09-18,829.0,5688.0,560.0,20926,0.15906,23.15,17.234568,77.725487,5.0,
2021-09-19,824.0,5695.0,572.0,24789,0.15906,23.15,15.820988,82.322893,5.0,
2021-09-20,811.0,5727.0,606.0,32121,0.15906,23.15,15.024691,72.697399,5.0,
2021-09-21,774.0,5543.0,602.0,30547,0.15906,23.15,14.882716,74.565887,5.0,
2021-09-22,783.0,5406.0,572.0,28788,0.15906,23.15,14.981481,76.787666,5.0,
2021-09-23,757.0,5214.0,577.0,28340,0.15906,23.15,15.876543,76.08442,5.0,
2021-09-24,730.0,5036.0,557.0,25754,0.15906,23.15,16.691358,80.932857,5.0,
2021-09-25,723.0,5100.0,520.0,23389,0.15906,23.15,18.179012,82.422424,5.0,
2021-09-26,689.0,4949.0,535.0,26814,0.15906,23.15,16.777778,76.33078,5.0,
2021-09-27,685.0,5121.0,617.0,34595,0.15906,23.15,14.308642,75.592148,5.0,
2021-09-28,681.0,5126.0,596.0,29628,0.15906,23.15,12.679012,82.138314,5.0,
2021-09-29,671.0,5017.0,625.0,28689,0.15906,23.15,10.740741,74.750974,5.0,
2021-09-30,672.0,4916.0,552.0,26808,0.15906,23.15,12.604938,87.325319,5.0,
2021-10-01,671.0,4799.0,520.0,24134,0.1376925,23.15,13.141975,75.514575,5.0,
2021-10-02,630.0,4652.0,549.0,21873,0.1376925,23.15,10.512346,89.667257,5.0,
2021-10-03,639.0,4778.0,577.0,27138,0.1376925,23.15,11.271605,80.891016,5.0,
2021-10-04,632.0,4909.0,627.0,36475,0.1376925,23.15,11.691358,82.781977,5.0,
2021-10-05,661.0,5006.0,658.0,32269,0.1376925,23.15,11.290123,84.284783,5.0,
2021-10-06,663.0,5009.0,632.0,32547,0.1376925,23.15,12.197531,73.164123,5.0,
2021-10-07,665.0,4962.0,634.0,32158,0.1376925,23.15,15.660494,85.744955,5.0,
2021-10-08,647.0,4975.0,619.0,29848,0.1376925,23.15,15.555556,89.450635,5.0,
2021-10-09,639.0,4921.0,613.0,27180,0.1376925,23.15,14.425926,84.415765,5.0,
2021-10-10,622.0,5077.0,606.0,31499,0.1376925,23.15,13.746914,76.112078,5.0,
2021-10-11,621.0,5206.0,685.0,43115,0.1376925,23.15,11.074074,78.108207,5.0,
2021-10-12,657.0,5213.0,760.0,40892,0.1376925,23.15,11.401235,87.360312,5.0,
2021-10-13,657.0,5246.0,752.0,40547,0.1376925,23.15,12.462963,83.946993,5.0,
2021-10-14,655.0,5289.0,730.0,39262,0.1376925,23.15,13.259259,78.363447,5.0,
2021-10-15,673.0,5363.0,752.0,36631,0.1376925,23.15,9.944444,78.965893,5.0,
2021-10-16,681.0,5385.0,743.0,31639,0.1376925,23.15,10.574074,81.158524,5.0,
2021-10-17,695.0,5623.0,828.0,37501,0.1376925,23.15,13.104938,89.640226,5.0,
2021-10-18,703.0,5938.0,896.0,49257,0.1376925,23.15,13.574074,93.953718,5.0,
2021-10-19,733.0,6099.0,894.0,44630,0.1376925,23.15,16.820988,91.399267,5.0,
2021-10-20,746.0,6299.0,903.0,43963,0.1376925,23.15,13.092593,86.430062,5.0,
2021-10-21,750.0,6366.0,799.0,38581,0.1376925,23.15,7.993827,70.033209,5.0,
2021-10-22,746.0,6405.0,760.0,34506,0.1376925,23.15,9.45679,80.437439,5.0,
2021-10-23,728.0,6386.0,756.0,29747,0.1376925,23.15,10.524691,76.238784,5.0,
2021-10-24,745.0,6515.0,829.0,30091,0.1376925,23.15,11.888889,79.124588,5.0,
2021-10-25,776.0,6801.0,865.0,39958,0.1376925,23.15,11.111111,82.900456,5.0,
2021-10-26,803.0,6883.0,911.0,35276,0.1376925,23.15,12.302469,87.285115,5.0,
2021-10-27,799.0,6951.0,955.0,36524,0.1376925,23.15,15.17284,79.051871,5.0,
2021-10-28,794.0,7019.0,888.0,35076,0.1376925,23.15,14.407407,77.55747,5.0,
2021-10-29,809.0,7113.0,840.0,33995,0.1376925,23.15,12.271605,82.611747,5.0,
2021-10-30,812.0,7155.0,741.0,28243,0.1376925,23.15,9.759259,85.834072,5.0,
2021-10-31,815.0,7311.0,860.0,29564,0.1376925,23.15,9.734568,83.432704,5.0,
2021-11-01,859.0,7535.0,899.0,37663,0.116325,23.15,8.864198,80.471677,5.0,
2021-11-02,859.0,7510.0,891.0,31328,0.116325,23.15,6.54321,86.2312,5.0,
2021-11-03,854.0,7291.0,807.0,29396,0.116325,23.15,6.617284,89.758955,5.0,
2021-11-04,867.0,7201.0,717.0,27379,0.116325,23.15,6.45679,77.78505,5.0,
2021-11-05,860.0,7072.0,686.0,24405,0.116325,23.15,6.580247,85.562462,5.0,
2021-11-06,856.0,6874.0,688.0,22581,0.116325,23.15,10.746914,83.04126,5.0,
2021-11-07,846.0,6910.0,739.0,25447,0.116325,23.15,9.296296,71.892401,5.0,
2021-11-08,869.0,7075.0,850.0,36138,0.116325,23.15,8.240741,89.350342,5.0,
2021-11-09,865.0,7053.0,808.0,34679,0.116325,23.15,12.580247,86.780426,5.0,
2021-11-10,846.0,6961.0,821.0,35390,0.116325,23.15,11.160494,90.373482,5.0,
2021-11-11,842.0,6861.0,797.0,33700,0.116325,23.15,10.709877,93.000501,5.0,
2021-11-12,838.0,6777.0,729.0,31337,0.116325,23.15,11.296296,86.645465,5.0,
2021-11-13,830.0,6639.0,655.0,27358,0.116325,23.15,11.339506,81.805837,5.0,
2021-11-14,841.0,6707.0,678.0,29599,0.116325,23.15,10.58642,88.829985,5.0,
2021-11-15,821.0,6864.0,695.0,42477,0.116325,23.15,9.197531,92.625472,5.0,
2021-11-16,796.0,6623.0,713.0,38656,0.116325,23.15,9.179012,95.02793,5.0,
2021-11-17,792.0,6412.0,727.0,38257,0.116325,23.15,8.839506,82.064811,5.0,
2021-11-18,779.0,6336.0,697.0,37099,0.116325,23.15,10.907407,86.976137,5.0,
2021-11-19,769.0,6310.0,637.0,33184,0.116325,23.15,11.111111,86.566639,5.0,
2021-11-20,764.0,6191.0,611.0,29868,0.116325,23.15,9.944444,80.144764,5.0,
2021-11-21,776.0,6322.0,648.0,31761,0.116325,23.15,5.154321,79.584556,5.0,
2021-11-22,785.0,6424.0,602.0,42869,0.116325,23.15,4.425926,86.614758,5.0,
2021-11-23,780.0,6257.0,659.0,41015,0.116325,23.15,5.703704,86.664829,5.0,
2021-11-24,783.0,6062.0,752.0,39881,0.116325,23.15,6.839506,85.440061,5.0,
2021-11-25,790.0,6068.0,650.0,37143,0.116325,23.15,3.851852,74.764114,5.0,
2021-11-26,796.0,5992.0,620.0,33666,0.116325,23.15,5.209877,81.957629,5.0,
2021-11-27,787.0,5852.0,609.0,28459,0.116325,23.15,3.061728,83.180327,5.0,
2021-11-28,793.0,5890.0,607.0,33857,0.116325,23.15,0.567901,79.550762,5.0,
2021-11-29,793.0,6094.0,669.0,47939,0.116325,23.15,1.222222,88.465704,5.0,
2021-11-30,806.0,6123.0,699.0,47632,0.116325,23.15,9.888889,87.800781,5.0,
2021-12-01,773.0,5829.0,698.0,47263,0.0949575,23.15,6.592593,80.092724,5.0,
2021-12-02,774.0,5915.0,719.0,43045,0.0949575,23.15,2.197531,70.434602,5.0,
2021-12-03,783.0,5851.0,624.0,39222,0.0949575,23.15,4.950617,93.570399,5.0,
2021-12-04,775.0,5784.0,635.0,33380,0.0949575,23.15,5.012346,85.219304,5.0,
2021-12-05,770.0,5903.0,728.0,35037,0.0949575,23.15,4.740741,88.612839,5.0,
2021-12-06,793.0,5992.0,736.0,51123,0.0949575,23.15,3.32716,93.487431,5.0,
2021-12-07,779.0,6027.0,799.0,48146,0.0949575,23.15,3.333333,88.545534,5.0,
2021-12-08,778.0,6053.0,754.0,50059,0.0949575,23.15,5.506173,79.454119,5.0,
2021-12-09,792.0,6130.0,799.0,48817,0.0949575,23.15,5.32716,88.542165,5.0,
2021-12-10,793.0,6088.0,707.0,45018,0.0949575,23.15,4.765432,81.476031,5.0,
2021-12-11,785.0,6095.0,696.0,41940,0.0949575,23.15,5.141975,92.66515,5.0,
2021-12-12,788.0,6223.0,772.0,46367,0.0949575,23.15,11.530864,88.371956,5.0,
2021-12-13,795.0,6395.0,794.0,76507,0.0949575,26.85,10.234568,89.675805,5.0,
2021-12-14,795.0,6434.0,815.0,90717,0.0949575,26.85,9.388889,94.636051,5.0,
2021-12-15,786.0,6358.0,805.0,99655,0.0949575,38.89,9.271605,84.857391,5.0,
