areaType,areaName,areaCode,date,newAdmissionsWeekly,cumAdmissions
nation,England,E92000001,2023-02-24,6000,979040
nation,England,E92000001,2023-02-23,,978375
nation,England,E92000001,2023-02-22,,977530
nation,England,E92000001,2023-02-21,,976651
nation,England,E92000001,2023-02-20,,975684
nation,England,E92000001,2023-02-19,,974701
nation,England,E92000001,2023-02-18,,973789
nation,England,E92000001,2023-02-17,6192,973040
nation,England,E92000001,2023-02-16,,972255
nation,England,E92000001,2023-02-15,,971296
nation,England,E92000001,2023-02-14,,970318
nation,England,E92000001,2023-02-13,,969406
nation,England,E92000001,2023-02-12,,968457
nation,England,E92000001,2023-02-11,,967591
nation,England,E92000001,2023-02-10,5286,966848
nation,England,E92000001,2023-02-09,,966205
nation,England,E92000001,2023-02-08,,965387
nation,England,E92000001,2023-02-07,,964619
nation,England,E92000001,2023-02-06,,963802
nation,England,E92000001,2023-02-05,,962977
nation,England,E92000001,2023-02-04,,962230
nation,England,E92000001,2023-02-03,4826,961562
nation,England,E92000001,2023-02-02,,960989
nation,England,E92000001,2023-02-01,,960276
nation,England,E92000001,2023-01-31,,959496
nation,England,E92000001,2023-01-30,,958744
nation,England,E92000001,2023-01-29,,958003
nation,England,E92000001,2023-01-28,,957298
nation,England,E92000001,2023-01-27,4313,956736
nation,England,E92000001,2023-01-26,,956178
nation,England,E92000001,2023-01-25,,955524
nation,England,E92000001,2023-01-24,,954818
nation,England,E92000001,2023-01-23,,954123
nation,England,E92000001,2023-01-22,,953506
nation,England,E92000001,2023-01-21,,952916
nation,England,E92000001,2023-01-20,3808,952423
nation,England,E92000001,2023-01-19,,951976
nation,England,E92000001,2023-01-18,,951358
nation,England,E92000001,2023-01-17,,950763
nation,England,E92000001,2023-01-16,,950198
nation,England,E92000001,2023-01-15,,949599
nation,England,E92000001,2023-01-14,,949032
nation,England,E92000001,2023-01-13,4668,948615
nation,England,E92000001,2023-01-12,,948105
nation,England,E92000001,2023-01-11,,947441
nation,England,E92000001,2023-01-10,,946749
nation,England,E92000001,2023-01-09,,946088
nation,England,E92000001,2023-01-08,,945351
nation,England,E92000001,2023-01-07,,944575
nation,England,E92000001,2023-01-06,5941,943947
nation,England,E92000001,2023-01-05,,943242
nation,England,E92000001,2023-01-04,,942343
nation,England,E92000001,2023-01-03,,941421
nation,England,E92000001,2023-01-02,,940429
nation,England,E92000001,2023-01-01,,939513
nation,England,E92000001,2022-12-31,,938729
nation,England,E92000001,2022-12-30,7156,938006
nation,England,E92000001,2022-12-29,,937066
nation,England,E92000001,2022-12-28,,935841
nation,England,E92000001,2022-12-27,,934596
nation,England,E92000001,2022-12-26,,933462
nation,England,E92000001,2022-12-25,,932474
nation,England,E92000001,2022-12-24,,931630
nation,England,E92000001,2022-12-23,8075,930850
nation,England,E92000001,2022-12-22,,929951
nation,England,E92000001,2022-12-21,,928715
nation,England,E92000001,2022-12-20,,927422
nation,England,E92000001,2022-12-19,,926046
nation,England,E92000001,2022-12-18,,924750
nation,England,E92000001,2022-12-17,,923574
nation,England,E92000001,2022-12-16,6306,922775
nation,England,E92000001,2022-12-15,,921941
nation,England,E92000001,2022-12-14,,920877
nation,England,E92000001,2022-12-13,,919914
nation,England,E92000001,2022-12-12,,918888
nation,England,E92000001,2022-12-11,,917923
nation,England,E92000001,2022-12-10,,917051
nation,England,E92000001,2022-12-09,4642,916469
nation,England,E92000001,2022-12-08,,915862
nation,England,E92000001,2022-12-07,,915165
nation,England,E92000001,2022-12-06,,914417
nation,England,E92000001,2022-12-05,,913638
nation,England,E92000001,2022-12-04,,912914
nation,England,E92000001,2022-12-03,,912325
nation,England,E92000001,2022-12-02,3936,911827
nation,England,E92000001,2022-12-01,,911359
nation,England,E92000001,2022-11-30,,910776
nation,England,E92000001,2022-11-29,,910186
nation,England,E92000001,2022-11-28,,909525
nation,England,E92000001,2022-11-27,,908886
nation,England,E92000001,2022-11-26,,908329
nation,England,E92000001,2022-11-25,3380,907891
nation,England,E92000001,2022-11-24,,907448
nation,England,E92000001,2022-11-23,,906926
nation,England,E92000001,2022-11-22,,906390
nation,England,E92000001,2022-11-21,,905843
nation,England,E92000001,2022-11-20,,905340
nation,England,E92000001,2022-11-19,,904906
nation,England,E92000001,2022-11-18,3326,904511
nation,England,E92000001,2022-11-17,,904074
nation,England,E92000001,2022-11-16,,903558
nation,England,E92000001,2022-11-15,,903016
nation,England,E92000001,2022-11-14,,902522
nation,England,E92000001,2022-11-13,,902000
nation,England,E92000001,2022-11-12,,901555
nation,England,E92000001,2022-11-11,3564,901185
nation,England,E92000001,2022-11-10,,900750
nation,England,E92000001,2022-11-09,,900200
nation,England,E92000001,2022-11-08,,899665
nation,England,E92000001,2022-11-07,,899115
nation,England,E92000001,2022-11-06,,898517
nation,England,E92000001,2022-11-05,,898017
nation,England,E92000001,2022-11-04,4026,897621
nation,England,E92000001,2022-11-03,,897211
nation,England,E92000001,2022-11-02,,896643
nation,England,E92000001,2022-11-01,,896072
nation,England,E92000001,2022-10-31,,895383
nation,England,E92000001,2022-10-30,,894753
nation,England,E92000001,2022-10-29,,894113
nation,England,E92000001,2022-10-28,5590,893595
nation,England,E92000001,2022-10-27,,893037
nation,England,E92000001,2022-10-26,,892264
nation,England,E92000001,2022-10-25,,891407
nation,England,E92000001,2022-10-24,,890544
nation,England,E92000001,2022-10-23,,889674
nation,England,E92000001,2022-10-22,,888790
nation,England,E92000001,2022-10-21,7276,888005
nation,England,E92000001,2022-10-20,,887174
nation,England,E92000001,2022-10-19,,886121
nation,England,E92000001,2022-10-18,,885057
nation,England,E92000001,2022-10-17,,883956
nation,England,E92000001,2022-10-16,,882835
nation,England,E92000001,2022-10-15,,881629
nation,England,E92000001,2022-10-14,7994,880729
nation,England,E92000001,2022-10-13,,879751
nation,England,E92000001,2022-10-12,,878504
nation,England,E92000001,2022-10-11,,877354
nation,England,E92000001,2022-10-10,,876147
nation,England,E92000001,2022-10-09,,874872
nation,England,E92000001,2022-10-08,,873620
nation,England,E92000001,2022-10-07,8483,872735
nation,England,E92000001,2022-10-06,,871789
nation,England,E92000001,2022-10-05,,870626
nation,England,E92000001,2022-10-04,,869367
nation,England,E92000001,2022-10-03,,867949
nation,England,E92000001,2022-10-02,,866605
nation,England,E92000001,2022-10-01,,865343
nation,England,E92000001,2022-09-30,6903,864252
nation,England,E92000001,2022-09-29,,863382
