,date,MV Beds Occupied,Hospital Cases,New Admissions,New COVID-19 Cases,Vax_index
0,2020-04-02,1494.0,12135.0,2932.0,4097,0.32999999999999996
1,2020-04-03,1788.0,13635.0,2564.0,4102,0.32999999999999996
2,2020-04-04,1950.0,15469.0,2593.0,3405,0.32999999999999996
3,2020-04-05,2097.0,16657.0,2592.0,3094,0.32999999999999996
4,2020-04-06,2264.0,17154.0,2679.0,4407,0.32999999999999996
5,2020-04-07,2472.0,17814.0,2744.0,4605,0.32999999999999996
6,2020-04-08,2561.0,18152.0,2619.0,4315,0.32999999999999996
7,2020-04-09,2546.0,18423.0,2340.0,4076,0.32999999999999996
8,2020-04-10,2820.0,18669.0,2196.0,3590,0.32999999999999996
9,2020-04-11,2865.0,18604.0,1955.0,3085,0.32999999999999996
10,2020-04-12,2881.0,18974.0,1791.0,2958,0.32999999999999996
11,2020-04-13,2872.0,18621.0,1912.0,3463,0.32999999999999996
12,2020-04-14,2849.0,18552.0,1859.0,3568,0.32999999999999996
13,2020-04-15,2847.0,17934.0,1608.0,4240,0.32999999999999996
14,2020-04-16,2838.0,17783.0,1777.0,4360,0.32999999999999996
15,2020-04-17,2780.0,16728.0,1674.0,4088,0.32999999999999996
16,2020-04-18,2868.0,16850.0,1411.0,4142,0.32999999999999996
17,2020-04-19,2820.0,16928.0,1475.0,3494,0.32999999999999996
18,2020-04-20,2780.0,16654.0,1522.0,3698,0.32999999999999996
19,2020-04-21,2701.0,16517.0,1495.0,3996,0.32999999999999996
20,2020-04-22,2646.0,16018.0,1310.0,4812,0.32999999999999996
21,2020-04-23,2563.0,15402.0,1289.0,4574,0.32999999999999996
22,2020-04-24,2414.0,14642.0,1277.0,4352,0.32999999999999996
23,2020-04-25,2405.0,14202.0,1080.0,3381,0.32999999999999996
24,2020-04-26,2309.0,14174.0,1208.0,3137,0.32999999999999996
25,2020-04-27,2194.0,14255.0,1344.0,4056,0.32999999999999996
26,2020-04-28,2093.0,13565.0,1296.0,4113,0.32999999999999996
27,2020-04-29,2045.0,13224.0,1295.0,4737,0.32999999999999996
28,2020-04-30,1991.0,12922.0,1227.0,4314,0.32999999999999996
29,2020-05-01,1954.0,12623.0,1081.0,4109,0.32999999999999996
30,2020-05-02,1844.0,12314.0,980.0,2762,0.32999999999999996
31,2020-05-03,1795.0,12119.0,1044.0,2648,0.32999999999999996
32,2020-05-04,1724.0,12020.0,1063.0,2851,0.32999999999999996
33,2020-05-05,1662.0,11754.0,959.0,3148,0.32999999999999996
34,2020-05-06,1610.0,11227.0,1040.0,3264,0.32999999999999996
35,2020-05-07,1493.0,10726.0,998.0,3205,0.32999999999999996
36,2020-05-08,1446.0,10249.0,743.0,2622,0.32999999999999996
37,2020-05-09,1398.0,10176.0,798.0,1797,0.32999999999999996
38,2020-05-10,1362.0,9893.0,756.0,2013,0.32999999999999996
39,2020-05-11,1316.0,10109.0,866.0,3088,0.32999999999999996
40,2020-05-12,1247.0,9791.0,844.0,2940,0.32999999999999996
41,2020-05-13,1198.0,9602.0,804.0,2899,0.32999999999999996
42,2020-05-14,1162.0,9231.0,763.0,2222,0.32999999999999996
43,2020-05-15,1200.0,9079.0,738.0,2145,0.32999999999999996
44,2020-05-16,1101.0,8643.0,671.0,1781,0.32999999999999996
45,2020-05-17,1064.0,8611.0,673.0,1593,0.32999999999999996
46,2020-05-18,1010.0,8668.0,733.0,2226,0.32999999999999996
47,2020-05-19,976.0,8518.0,752.0,2602,0.32999999999999996
48,2020-05-20,921.0,8115.0,732.0,2359,0.32999999999999996
49,2020-05-21,894.0,7903.0,715.0,2277,0.32999999999999996
50,2020-05-22,852.0,7761.0,638.0,1798,0.32999999999999996
51,2020-05-23,815.0,7428.0,504.0,1309,0.32999999999999996
52,2020-05-24,786.0,7415.0,497.0,1206,0.32999999999999996
53,2020-05-25,771.0,7448.0,498.0,1389,0.32999999999999996
54,2020-05-26,756.0,7305.0,578.0,1461,0.32999999999999996
55,2020-05-27,696.0,6836.0,589.0,1616,0.32999999999999996
56,2020-05-28,663.0,6528.0,570.0,1575,0.32999999999999996
57,2020-05-29,630.0,6250.0,499.0,1374,0.32999999999999996
58,2020-05-30,628.0,5972.0,466.0,1010,0.32999999999999996
59,2020-05-31,606.0,5933.0,446.0,984,0.32999999999999996
60,2020-06-01,584.0,5954.0,522.0,1319,0.32999999999999996
61,2020-06-02,553.0,5827.0,553.0,1365,0.32999999999999996
62,2020-06-03,523.0,5600.0,491.0,1251,0.32999999999999996
63,2020-06-04,494.0,5398.0,458.0,1147,0.32999999999999996
64,2020-06-05,481.0,5213.0,380.0,1020,0.32999999999999996
65,2020-06-06,473.0,5004.0,306.0,723,0.32999999999999996
66,2020-06-07,448.0,4820.0,323.0,668,0.32999999999999996
67,2020-06-08,443.0,4830.0,348.0,990,0.32999999999999996
68,2020-06-09,427.0,4665.0,397.0,1066,0.32999999999999996
69,2020-06-10,384.0,4447.0,402.0,1086,0.32999999999999996
70,2020-06-11,334.0,4179.0,330.0,915,0.32999999999999996
71,2020-06-12,336.0,4136.0,298.0,938,0.32999999999999996
72,2020-06-13,339.0,4000.0,265.0,785,0.32999999999999996
73,2020-06-14,343.0,3973.0,306.0,752,0.32999999999999996
74,2020-06-15,327.0,3920.0,365.0,944,0.32999999999999996
75,2020-06-16,327.0,3934.0,354.0,996,0.32999999999999996
76,2020-06-17,300.0,3826.0,334.0,914,0.32999999999999996
77,2020-06-18,299.0,3681.0,312.0,938,0.32999999999999996
78,2020-06-19,283.0,3575.0,253.0,818,0.32999999999999996
79,2020-06-20,297.0,3423.0,184.0,626,0.32999999999999996
80,2020-06-21,265.0,3373.0,215.0,550,0.32999999999999996
81,2020-06-22,296.0,3417.0,318.0,821,0.32999999999999996
82,2020-06-23,266.0,3288.0,275.0,727,0.32999999999999996
83,2020-06-24,264.0,3223.0,262.0,732,0.32999999999999996
84,2020-06-25,236.0,3066.0,256.0,643,0.32999999999999996
85,2020-06-26,226.0,2859.0,248.0,640,0.32999999999999996
86,2020-06-27,233.0,2819.0,209.0,506,0.32999999999999996
87,2020-06-28,236.0,2818.0,155.0,413,0.32999999999999996
88,2020-06-29,228.0,3024.0,172.0,666,0.32999999999999996
89,2020-06-30,238.0,2665.0,189.0,578,0.32999999999999996
90,2020-07-01,220.0,2509.0,201.0,607,0.32999999999999996
91,2020-07-02,211.0,2410.0,149.0,561,0.32999999999999996
92,2020-07-03,202.0,2294.0,146.0,536,0.32999999999999996
93,2020-07-04,186.0,2152.0,120.0,385,0.32999999999999996
94,2020-07-05,190.0,2100.0,131.0,544,0.32999999999999996
95,2020-07-06,188.0,2099.0,150.0,664,0.32999999999999996
96,2020-07-07,178.0,2010.0,148.0,565,0.32999999999999996
97,2020-07-08,164.0,1888.0,141.0,682,0.32999999999999996
98,2020-07-09,167.0,1801.0,136.0,688,0.32999999999999996
99,2020-07-10,162.0,1746.0,104.0,524,0.32999999999999996
100,2020-07-11,152.0,1640.0,97.0,432,0.32999999999999996
101,2020-07-12,139.0,1611.0,72.0,351,0.32999999999999996
102,2020-07-13,138.0,1612.0,137.0,694,0.32999999999999996
103,2020-07-14,123.0,1506.0,122.0,661,0.32999999999999996
104,2020-07-15,136.0,1489.0,116.0,726,0.32999999999999996
105,2020-07-16,118.0,1348.0,114.0,644,0.32999999999999996
106,2020-07-17,122.0,1346.0,83.0,548,0.32999999999999996
107,2020-07-18,118.0,1321.0,48.0,473,0.32999999999999996
108,2020-07-19,119.0,1301.0,72.0,419,0.32999999999999996
109,2020-07-20,112.0,1278.0,86.0,769,0.32999999999999996
110,2020-07-21,106.0,1188.0,79.0,697,0.32999999999999996
111,2020-07-22,97.0,1305.0,82.0,764,0.32999999999999996
112,2020-07-23,101.0,1095.0,109.0,741,0.32999999999999996
113,2020-07-24,92.0,1018.0,93.0,720,0.32999999999999996
114,2020-07-25,82.0,977.0,65.0,499,0.32999999999999996
115,2020-07-26,81.0,965.0,64.0,518,0.32999999999999996
116,2020-07-27,83.0,945.0,82.0,824,0.32999999999999996
117,2020-07-28,78.0,944.0,69.0,796,0.32999999999999996
118,2020-07-29,72.0,927.0,63.0,994,0.32999999999999996
119,2020-07-30,70.0,898.0,75.0,879,0.32999999999999996
120,2020-07-31,71.0,870.0,55.0,644,0.32999999999999996
121,2020-08-01,74.0,879.0,50.0,508,0.32999999999999996
122,2020-08-02,72.0,847.0,57.0,518,0.32999999999999996
123,2020-08-03,67.0,842.0,74.0,963,0.32999999999999996
124,2020-08-04,65.0,807.0,58.0,965,0.32999999999999996
125,2020-08-05,63.0,805.0,60.0,973,0.32999999999999996
126,2020-08-06,61.0,756.0,52.0,1005,0.32999999999999996
127,2020-08-07,57.0,711.0,60.0,892,0.32999999999999996
128,2020-08-08,55.0,650.0,78.0,648,0.32999999999999996
129,2020-08-09,56.0,611.0,53.0,569,0.32999999999999996
130,2020-08-10,60.0,714.0,50.0,1375,0.32999999999999996
131,2020-08-11,63.0,672.0,63.0,1247,0.32999999999999996
132,2020-08-12,68.0,642.0,51.0,1126,0.32999999999999996
133,2020-08-13,64.0,652.0,60.0,1036,0.32999999999999996
134,2020-08-14,63.0,642.0,55.0,1059,0.32999999999999996
135,2020-08-15,68.0,630.0,38.0,656,0.32999999999999996
136,2020-08-16,69.0,634.0,39.0,534,0.32999999999999996
137,2020-08-17,67.0,626.0,46.0,1159,0.32999999999999996
138,2020-08-18,64.0,597.0,56.0,955,0.32999999999999996
139,2020-08-19,63.0,571.0,58.0,1109,0.32999999999999996
140,2020-08-20,64.0,551.0,45.0,1254,0.32999999999999996
141,2020-08-21,64.0,528.0,49.0,1031,0.32999999999999996
142,2020-08-22,66.0,594.0,25.0,732,0.32999999999999996
143,2020-08-23,65.0,522.0,44.0,704,0.32999999999999996
144,2020-08-24,62.0,522.0,41.0,1156,0.32999999999999996
145,2020-08-25,62.0,500.0,60.0,1085,0.32999999999999996
146,2020-08-26,55.0,485.0,52.0,1181,0.32999999999999996
147,2020-08-27,62.0,492.0,69.0,1356,0.32999999999999996
148,2020-08-28,52.0,469.0,44.0,1395,0.32999999999999996
149,2020-08-29,56.0,478.0,52.0,1051,0.32999999999999996
150,2020-08-30,52.0,479.0,38.0,987,0.32999999999999996
151,2020-08-31,54.0,495.0,52.0,1279,0.32999999999999996
152,2020-09-01,59.0,496.0,58.0,1962,0.32999999999999996
153,2020-09-02,59.0,451.0,79.0,2696,0.32999999999999996
154,2020-09-03,58.0,468.0,69.0,2716,0.32999999999999996
155,2020-09-04,54.0,474.0,67.0,2637,0.32999999999999996
156,2020-09-05,50.0,471.0,94.0,2200,0.32999999999999996
157,2020-09-06,52.0,483.0,85.0,2079,0.32999999999999996
158,2020-09-07,62.0,555.0,84.0,3530,0.32999999999999996
159,2020-09-08,64.0,535.0,99.0,3071,0.32999999999999996
160,2020-09-09,64.0,557.0,136.0,2893,0.32999999999999996
161,2020-09-10,62.0,572.0,143.0,3143,0.32999999999999996
162,2020-09-11,129.0,622.0,135.0,2893,0.32999999999999996
163,2020-09-12,70.0,663.0,143.0,2224,0.32999999999999996
164,2020-09-13,74.0,691.0,153.0,1722,0.32999999999999996
165,2020-09-14,88.0,812.0,172.0,2941,0.32999999999999996
166,2020-09-15,101.0,891.0,194.0,3057,0.32999999999999996
167,2020-09-16,107.0,929.0,183.0,3778,0.32999999999999996
168,2020-09-17,108.0,984.0,199.0,3979,0.32999999999999996
169,2020-09-18,115.0,1020.0,205.0,4290,0.32999999999999996
170,2020-09-19,123.0,1081.0,204.0,4215,0.32999999999999996
171,2020-09-20,142.0,1174.0,237.0,4652,0.32999999999999996
172,2020-09-21,154.0,1299.0,275.0,4727,0.32999999999999996
173,2020-09-22,179.0,1378.0,268.0,5400,0.32999999999999996
174,2020-09-23,192.0,1439.0,314.0,5933,0.32999999999999996
175,2020-09-24,209.0,1546.0,288.0,6361,0.32999999999999996
176,2020-09-25,227.0,1686.0,274.0,6105,0.32999999999999996
177,2020-09-26,223.0,1689.0,245.0,5704,0.32999999999999996
178,2020-09-27,233.0,1793.0,241.0,6084,0.32999999999999996
179,2020-09-28,245.0,1955.0,308.0,8641,0.32999999999999996
180,2020-09-29,259.0,1954.0,310.0,8832,0.32999999999999996
181,2020-09-30,282.0,2036.0,328.0,10663,0.32999999999999996
182,2020-10-01,285.0,2069.0,368.0,11444,0.32999999999999996
183,2020-10-02,311.0,2180.0,371.0,11719,0.32999999999999996
184,2020-10-03,307.0,2290.0,386.0,9820,0.32999999999999996
185,2020-10-04,310.0,2435.0,478.0,9966,0.32999999999999996
186,2020-10-05,331.0,2705.0,472.0,14218,0.32999999999999996
187,2020-10-06,349.0,2903.0,524.0,14458,0.32999999999999996
188,2020-10-07,376.0,3066.0,491.0,15418,0.32999999999999996
189,2020-10-08,368.0,3179.0,513.0,15452,0.32999999999999996
190,2020-10-09,367.0,3238.0,544.0,13159,0.32999999999999996
191,2020-10-10,396.0,3369.0,515.0,10301,0.32999999999999996
192,2020-10-11,401.0,3604.0,628.0,9781,0.32999999999999996
193,2020-10-12,426.0,3827.0,664.0,16420,0.32999999999999996
194,2020-10-13,441.0,4105.0,764.0,15660,0.32999999999999996
195,2020-10-14,468.0,4313.0,706.0,16646,0.32999999999999996
196,2020-10-15,482.0,4569.0,792.0,15428,0.32999999999999996
197,2020-10-16,482.0,4854.0,632.0,14761,0.32999999999999996
198,2020-10-17,495.0,5029.0,785.0,12487,0.32999999999999996
199,2020-10-18,504.0,5202.0,870.0,11982,0.32999999999999996
200,2020-10-19,529.0,5644.0,861.0,22369,0.32999999999999996
201,2020-10-20,560.0,6072.0,925.0,21638,0.32999999999999996
202,2020-10-21,572.0,6271.0,997.0,21762,0.32999999999999996
203,2020-10-22,564.0,6345.0,987.0,19866,0.32999999999999996
204,2020-10-23,602.0,6842.0,997.0,18359,0.32999999999999996
205,2020-10-24,632.0,7176.0,990.0,13713,0.32999999999999996
206,2020-10-25,663.0,7612.0,1186.0,13353,0.32999999999999996
207,2020-10-26,682.0,7856.0,1279.0,23033,0.32999999999999996
208,2020-10-27,743.0,8595.0,1190.0,20762,0.32999999999999996
209,2020-10-28,788.0,9070.0,1239.0,20547,0.32999999999999996
