epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.05868864804506302,0.0034559068735688925
0,26,0.1623964160680771,,,
1,49,,0.007649500388652086,,
1,53,,,0.06972543895244598,0.004873187746852636
1,53,0.05323811620473862,,,
2,80,,,0.06867949664592743,0.004728423897176981
2,80,0.053710367530584335,,,
3,99,,0.003646697849035263,,
3,107,,,0.041660718619823456,0.0017471652245149016
3,107,0.05371354892849922,,,
4,134,,,0.06351383775472641,0.004045557230710983
4,134,0.05332447960972786,,,
5,149,,0.009089728817343712,,
5,161,,,0.04866345599293709,0.0023796819150447845
5,161,0.053409382700920105,,,
6,188,,,0.07288262993097305,0.005323427263647318
6,188,0.054458145052194595,,,
7,199,,0.006943780928850174,,
7,215,,,0.08010027557611465,0.0064276037737727165
7,215,0.05707321688532829,,,
8,242,,,0.0697965919971466,0.004883114714175463
8,242,0.05486156791448593,,,
9,249,,0.008013110607862473,,
9,269,,,0.04518548399209976,0.002053277799859643
9,269,0.0540139377117157,,,
10,296,,,0.0369778648018837,0.0013789121294394135
10,296,0.05347290262579918,,,
11,299,,0.008724687620997429,,
11,323,,,0.07420153170824051,0.005517417099326849
11,323,0.05297310650348663,,,
12,349,,0.004264249932020903,,
12,350,,,0.05063868314027786,0.0025758258998394012
12,350,0.053593333810567856,,,
13,377,,,0.054934121668338776,0.0030293073505163193
13,377,0.054193634539842606,,,
14,399,,0.005590276792645454,,
14,404,,,0.03652534633874893,0.0013456506421789527
14,404,0.05486900731921196,,,
15,431,,,0.05065060406923294,0.002577033592388034
15,431,0.05260659381747246,,,
16,449,,0.004996723495423794,,
16,458,,,0.07209587842226028,0.005209365393966436
16,458,0.05364661291241646,,,
17,485,,,0.0763576477766037,0.005842041224241257
17,485,0.05319424718618393,,,
18,499,,0.008806840516626835,,
18,512,,,0.07609598338603973,0.005802149418741465
18,512,0.054110366851091385,,,
19,539,,,0.07505098730325699,0.005644200835376978
19,539,0.05393918603658676,,,
20,549,,0.0039368425495922565,,
20,566,,,0.0736507922410965,0.0054359897039830685
20,566,0.0548565499484539,,,
21,593,,,0.046285200864076614,0.002153869951143861
21,593,0.05316551774740219,,,
22,599,,0.010787654668092728,,
22,620,,,0.041326187551021576,0.0017194035463035107
22,620,0.05329751968383789,,,
23,647,,,0.06574796885251999,0.004334344994276762
23,647,0.05225265398621559,,,
24,649,,0.006328160874545574,,
24,674,,,0.04722996801137924,0.0022422196343541145
24,674,0.05624336004257202,,,
25,699,,0.0032911384478211403,,
25,701,,,0.042246825993061066,0.0017963439458981156
25,701,0.05338767170906067,,,
26,728,,,0.06077694147825241,0.003705386072397232
26,728,0.052385903894901276,,,
27,749,,0.0023409698624163866,,
27,755,,,0.06860651820898056,0.00471840426325798
27,755,0.053772032260894775,,,
28,782,,,0.06649761646986008,0.0044334824196994305
28,782,0.05320819839835167,,,
29,799,,0.0025585629045963287,,
29,809,,,0.07830001413822174,0.0061424425803124905
29,809,0.05289600044488907,,,
30,836,,,0.04680577665567398,0.0022023303899914026
30,836,0.055472273379564285,,,
31,849,,0.007787713780999184,,
31,863,,,0.058351729065179825,0.003416474210098386
31,863,0.05301690474152565,,,
32,890,,,0.05969534069299698,0.003575083566829562
32,890,0.05292435362935066,,,
33,899,,0.004106639418751001,,
33,917,,,0.05562036484479904,0.0031051747500896454
33,917,0.052382152527570724,,,
34,944,,,0.061006344854831696,0.003733323886990547
34,944,0.052736032754182816,,,
