epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.05585096776485443,0.003157842205837369
0,26,0.0723075270652771,,,
1,49,,0.001731476397253573,,
1,53,,,0.03740943595767021,0.0014521372504532337
1,53,0.036059509962797165,,,
2,80,,,0.020063841715455055,0.00041472335578873754
2,80,0.03192548826336861,,,
3,99,,0.0008682609186507761,,
3,107,,,0.02133352868258953,0.00047002313658595085
3,107,0.02614612877368927,,,
4,134,,,0.011629326269030571,0.00016240784316323698
4,134,0.025331737473607063,,,
5,149,,0.0008179055294021964,,
5,161,,,0.03274472430348396,0.001120256376452744
5,161,0.018759120255708694,,,
6,188,,,0.017804458737373352,0.00044568610610440373
6,188,0.02033158391714096,,,
7,199,,0.0005757592152804136,,
7,215,,,0.0040404400788247585,2.5269890102208592e-05
7,215,0.018128320574760437,,,
8,242,,,0.01867257058620453,0.0003600783529691398
8,242,0.017922846600413322,,,
9,249,,0.0002755687164608389,,
9,269,,,0.005770764779299498,3.67584107152652e-05
9,269,0.01585257053375244,,,
10,296,,,0.012766396626830101,0.0001747387577779591
10,296,0.017834296450018883,,,
11,299,,0.0007079950300976634,,
11,323,,,0.0033378214575350285,1.464578599552624e-05
11,323,0.01297821570187807,,,
12,349,,0.00015386193990707397,,
12,350,,,0.002172584878280759,6.256359483813867e-06
12,350,0.010496195405721664,,,
13,377,,,0.010916575789451599,0.00012246328697074205
13,377,0.00881880708038807,,,
14,399,,9.486838825978339e-05,,
14,404,,,0.006269821897149086,4.225620432407595e-05
14,404,0.007656721863895655,,,
15,431,,,0.006324014160782099,4.4915352191310376e-05
15,431,0.009226705878973007,,,
16,449,,0.0002268085809191689,,
16,458,,,0.0038081377279013395,1.6675581719027832e-05
16,458,0.009497076272964478,,,
17,485,,,0.0050301519222557545,2.7358642910257913e-05
17,485,0.004672194365411997,,,
18,499,,3.8868936826474965e-05,,
18,512,,,0.010726057924330235,0.00011601349979173392
18,512,0.005249548237770796,,,
19,539,,,0.0011659329757094383,2.147503437299747e-06
19,539,0.007517835590988398,,,
20,549,,4.4015516323270276e-05,,
20,566,,,0.0012771139154210687,2.283937874381081e-06
20,566,0.006630695890635252,,,
21,593,,,0.008143496699631214,6.791533814975992e-05
21,593,0.008095957338809967,,,
22,599,,6.975104042794555e-05,,
22,620,,,0.010014553554356098,0.00010125514381797984
22,620,0.008303600363433361,,,
23,647,,,0.005555042997002602,3.317060327390209e-05
23,647,0.00792880542576313,,,
24,649,,1.4297464986157138e-05,,
24,674,,,0.00591590441763401,3.5932207538280636e-05
24,674,0.0050216191448271275,,,
25,699,,2.160831900255289e-05,,
25,701,,,0.004195168148726225,1.8583141354611143e-05
25,701,0.00498897023499012,,,
26,728,,,0.008800247684121132,7.854781142668799e-05
26,728,0.0055709294974803925,,,
27,749,,5.066637459094636e-05,,
27,755,,,0.005134981591254473,3.0111918022157624e-05
27,755,0.00664376188069582,,,
28,782,,,0.001978240441530943,4.938583970215404e-06
28,782,0.005201653111726046,,,
29,799,,1.59736919158604e-05,,
29,809,,,0.0010388169903308153,1.5885284483374562e-06
