MAE_Susceptible,MAE_Infected,MAE_Recovered,MAE_Deceased,MSE_Susceptible,MSE_Infected,MSE_Recovered,MSE_Deceased,MASE_Susceptible,MASE_Infected,MASE_Recovered,MASE_Deceased,Forecast_Bias_Susceptible,Forecast_Bias_Infected,Forecast_Bias_Recovered,Forecast_Bias_Deceased
69583.50655004835,85478.5629201781,40118.792296469444,723.0763685161562,43500809985.41749,25950362211.25854,8823492875.305532,2783672.4307485605,8.566561481918532,19.49860984010215,6.6917147045228385,4.579440943621702,65287.83086491735,-84516.65342408055,-22090.7231009662,204.70576371173453
