MAE_Susceptible,MAE_Infected,MAE_Recovered,MAE_Deceased,MSE_Susceptible,MSE_Infected,MSE_Recovered,MSE_Deceased,MASE_Susceptible,MASE_Infected,MASE_Recovered,MASE_Deceased,Forecast_Bias_Susceptible,Forecast_Bias_Infected,Forecast_Bias_Recovered,Forecast_Bias_Deceased
14478.027022841803,21993.322441154836,91295.98378968093,55312.292885952025,465144571.88193756,1001628963.1890659,15648426940.485487,5770948516.177894,13.30409869512461,13.567558627781914,50.02526026979512,627.1581881427084,10343.06264034053,-20205.1688927131,-82436.13137820699,50648.63384804189
