MAE_Susceptible,MAE_Infected,MAE_Recovered,MAE_Deceased,MSE_Susceptible,MSE_Infected,MSE_Recovered,MSE_Deceased,MASE_Susceptible,MASE_Infected,MASE_Recovered,MASE_Deceased,Forecast_Bias_Susceptible,Forecast_Bias_Infected,Forecast_Bias_Recovered,Forecast_Bias_Deceased
1012110.2117430086,169902.91651824207,382433.4357854543,162508.1935132144,9673355462144.014,61588696750.64659,257878993258.83115,136330812409.0171,4.281863021830344,43.04971486869539,63.78894526124421,1029.2089569675716,1303.6939569275294,-85566.52324534363,1373.1477610335362,140.77969347894648
