epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,12,,,3.9334685802459717,15.472174644470215
0,12,4.503042697906494,,,
1,25,,,0.6888017058372498,0.4744478166103363
1,25,2.3949532508850098,,,
2,38,,,1.176085114479065,1.3831762075424194
2,38,0.9856657385826111,,,
3,49,,0.054825372993946075,,
3,51,,,0.5156549215316772,0.26589998602867126
3,51,0.5594186782836914,,,
4,64,,,0.17895935475826263,0.03202645853161812
4,64,0.3138420283794403,,,
5,77,,,0.08102881908416748,0.006565673742443323
5,77,0.16027021408081055,,,
6,90,,,0.05548223853111267,0.0030782828107476234
6,90,0.08137574046850204,,,
7,99,,0.0031749492045491934,,
7,103,,,0.040058135986328125,0.0016046585515141487
7,103,0.042066022753715515,,,
8,116,,,0.02162676863372326,0.0004677216347772628
8,116,0.022380558773875237,,,
9,129,,,0.004319903440773487,1.8666103642317466e-05
9,129,0.011198755353689194,,,
10,142,,,0.003901633433997631,1.5227282347041182e-05
10,142,0.005089494399726391,,,
11,149,,1.6893742213142104e-05,,
11,155,,,0.0028834370896220207,8.318748768942896e-06
11,155,0.0030790565069764853,,,
12,168,,,0.0004787118232343346,2.3370405699552066e-07
12,168,0.0016851495020091534,,,
13,181,,,0.0007162363617680967,5.17533578658913e-07
13,181,0.0011485654395073652,,,
14,194,,,0.0007386534125544131,5.501479449776525e-07
14,194,0.0008934042998589575,,,
15,199,,1.3445798003886011e-06,,
15,207,,,0.00025078942417167127,6.743437097611604e-08
15,207,0.0008978221449069679,,,
16,220,,,0.00018453309894539416,3.859151220808599e-08
16,220,0.0008659778977744281,,,
17,233,,,0.0005444316775538027,3.0094494718468923e-07
17,233,0.000822528381831944,,,
18,246,,,0.00019762208103202283,4.359353411587108e-08
18,246,0.0008087031310424209,,,
19,249,,1.4875078022669186e-06,,
19,259,,,0.0001311330997850746,2.1734932076356017e-08
19,259,0.0007719097193330526,,,
20,272,,,0.00013544867397285998,2.2885393136107268e-08
20,272,0.0007815446006134152,,,
21,285,,,0.000342759391060099,1.2202303878439125e-07
21,285,0.0008237654692493379,,,
22,298,,,0.00019043972133658826,4.080633075886908e-08
22,298,0.0008626799681223929,,,
