,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude,region,epi_week
1452,2021-04-06 00:00:00,392.0,3.0,614888.0,17970.0,7300075,151261,54.016667,-2.633333,North West England,202114
1453,2021-04-07 00:00:00,386.0,4.0,615274.0,17974.0,7300075,151261,54.016667,-2.633333,North West England,202114
1454,2021-04-08 00:00:00,385.0,6.0,615659.0,17980.0,7300075,151261,54.016667,-2.633333,North West England,202114
1455,2021-04-09 00:00:00,340.0,6.0,615999.0,17986.0,7300075,151261,54.016667,-2.633333,North West England,202114
1456,2021-04-10 00:00:00,271.0,4.0,616270.0,17990.0,7300075,151261,54.016667,-2.633333,North West England,202114
1457,2021-04-11 00:00:00,287.0,2.0,616557.0,17992.0,7300075,151261,54.016667,-2.633333,North West England,202115
1458,2021-04-12 00:00:00,331.0,7.0,616888.0,17999.0,7300075,151261,54.016667,-2.633333,North West England,202115
1459,2021-04-13 00:00:00,294.0,4.0,617182.0,18003.0,7300075,151261,54.016667,-2.633333,North West England,202115
1460,2021-04-14 00:00:00,303.0,3.0,617485.0,18006.0,7300075,151261,54.016667,-2.633333,North West England,202115
1461,2021-04-15 00:00:00,280.0,4.0,617765.0,18010.0,7300075,151261,54.016667,-2.633333,North West England,202115
1462,2021-04-16 00:00:00,235.0,2.0,618000.0,18012.0,7300075,151261,54.016667,-2.633333,North West England,202115
1463,2021-04-17 00:00:00,177.0,1.0,618177.0,18013.0,7300075,151261,54.016667,-2.633333,North West England,202115
1464,2021-04-18 00:00:00,295.0,2.0,618472.0,18015.0,7300075,151261,54.016667,-2.633333,North West England,202116
1465,2021-04-19 00:00:00,279.0,3.0,618751.0,18018.0,7300075,151261,54.016667,-2.633333,North West England,202116
1466,2021-04-20 00:00:00,269.0,6.0,619020.0,18024.0,7300075,151261,54.016667,-2.633333,North West England,202116
1467,2021-04-21 00:00:00,279.0,2.0,619299.0,18026.0,7300075,151261,54.016667,-2.633333,North West England,202116
1468,2021-04-22 00:00:00,258.0,2.0,619557.0,18028.0,7300075,151261,54.016667,-2.633333,North West England,202116
1469,2021-04-23 00:00:00,239.0,1.0,619796.0,18029.0,7300075,151261,54.016667,-2.633333,North West England,202116
1470,2021-04-24 00:00:00,163.0,3.0,619959.0,18032.0,7300075,151261,54.016667,-2.633333,North West England,202116
1471,2021-04-25 00:00:00,290.0,1.0,620249.0,18033.0,7300075,151261,54.016667,-2.633333,North West England,202117
1472,2021-04-26 00:00:00,357.0,2.0,620606.0,18035.0,7300075,151261,54.016667,-2.633333,North West England,202117
1473,2021-04-27 00:00:00,282.0,1.0,620888.0,18036.0,7300075,151261,54.016667,-2.633333,North West England,202117
1474,2021-04-28 00:00:00,338.0,2.0,621226.0,18038.0,7300075,151261,54.016667,-2.633333,North West England,202117
1475,2021-04-29 00:00:00,310.0,5.0,621536.0,18043.0,7300075,151261,54.016667,-2.633333,North West England,202117
1476,2021-04-30 00:00:00,242.0,0.0,621778.0,18043.0,7300075,151261,54.016667,-2.633333,North West England,202117
1477,2021-05-01 00:00:00,194.0,1.0,621972.0,18044.0,7300075,151261,54.016667,-2.633333,North West England,202117
1478,2021-05-02 00:00:00,203.0,1.0,622175.0,18045.0,7300075,151261,54.016667,-2.633333,North West England,202118
1479,2021-05-03 00:00:00,280.0,1.0,622455.0,18046.0,7300075,151261,54.016667,-2.633333,North West England,202118
1480,2021-05-04 00:00:00,390.0,1.0,622845.0,18047.0,7300075,151261,54.016667,-2.633333,North West England,202118
1481,2021-05-05 00:00:00,421.0,3.0,623266.0,18050.0,7300075,151261,54.016667,-2.633333,North West England,202118
1482,2021-05-06 00:00:00,378.0,0.0,623644.0,18050.0,7300075,151261,54.016667,-2.633333,North West England,202118
1483,2021-05-07 00:00:00,342.0,0.0,623986.0,18050.0,7300075,151261,54.016667,-2.633333,North West England,202118
1484,2021-05-08 00:00:00,256.0,0.0,624242.0,18050.0,7300075,151261,54.016667,-2.633333,North West England,202118
1485,2021-05-09 00:00:00,410.0,2.0,624652.0,18052.0,7300075,151261,54.016667,-2.633333,North West England,202119
1486,2021-05-10 00:00:00,525.0,4.0,625177.0,18056.0,7300075,151261,54.016667,-2.633333,North West England,202119
1487,2021-05-11 00:00:00,434.0,3.0,625611.0,18059.0,7300075,151261,54.016667,-2.633333,North West England,202119
1488,2021-05-12 00:00:00,467.0,1.0,626078.0,18060.0,7300075,151261,54.016667,-2.633333,North West England,202119
1489,2021-05-13 00:00:00,365.0,2.0,626443.0,18062.0,7300075,151261,54.016667,-2.633333,North West England,202119
1490,2021-05-14 00:00:00,418.0,0.0,626861.0,18062.0,7300075,151261,54.016667,-2.633333,North West England,202119
1491,2021-05-15 00:00:00,359.0,2.0,627220.0,18064.0,7300075,151261,54.016667,-2.633333,North West England,202119
1492,2021-05-16 00:00:00,426.0,1.0,627646.0,18065.0,7300075,151261,54.016667,-2.633333,North West England,202120
1493,2021-05-17 00:00:00,652.0,1.0,628298.0,18066.0,7300075,151261,54.016667,-2.633333,North West England,202120
1494,2021-05-18 00:00:00,716.0,0.0,629014.0,18066.0,7300075,151261,54.016667,-2.633333,North West England,202120
1495,2021-05-19 00:00:00,574.0,0.0,629588.0,18066.0,7300075,151261,54.016667,-2.633333,North West England,202120
1496,2021-05-20 00:00:00,568.0,1.0,630156.0,18067.0,7300075,151261,54.016667,-2.633333,North West England,202120
1497,2021-05-21 00:00:00,537.0,3.0,630693.0,18070.0,7300075,151261,54.016667,-2.633333,North West England,202120
1498,2021-05-22 00:00:00,475.0,1.0,631168.0,18071.0,7300075,151261,54.016667,-2.633333,North West England,202120
1499,2021-05-23 00:00:00,552.0,3.0,631720.0,18074.0,7300075,151261,54.016667,-2.633333,North West England,202121
1500,2021-05-24 00:00:00,928.0,2.0,632648.0,18076.0,7300075,151261,54.016667,-2.633333,North West England,202121
1501,2021-05-25 00:00:00,930.0,1.0,633578.0,18077.0,7300075,151261,54.016667,-2.633333,North West England,202121
1502,2021-05-26 00:00:00,1092.0,3.0,634670.0,18080.0,7300075,151261,54.016667,-2.633333,North West England,202121
1503,2021-05-27 00:00:00,1049.0,2.0,635719.0,18082.0,7300075,151261,54.016667,-2.633333,North West England,202121
1504,2021-05-28 00:00:00,993.0,3.0,636712.0,18085.0,7300075,151261,54.016667,-2.633333,North West England,202121
1505,2021-05-29 00:00:00,866.0,2.0,637578.0,18087.0,7300075,151261,54.016667,-2.633333,North West England,202121
1506,2021-05-30 00:00:00,880.0,3.0,638458.0,18090.0,7300075,151261,54.016667,-2.633333,North West England,202122
1507,2021-05-31 00:00:00,1118.0,2.0,639576.0,18092.0,7300075,151261,54.016667,-2.633333,North West England,202122
1508,2021-06-01 00:00:00,1660.0,1.0,641236.0,18093.0,7300075,151261,54.016667,-2.633333,North West England,202122
1509,2021-06-02 00:00:00,1827.0,2.0,643063.0,18095.0,7300075,151261,54.016667,-2.633333,North West England,202122
1510,2021-06-03 00:00:00,1881.0,4.0,644944.0,18099.0,7300075,151261,54.016667,-2.633333,North West England,202122
1511,2021-06-04 00:00:00,1813.0,4.0,646757.0,18103.0,7300075,151261,54.016667,-2.633333,North West England,202122
1512,2021-06-05 00:00:00,1421.0,2.0,648178.0,18105.0,7300075,151261,54.016667,-2.633333,North West England,202122
1513,2021-06-06 00:00:00,1718.0,1.0,649896.0,18106.0,7300075,151261,54.016667,-2.633333,North West England,202123
1514,2021-06-07 00:00:00,2422.0,3.0,652318.0,18109.0,7300075,151261,54.016667,-2.633333,North West England,202123
1515,2021-06-08 00:00:00,2259.0,1.0,654577.0,18110.0,7300075,151261,54.016667,-2.633333,North West England,202123
1516,2021-06-09 00:00:00,2273.0,3.0,656850.0,18113.0,7300075,151261,54.016667,-2.633333,North West England,202123
1517,2021-06-10 00:00:00,2272.0,3.0,659122.0,18116.0,7300075,151261,54.016667,-2.633333,North West England,202123
1518,2021-06-11 00:00:00,2154.0,3.0,661276.0,18119.0,7300075,151261,54.016667,-2.633333,North West England,202123
1519,2021-06-12 00:00:00,1705.0,3.0,662981.0,18122.0,7300075,151261,54.016667,-2.633333,North West England,202123
1520,2021-06-13 00:00:00,1980.0,0.0,664961.0,18122.0,7300075,151261,54.016667,-2.633333,North West England,202124
1521,2021-06-14 00:00:00,2807.0,6.0,667768.0,18128.0,7300075,151261,54.016667,-2.633333,North West England,202124
1522,2021-06-15 00:00:00,2889.0,6.0,670657.0,18134.0,7300075,151261,54.016667,-2.633333,North West England,202124
1523,2021-06-16 00:00:00,2883.0,5.0,673540.0,18139.0,7300075,151261,54.016667,-2.633333,North West England,202124
1524,2021-06-17 00:00:00,2859.0,1.0,676399.0,18140.0,7300075,151261,54.016667,-2.633333,North West England,202124
1525,2021-06-18 00:00:00,2508.0,4.0,678907.0,18144.0,7300075,151261,54.016667,-2.633333,North West England,202124
1526,2021-06-19 00:00:00,2039.0,10.0,680946.0,18154.0,7300075,151261,54.016667,-2.633333,North West England,202124
1527,2021-06-20 00:00:00,2438.0,10.0,683384.0,18164.0,7300075,151261,54.016667,-2.633333,North West England,202125
1528,2021-06-21 00:00:00,3654.0,10.0,687038.0,18174.0,7300075,151261,54.016667,-2.633333,North West England,202125
1529,2021-06-22 00:00:00,3634.0,4.0,690672.0,18178.0,7300075,151261,54.016667,-2.633333,North West England,202125
1530,2021-06-23 00:00:00,3749.0,4.0,694421.0,18182.0,7300075,151261,54.016667,-2.633333,North West England,202125
1531,2021-06-24 00:00:00,3811.0,9.0,698232.0,18191.0,7300075,151261,54.016667,-2.633333,North West England,202125
1532,2021-06-25 00:00:00,3454.0,7.0,701686.0,18198.0,7300075,151261,54.016667,-2.633333,North West England,202125
1533,2021-06-26 00:00:00,2994.0,3.0,704680.0,18201.0,7300075,151261,54.016667,-2.633333,North West England,202125
1534,2021-06-27 00:00:00,3379.0,6.0,708059.0,18207.0,7300075,151261,54.016667,-2.633333,North West England,202126
1535,2021-06-28 00:00:00,5449.0,7.0,713508.0,18214.0,7300075,151261,54.016667,-2.633333,North West England,202126
1536,2021-06-29 00:00:00,4995.0,7.0,718503.0,18221.0,7300075,151261,54.016667,-2.633333,North West England,202126
1537,2021-06-30 00:00:00,5055.0,9.0,723558.0,18230.0,7300075,151261,54.016667,-2.633333,North West England,202126
1538,2021-07-01 00:00:00,4942.0,5.0,728500.0,18235.0,7300075,151261,54.016667,-2.633333,North West England,202126
1539,2021-07-02 00:00:00,4386.0,13.0,732886.0,18248.0,7300075,151261,54.016667,-2.633333,North West England,202126
1540,2021-07-03 00:00:00,3649.0,7.0,736535.0,18255.0,7300075,151261,54.016667,-2.633333,North West England,202126
1541,2021-07-04 00:00:00,3924.0,10.0,740459.0,18265.0,7300075,151261,54.016667,-2.633333,North West England,202127
1542,2021-07-05 00:00:00,5281.0,6.0,745740.0,18271.0,7300075,151261,54.016667,-2.633333,North West England,202127
1543,2021-07-06 00:00:00,5462.0,6.0,751202.0,18277.0,7300075,151261,54.016667,-2.633333,North West England,202127
1544,2021-07-07 00:00:00,5951.0,8.0,757153.0,18285.0,7300075,151261,54.016667,-2.633333,North West England,202127
1545,2021-07-08 00:00:00,5148.0,10.0,762301.0,18295.0,7300075,151261,54.016667,-2.633333,North West England,202127
1546,2021-07-09 00:00:00,4880.0,13.0,767181.0,18308.0,7300075,151261,54.016667,-2.633333,North West England,202127
1547,2021-07-10 00:00:00,4020.0,12.0,771201.0,18320.0,7300075,151261,54.016667,-2.633333,North West England,202127
1548,2021-07-11 00:00:00,4305.0,12.0,775506.0,18332.0,7300075,151261,54.016667,-2.633333,North West England,202128
1549,2021-07-12 00:00:00,6238.0,10.0,781744.0,18342.0,7300075,151261,54.016667,-2.633333,North West England,202128
1550,2021-07-13 00:00:00,6646.0,14.0,788390.0,18356.0,7300075,151261,54.016667,-2.633333,North West England,202128
1551,2021-07-14 00:00:00,7508.0,9.0,795898.0,18365.0,7300075,151261,54.016667,-2.633333,North West England,202128
1552,2021-07-15 00:00:00,8117.0,15.0,804015.0,18380.0,7300075,151261,54.016667,-2.633333,North West England,202128
1553,2021-07-16 00:00:00,7301.0,18.0,811316.0,18398.0,7300075,151261,54.016667,-2.633333,North West England,202128
1554,2021-07-17 00:00:00,4981.0,9.0,816297.0,18407.0,7300075,151261,54.016667,-2.633333,North West England,202128
1555,2021-07-18 00:00:00,4655.0,16.0,820952.0,18423.0,7300075,151261,54.016667,-2.633333,North West England,202129
1556,2021-07-19 00:00:00,6336.0,14.0,827288.0,18437.0,7300075,151261,54.016667,-2.633333,North West England,202129
1557,2021-07-20 00:00:00,5255.0,12.0,832543.0,18449.0,7300075,151261,54.016667,-2.633333,North West England,202129
1558,2021-07-21 00:00:00,4449.0,8.0,836992.0,18457.0,7300075,151261,54.016667,-2.633333,North West England,202129
1559,2021-07-22 00:00:00,3938.0,22.0,840930.0,18479.0,7300075,151261,54.016667,-2.633333,North West England,202129
1560,2021-07-23 00:00:00,3438.0,16.0,844368.0,18495.0,7300075,151261,54.016667,-2.633333,North West England,202129
1561,2021-07-24 00:00:00,2905.0,9.0,847273.0,18504.0,7300075,151261,54.016667,-2.633333,North West England,202129
1562,2021-07-25 00:00:00,2850.0,13.0,850123.0,18517.0,7300075,151261,54.016667,-2.633333,North West England,202130
1563,2021-07-26 00:00:00,3683.0,17.0,853806.0,18534.0,7300075,151261,54.016667,-2.633333,North West England,202130
1564,2021-07-27 00:00:00,3404.0,17.0,857210.0,18551.0,7300075,151261,54.016667,-2.633333,North West England,202130
1565,2021-07-28 00:00:00,3545.0,12.0,860755.0,18563.0,7300075,151261,54.016667,-2.633333,North West England,202130
1566,2021-07-29 00:00:00,3366.0,17.0,864121.0,18580.0,7300075,151261,54.016667,-2.633333,North West England,202130
1567,2021-07-30 00:00:00,2791.0,26.0,866912.0,18606.0,7300075,151261,54.016667,-2.633333,North West England,202130
1568,2021-07-31 00:00:00,2279.0,11.0,869191.0,18617.0,7300075,151261,54.016667,-2.633333,North West England,202130
1569,2021-08-01 00:00:00,2463.0,15.0,871654.0,18632.0,7300075,151261,54.016667,-2.633333,North West England,202131
1570,2021-08-02 00:00:00,3605.0,14.0,875259.0,18646.0,7300075,151261,54.016667,-2.633333,North West England,202131
1571,2021-08-03 00:00:00,3444.0,10.0,878703.0,18656.0,7300075,151261,54.016667,-2.633333,North West England,202131
1572,2021-08-04 00:00:00,3631.0,13.0,882334.0,18669.0,7300075,151261,54.016667,-2.633333,North West England,202131
1573,2021-08-05 00:00:00,3631.0,18.0,885965.0,18687.0,7300075,151261,54.016667,-2.633333,North West England,202131
1574,2021-08-06 00:00:00,3085.0,12.0,889050.0,18699.0,7300075,151261,54.016667,-2.633333,North West England,202131
1575,2021-08-07 00:00:00,2482.0,15.0,891532.0,18714.0,7300075,151261,54.016667,-2.633333,North West England,202131
1576,2021-08-08 00:00:00,2608.0,13.0,894140.0,18727.0,7300075,151261,54.016667,-2.633333,North West England,202132
1577,2021-08-09 00:00:00,3727.0,16.0,897867.0,18743.0,7300075,151261,54.016667,-2.633333,North West England,202132
1578,2021-08-10 00:00:00,3691.0,15.0,901558.0,18758.0,7300075,151261,54.016667,-2.633333,North West England,202132
1579,2021-08-11 00:00:00,3786.0,19.0,905344.0,18777.0,7300075,151261,54.016667,-2.633333,North West England,202132
1580,2021-08-12 00:00:00,3466.0,16.0,908810.0,18793.0,7300075,151261,54.016667,-2.633333,North West England,202132
1581,2021-08-13 00:00:00,3075.0,13.0,911885.0,18806.0,7300075,151261,54.016667,-2.633333,North West England,202132
1582,2021-08-14 00:00:00,2654.0,12.0,914539.0,18818.0,7300075,151261,54.016667,-2.633333,North West England,202132
1583,2021-08-15 00:00:00,2784.0,10.0,917323.0,18828.0,7300075,151261,54.016667,-2.633333,North West England,202133
1584,2021-08-16 00:00:00,3839.0,11.0,921162.0,18839.0,7300075,151261,54.016667,-2.633333,North West England,202133
1585,2021-08-17 00:00:00,3486.0,10.0,924648.0,18849.0,7300075,151261,54.016667,-2.633333,North West England,202133
1586,2021-08-18 00:00:00,3639.0,7.0,928287.0,18856.0,7300075,151261,54.016667,-2.633333,North West England,202133
1587,2021-08-19 00:00:00,3587.0,14.0,931874.0,18870.0,7300075,151261,54.016667,-2.633333,North West England,202133
1588,2021-08-20 00:00:00,3185.0,17.0,935059.0,18887.0,7300075,151261,54.016667,-2.633333,North West England,202133
1589,2021-08-21 00:00:00,2781.0,16.0,937840.0,18903.0,7300075,151261,54.016667,-2.633333,North West England,202133
1590,2021-08-22 00:00:00,2909.0,9.0,940749.0,18912.0,7300075,151261,54.016667,-2.633333,North West England,202134
1591,2021-08-23 00:00:00,3922.0,18.0,944671.0,18930.0,7300075,151261,54.016667,-2.633333,North West England,202134
1592,2021-08-24 00:00:00,3706.0,20.0,948377.0,18950.0,7300075,151261,54.016667,-2.633333,North West England,202134
1593,2021-08-25 00:00:00,3798.0,12.0,952175.0,18962.0,7300075,151261,54.016667,-2.633333,North West England,202134
1594,2021-08-26 00:00:00,3727.0,15.0,955902.0,18977.0,7300075,151261,54.016667,-2.633333,North West England,202134
1595,2021-08-27 00:00:00,3177.0,17.0,959079.0,18994.0,7300075,151261,54.016667,-2.633333,North West England,202134
1596,2021-08-28 00:00:00,2625.0,13.0,961704.0,19007.0,7300075,151261,54.016667,-2.633333,North West England,202134
1597,2021-08-29 00:00:00,2615.0,14.0,964319.0,19021.0,7300075,151261,54.016667,-2.633333,North West England,202135
1598,2021-08-30 00:00:00,3441.0,11.0,967760.0,19032.0,7300075,151261,54.016667,-2.633333,North West England,202135
1599,2021-08-31 00:00:00,4573.0,14.0,972333.0,19046.0,7300075,151261,54.016667,-2.633333,North West England,202135
1600,2021-09-01 00:00:00,4541.0,12.0,976874.0,19058.0,7300075,151261,54.016667,-2.633333,North West England,202135
1601,2021-09-02 00:00:00,4525.0,14.0,981399.0,19072.0,7300075,151261,54.016667,-2.633333,North West England,202135
1602,2021-09-03 00:00:00,4010.0,16.0,985409.0,19088.0,7300075,151261,54.016667,-2.633333,North West England,202135
1603,2021-09-04 00:00:00,3250.0,15.0,988659.0,19103.0,7300075,151261,54.016667,-2.633333,North West England,202135
1604,2021-09-05 00:00:00,3367.0,21.0,992026.0,19124.0,7300075,151261,54.016667,-2.633333,North West England,202136
1605,2021-09-06 00:00:00,4920.0,15.0,996946.0,19139.0,7300075,151261,54.016667,-2.633333,North West England,202136
1606,2021-09-07 00:00:00,4169.0,24.0,1001115.0,19163.0,7300075,151261,54.016667,-2.633333,North West England,202136
1607,2021-09-08 00:00:00,4086.0,20.0,1005201.0,19183.0,7300075,151261,54.016667,-2.633333,North West England,202136
1608,2021-09-09 00:00:00,3757.0,21.0,1008958.0,19204.0,7300075,151261,54.016667,-2.633333,North West England,202136
1609,2021-09-10 00:00:00,3208.0,17.0,1012166.0,19221.0,7300075,151261,54.016667,-2.633333,North West England,202136
1610,2021-09-11 00:00:00,2583.0,21.0,1014749.0,19242.0,7300075,151261,54.016667,-2.633333,North West England,202136
1611,2021-09-12 00:00:00,2789.0,15.0,1017538.0,19257.0,7300075,151261,54.016667,-2.633333,North West England,202137
1612,2021-09-13 00:00:00,4012.0,14.0,1021550.0,19271.0,7300075,151261,54.016667,-2.633333,North West England,202137
1613,2021-09-14 00:00:00,3617.0,21.0,1025167.0,19292.0,7300075,151261,54.016667,-2.633333,North West England,202137
1614,2021-09-15 00:00:00,3600.0,20.0,1028767.0,19312.0,7300075,151261,54.016667,-2.633333,North West England,202137
1615,2021-09-16 00:00:00,3590.0,19.0,1032357.0,19331.0,7300075,151261,54.016667,-2.633333,North West England,202137
1616,2021-09-17 00:00:00,3282.0,21.0,1035639.0,19352.0,7300075,151261,54.016667,-2.633333,North West England,202137
1617,2021-09-18 00:00:00,3045.0,18.0,1038684.0,19370.0,7300075,151261,54.016667,-2.633333,North West England,202137
1618,2021-09-19 00:00:00,3595.0,16.0,1042279.0,19386.0,7300075,151261,54.016667,-2.633333,North West England,202138
1619,2021-09-20 00:00:00,4844.0,14.0,1047123.0,19400.0,7300075,151261,54.016667,-2.633333,North West England,202138
1620,2021-09-21 00:00:00,4338.0,13.0,1051461.0,19413.0,7300075,151261,54.016667,-2.633333,North West England,202138
1621,2021-09-22 00:00:00,4095.0,14.0,1055556.0,19427.0,7300075,151261,54.016667,-2.633333,North West England,202138
1622,2021-09-23 00:00:00,3883.0,24.0,1059439.0,19451.0,7300075,151261,54.016667,-2.633333,North West England,202138
1623,2021-09-24 00:00:00,3559.0,14.0,1062998.0,19465.0,7300075,151261,54.016667,-2.633333,North West England,202138
1624,2021-09-25 00:00:00,3006.0,16.0,1066004.0,19481.0,7300075,151261,54.016667,-2.633333,North West England,202138
1625,2021-09-26 00:00:00,3529.0,8.0,1069533.0,19489.0,7300075,151261,54.016667,-2.633333,North West England,202139
1626,2021-09-27 00:00:00,4923.0,7.0,1074456.0,19496.0,7300075,151261,54.016667,-2.633333,North West England,202139
1627,2021-09-28 00:00:00,4037.0,13.0,1078493.0,19509.0,7300075,151261,54.016667,-2.633333,North West England,202139
1628,2021-09-29 00:00:00,4080.0,10.0,1082573.0,19519.0,7300075,151261,54.016667,-2.633333,North West England,202139
1629,2021-09-30 00:00:00,3829.0,12.0,1086402.0,19531.0,7300075,151261,54.016667,-2.633333,North West England,202139
1630,2021-10-01 00:00:00,3556.0,19.0,1089958.0,19550.0,7300075,151261,54.016667,-2.633333,North West England,202139
1631,2021-10-02 00:00:00,3171.0,12.0,1093129.0,19562.0,7300075,151261,54.016667,-2.633333,North West England,202139
1632,2021-10-03 00:00:00,3792.0,16.0,1096921.0,19578.0,7300075,151261,54.016667,-2.633333,North West England,202140
1633,2021-10-04 00:00:00,5589.0,17.0,1102510.0,19595.0,7300075,151261,54.016667,-2.633333,North West England,202140
1634,2021-10-05 00:00:00,4851.0,13.0,1107361.0,19608.0,7300075,151261,54.016667,-2.633333,North West England,202140
1635,2021-10-06 00:00:00,5019.0,16.0,1112380.0,19624.0,7300075,151261,54.016667,-2.633333,North West England,202140
1636,2021-10-07 00:00:00,4823.0,19.0,1117203.0,19643.0,7300075,151261,54.016667,-2.633333,North West England,202140
1637,2021-10-08 00:00:00,4286.0,9.0,1121489.0,19652.0,7300075,151261,54.016667,-2.633333,North West England,202140
1638,2021-10-09 00:00:00,3975.0,20.0,1125464.0,19672.0,7300075,151261,54.016667,-2.633333,North West England,202140
1639,2021-10-10 00:00:00,4334.0,13.0,1129798.0,19685.0,7300075,151261,54.016667,-2.633333,North West England,202141
1640,2021-10-11 00:00:00,6154.0,16.0,1135952.0,19701.0,7300075,151261,54.016667,-2.633333,North West England,202141
1641,2021-10-12 00:00:00,5596.0,15.0,1141548.0,19716.0,7300075,151261,54.016667,-2.633333,North West England,202141
1642,2021-10-13 00:00:00,5275.0,15.0,1146823.0,19731.0,7300075,151261,54.016667,-2.633333,North West England,202141
1643,2021-10-14 00:00:00,5163.0,17.0,1151986.0,19748.0,7300075,151261,54.016667,-2.633333,North West England,202141
1644,2021-10-15 00:00:00,4288.0,19.0,1156274.0,19767.0,7300075,151261,54.016667,-2.633333,North West England,202141
1645,2021-10-16 00:00:00,3746.0,19.0,1160020.0,19786.0,7300075,151261,54.016667,-2.633333,North West England,202141
1646,2021-10-17 00:00:00,4541.0,20.0,1164561.0,19806.0,7300075,151261,54.016667,-2.633333,North West England,202142
1647,2021-10-18 00:00:00,6081.0,19.0,1170642.0,19825.0,7300075,151261,54.016667,-2.633333,North West England,202142
1648,2021-10-19 00:00:00,5341.0,15.0,1175983.0,19840.0,7300075,151261,54.016667,-2.633333,North West England,202142
1649,2021-10-20 00:00:00,5335.0,24.0,1181318.0,19864.0,7300075,151261,54.016667,-2.633333,North West England,202142
1650,2021-10-21 00:00:00,4682.0,27.0,1186000.0,19891.0,7300075,151261,54.016667,-2.633333,North West England,202142
1651,2021-10-22 00:00:00,4132.0,15.0,1190132.0,19906.0,7300075,151261,54.016667,-2.633333,North West England,202142
1652,2021-10-23 00:00:00,3456.0,21.0,1193588.0,19927.0,7300075,151261,54.016667,-2.633333,North West England,202142
1653,2021-10-24 00:00:00,3639.0,19.0,1197227.0,19946.0,7300075,151261,54.016667,-2.633333,North West England,202143
1654,2021-10-25 00:00:00,4914.0,20.0,1202141.0,19966.0,7300075,151261,54.016667,-2.633333,North West England,202143
1655,2021-10-26 00:00:00,4214.0,22.0,1206355.0,19988.0,7300075,151261,54.016667,-2.633333,North West England,202143
1656,2021-10-27 00:00:00,4559.0,17.0,1210914.0,20005.0,7300075,151261,54.016667,-2.633333,North West England,202143
1657,2021-10-28 00:00:00,4416.0,29.0,1215330.0,20034.0,7300075,151261,54.016667,-2.633333,North West England,202143
1658,2021-10-29 00:00:00,4268.0,20.0,1219598.0,20054.0,7300075,151261,54.016667,-2.633333,North West England,202143
1659,2021-10-30 00:00:00,3483.0,25.0,1223081.0,20079.0,7300075,151261,54.016667,-2.633333,North West England,202143
1660,2021-10-31 00:00:00,3812.0,25.0,1226893.0,20104.0,7300075,151261,54.016667,-2.633333,North West England,202144
1661,2021-11-01 00:00:00,4817.0,20.0,1231710.0,20124.0,7300075,151261,54.016667,-2.633333,North West England,202144
1662,2021-11-02 00:00:00,4074.0,14.0,1235784.0,20138.0,7300075,151261,54.016667,-2.633333,North West England,202144
1663,2021-11-03 00:00:00,3855.0,29.0,1239639.0,20167.0,7300075,151261,54.016667,-2.633333,North West England,202144
1664,2021-11-04 00:00:00,3415.0,24.0,1243054.0,20191.0,7300075,151261,54.016667,-2.633333,North West England,202144
1665,2021-11-05 00:00:00,3128.0,13.0,1246182.0,20204.0,7300075,151261,54.016667,-2.633333,North West England,202144
1666,2021-11-06 00:00:00,2849.0,32.0,1249031.0,20236.0,7300075,151261,54.016667,-2.633333,North West England,202144
1667,2021-11-07 00:00:00,3214.0,18.0,1252245.0,20254.0,7300075,151261,54.016667,-2.633333,North West England,202145
1668,2021-11-08 00:00:00,4639.0,26.0,1256884.0,20280.0,7300075,151261,54.016667,-2.633333,North West England,202145
1669,2021-11-09 00:00:00,4308.0,17.0,1261192.0,20297.0,7300075,151261,54.016667,-2.633333,North West England,202145
1670,2021-11-10 00:00:00,4116.0,22.0,1265308.0,20319.0,7300075,151261,54.016667,-2.633333,North West England,202145
1671,2021-11-11 00:00:00,4052.0,18.0,1269360.0,20337.0,7300075,151261,54.016667,-2.633333,North West England,202145
1672,2021-11-12 00:00:00,3690.0,17.0,1273050.0,20354.0,7300075,151261,54.016667,-2.633333,North West England,202145
1673,2021-11-13 00:00:00,3123.0,21.0,1276173.0,20375.0,7300075,151261,54.016667,-2.633333,North West England,202145
1674,2021-11-14 00:00:00,3353.0,17.0,1279526.0,20392.0,7300075,151261,54.016667,-2.633333,North West England,202146
1675,2021-11-15 00:00:00,5056.0,31.0,1284582.0,20423.0,7300075,151261,54.016667,-2.633333,North West England,202146
1676,2021-11-16 00:00:00,4619.0,30.0,1289201.0,20453.0,7300075,151261,54.016667,-2.633333,North West England,202146
1677,2021-11-17 00:00:00,4559.0,23.0,1293760.0,20476.0,7300075,151261,54.016667,-2.633333,North West England,202146
1678,2021-11-18 00:00:00,4471.0,20.0,1298231.0,20496.0,7300075,151261,54.016667,-2.633333,North West England,202146
1679,2021-11-19 00:00:00,3784.0,11.0,1302015.0,20507.0,7300075,151261,54.016667,-2.633333,North West England,202146
1680,2021-11-20 00:00:00,3335.0,17.0,1305350.0,20524.0,7300075,151261,54.016667,-2.633333,North West England,202146
1681,2021-11-21 00:00:00,3503.0,10.0,1308853.0,20534.0,7300075,151261,54.016667,-2.633333,North West England,202147
1682,2021-11-22 00:00:00,4724.0,10.0,1313577.0,20544.0,7300075,151261,54.016667,-2.633333,North West England,202147
