,region,epi_week,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population
585,North West England,202135,2021-08-29 00:00:00,26955.0,96.0,988659.0,19103.0,7300075
586,North West England,202136,2021-09-05 00:00:00,26090.0,139.0,1014749.0,19242.0,7300075
587,North West England,202137,2021-09-12 00:00:00,23935.0,128.0,1038684.0,19370.0,7300075
588,North West England,202138,2021-09-19 00:00:00,27320.0,111.0,1066004.0,19481.0,7300075
589,North West England,202139,2021-09-26 00:00:00,27125.0,81.0,1093129.0,19562.0,7300075
590,North West England,202140,2021-10-03 00:00:00,32335.0,110.0,1125464.0,19672.0,7300075
591,North West England,202141,2021-10-10 00:00:00,34556.0,114.0,1160020.0,19786.0,7300075
592,North West England,202142,2021-10-17 00:00:00,33568.0,141.0,1193588.0,19927.0,7300075
593,North West England,202143,2021-10-24 00:00:00,29493.0,152.0,1223081.0,20079.0,7300075
594,North West England,202144,2021-10-31 00:00:00,25950.0,157.0,1249031.0,20236.0,7300075
595,North West England,202145,2021-11-07 00:00:00,27142.0,139.0,1276173.0,20375.0,7300075
596,North West England,202146,2021-11-14 00:00:00,29177.0,149.0,1305350.0,20524.0,7300075
597,North West England,202147,2021-11-21 00:00:00,27797.0,99.0,1333147.0,20623.0,7300075
598,North West England,202148,2021-11-28 00:00:00,31184.0,93.0,1364331.0,20716.0,7300075
599,North West England,202149,2021-12-05 00:00:00,34774.0,91.0,1399105.0,20807.0,7300075
600,North West England,202150,2021-12-12 00:00:00,58758.0,100.0,1457863.0,20907.0,7300075
601,North West England,202151,2021-12-19 00:00:00,113675.0,112.0,1571538.0,21019.0,7300075
602,North West England,202152,2021-12-26 00:00:00,189808.0,163.0,1761346.0,21182.0,7300075
603,North West England,202201,2022-01-02 00:00:00,184452.0,266.0,1945798.0,21448.0,7300075
604,North West England,202202,2022-01-09 00:00:00,85438.0,328.0,2031236.0,21776.0,7300075
605,North West England,202203,2022-01-16 00:00:00,74036.0,314.0,2105272.0,22090.0,7300075
606,North West England,202204,2022-01-23 00:00:00,60665.0,290.0,2165937.0,22380.0,7300075
607,North West England,202205,2022-01-30 00:00:00,44278.0,242.0,2210215.0,22622.0,7300075
608,North West England,202206,2022-02-06 00:00:00,29264.0,160.0,2239479.0,22782.0,7300075
609,North West England,202207,2022-02-13 00:00:00,21548.0,163.0,2261027.0,22945.0,7300075
610,North West England,202208,2022-02-20 00:00:00,16140.0,105.0,2277167.0,23050.0,7300075
611,North West England,202209,2022-02-27 00:00:00,20866.0,129.0,2298033.0,23179.0,7300075
612,North West England,202210,2022-03-06 00:00:00,36721.0,110.0,2334754.0,23289.0,7300075
613,North West England,202211,2022-03-13 00:00:00,51130.0,144.0,2385884.0,23433.0,7300075
614,North West England,202212,2022-03-20 00:00:00,56717.0,149.0,2442601.0,23582.0,7300075
615,North West England,202213,2022-03-27 00:00:00,45070.0,213.0,2487671.0,23795.0,7300075
616,North West England,202214,2022-04-03 00:00:00,27813.0,211.0,2515484.0,24006.0,7300075
617,North West England,202215,2022-04-10 00:00:00,19546.0,216.0,2535030.0,24222.0,7300075
618,North West England,202216,2022-04-17 00:00:00,14270.0,204.0,2549300.0,24426.0,7300075
619,North West England,202217,2022-04-24 00:00:00,9189.0,164.0,2558489.0,24590.0,7300075
620,North West England,202218,2022-05-01 00:00:00,8041.0,142.0,2566530.0,24732.0,7300075
621,North West England,202219,2022-05-08 00:00:00,6286.0,105.0,2572816.0,24837.0,7300075
622,North West England,202220,2022-05-15 00:00:00,5286.0,80.0,2578102.0,24917.0,7300075
623,North West England,202221,2022-05-22 00:00:00,4110.0,51.0,2582212.0,24968.0,7300075
624,North West England,202222,2022-05-29 00:00:00,4267.0,46.0,2586479.0,25014.0,7300075
625,North West England,202223,2022-06-05 00:00:00,6962.0,37.0,2593441.0,25051.0,7300075
626,North West England,202224,2022-06-12 00:00:00,9812.0,38.0,2603253.0,25089.0,7300075
627,North West England,202225,2022-06-19 00:00:00,14109.0,64.0,2617362.0,25153.0,7300075
628,North West England,202226,2022-06-26 00:00:00,18287.0,83.0,2635649.0,25236.0,7300075
629,North West England,202227,2022-07-03 00:00:00,21884.0,121.0,2657533.0,25357.0,7300075
630,North West England,202228,2022-07-10 00:00:00,19505.0,152.0,2677038.0,25509.0,7300075
631,North West England,202229,2022-07-17 00:00:00,12862.0,181.0,2689900.0,25690.0,7300075
632,North West England,202230,2022-07-24 00:00:00,8934.0,156.0,2698834.0,25846.0,7300075
633,North West England,202231,2022-07-31 00:00:00,6802.0,147.0,2705636.0,25993.0,7300075
634,North West England,202232,2022-08-07 00:00:00,5493.0,154.0,2711129.0,26147.0,7300075
635,North West England,202233,2022-08-14 00:00:00,3941.0,106.0,2715070.0,26253.0,7300075
636,North West England,202234,2022-08-21 00:00:00,3132.0,82.0,2718202.0,26335.0,7300075
637,North West England,202235,2022-08-28 00:00:00,3149.0,78.0,2721351.0,26413.0,7300075
638,North West England,202236,2022-09-04 00:00:00,3161.0,54.0,2724512.0,26467.0,7300075
639,North West England,202237,2022-09-11 00:00:00,977.0,6.0,2725489.0,26473.0,7300075
640,South East England,202015,2020-04-08 00:00:00,2035.0,459.0,10015.0,1687.0,9175033
641,South East England,202016,2020-04-12 00:00:00,4186.0,678.0,14201.0,2365.0,9175033
642,South East England,202017,2020-04-19 00:00:00,4077.0,671.0,18278.0,3036.0,9175033
643,South East England,202018,2020-04-26 00:00:00,3997.0,462.0,22275.0,3498.0,9175033
644,South East England,202019,2020-05-03 00:00:00,2795.0,330.0,25070.0,3828.0,9175033
645,South East England,202020,2020-05-10 00:00:00,2446.0,273.0,27516.0,4101.0,9175033
646,South East England,202021,2020-05-17 00:00:00,1982.0,219.0,29498.0,4320.0,9175033
647,South East England,202022,2020-05-24 00:00:00,1218.0,165.0,30716.0,4485.0,9175033
648,South East England,202023,2020-05-31 00:00:00,1064.0,131.0,31780.0,4616.0,9175033
649,South East England,202024,2020-06-07 00:00:00,666.0,87.0,32446.0,4703.0,9175033
650,South East England,202025,2020-06-14 00:00:00,572.0,61.0,33018.0,4764.0,9175033
651,South East England,202026,2020-06-21 00:00:00,438.0,54.0,33456.0,4818.0,9175033
652,South East England,202027,2020-06-28 00:00:00,398.0,45.0,33854.0,4863.0,9175033
653,South East England,202028,2020-07-05 00:00:00,437.0,39.0,34291.0,4902.0,9175033
654,South East England,202029,2020-07-12 00:00:00,395.0,29.0,34686.0,4931.0,9175033
655,South East England,202030,2020-07-19 00:00:00,488.0,21.0,35174.0,4952.0,9175033
656,South East England,202031,2020-07-26 00:00:00,410.0,21.0,35584.0,4973.0,9175033
657,South East England,202032,2020-08-02 00:00:00,397.0,11.0,35981.0,4984.0,9175033
658,South East England,202033,2020-08-09 00:00:00,538.0,10.0,36519.0,4994.0,9175033
659,South East England,202034,2020-08-16 00:00:00,676.0,4.0,37195.0,4998.0,9175033
660,South East England,202035,2020-08-23 00:00:00,752.0,9.0,37947.0,5007.0,9175033
661,South East England,202036,2020-08-30 00:00:00,1191.0,7.0,39138.0,5014.0,9175033
662,South East England,202037,2020-09-06 00:00:00,1281.0,4.0,40419.0,5018.0,9175033
663,South East England,202038,2020-09-13 00:00:00,1044.0,12.0,41463.0,5030.0,9175033
664,South East England,202039,2020-09-20 00:00:00,1762.0,11.0,43225.0,5041.0,9175033
665,South East England,202040,2020-09-27 00:00:00,3202.0,24.0,46427.0,5065.0,9175033
666,South East England,202041,2020-10-04 00:00:00,5246.0,19.0,51673.0,5084.0,9175033
667,South East England,202042,2020-10-11 00:00:00,6243.0,32.0,57916.0,5116.0,9175033
668,South East England,202043,2020-10-18 00:00:00,9499.0,69.0,67415.0,5185.0,9175033
669,South East England,202044,2020-10-25 00:00:00,10914.0,97.0,78329.0,5282.0,9175033
670,South East England,202045,2020-11-01 00:00:00,13234.0,132.0,91563.0,5414.0,9175033
671,South East England,202046,2020-11-08 00:00:00,17664.0,191.0,109227.0,5605.0,9175033
672,South East England,202047,2020-11-15 00:00:00,14738.0,244.0,123965.0,5849.0,9175033
673,South East England,202048,2020-11-22 00:00:00,13114.0,300.0,137079.0,6149.0,9175033
674,South East England,202049,2020-11-29 00:00:00,15103.0,330.0,152182.0,6479.0,9175033
675,South East England,202050,2020-12-06 00:00:00,22988.0,371.0,175170.0,6850.0,9175033
676,South East England,202051,2020-12-13 00:00:00,38474.0,502.0,213644.0,7352.0,9175033
677,South East England,202052,2020-12-20 00:00:00,46674.0,730.0,260318.0,8082.0,9175033
678,South East England,202053,2020-12-27 00:00:00,67593.0,922.0,327911.0,9004.0,9175033
679,South East England,202101,2021-01-03 00:00:00,62337.0,1230.0,390248.0,10234.0,9175033
680,South East England,202102,2021-01-10 00:00:00,46210.0,1610.0,436458.0,11844.0,9175033
681,South East England,202103,2021-01-17 00:00:00,33528.0,1730.0,469986.0,13574.0,9175033
682,South East England,202104,2021-01-24 00:00:00,22032.0,1338.0,492018.0,14912.0,9175033
683,South East England,202105,2021-01-31 00:00:00,14750.0,859.0,506768.0,15771.0,9175033
684,South East England,202106,2021-02-07 00:00:00,9409.0,542.0,516177.0,16313.0,9175033
685,South East England,202107,2021-02-14 00:00:00,7556.0,400.0,523733.0,16713.0,9175033
686,South East England,202108,2021-02-21 00:00:00,5359.0,248.0,529092.0,16961.0,9175033
687,South East England,202109,2021-02-28 00:00:00,3498.0,159.0,532590.0,17120.0,9175033
688,South East England,202110,2021-03-07 00:00:00,3338.0,95.0,535928.0,17215.0,9175033
689,South East England,202111,2021-03-14 00:00:00,3099.0,69.0,539027.0,17284.0,9175033
690,South East England,202112,2021-03-21 00:00:00,3259.0,30.0,542286.0,17314.0,9175033
691,South East England,202113,2021-03-28 00:00:00,2267.0,32.0,544553.0,17346.0,9175033
692,South East England,202114,2021-04-04 00:00:00,1854.0,18.0,546407.0,17364.0,9175033
693,South East England,202115,2021-04-11 00:00:00,1524.0,9.0,547931.0,17373.0,9175033
694,South East England,202116,2021-04-18 00:00:00,1689.0,11.0,549620.0,17384.0,9175033
695,South East England,202117,2021-04-25 00:00:00,1472.0,6.0,551092.0,17390.0,9175033
696,South East England,202118,2021-05-02 00:00:00,1277.0,10.0,552369.0,17400.0,9175033
697,South East England,202119,2021-05-09 00:00:00,1189.0,3.0,553558.0,17403.0,9175033
698,South East England,202120,2021-05-16 00:00:00,1214.0,1.0,554772.0,17404.0,9175033
699,South East England,202121,2021-05-23 00:00:00,2131.0,4.0,556903.0,17408.0,9175033
700,South East England,202122,2021-05-30 00:00:00,3154.0,2.0,560057.0,17410.0,9175033
701,South East England,202123,2021-06-06 00:00:00,4141.0,8.0,564198.0,17418.0,9175033
702,South East England,202124,2021-06-13 00:00:00,5574.0,7.0,569772.0,17425.0,9175033
703,South East England,202125,2021-06-20 00:00:00,9263.0,8.0,579035.0,17433.0,9175033
704,South East England,202126,2021-06-27 00:00:00,17578.0,5.0,596613.0,17438.0,9175033
705,South East England,202127,2021-07-04 00:00:00,23386.0,17.0,619999.0,17455.0,9175033
706,South East England,202128,2021-07-11 00:00:00,39972.0,22.0,659971.0,17477.0,9175033
707,South East England,202129,2021-07-18 00:00:00,29131.0,28.0,689102.0,17505.0,9175033
708,South East England,202130,2021-07-25 00:00:00,22259.0,56.0,711361.0,17561.0,9175033
709,South East England,202131,2021-08-01 00:00:00,24338.0,53.0,735699.0,17614.0,9175033
710,South East England,202132,2021-08-08 00:00:00,26789.0,29.0,762488.0,17643.0,9175033
711,South East England,202133,2021-08-15 00:00:00,30099.0,70.0,792587.0,17713.0,9175033
712,South East England,202134,2021-08-22 00:00:00,26455.0,79.0,819042.0,17792.0,9175033
713,South East England,202135,2021-08-29 00:00:00,29454.0,64.0,848496.0,17856.0,9175033
714,South East England,202136,2021-09-05 00:00:00,23383.0,106.0,871879.0,17962.0,9175033
715,South East England,202137,2021-09-12 00:00:00,21070.0,71.0,892949.0,18033.0,9175033
716,South East England,202138,2021-09-19 00:00:00,27362.0,64.0,920311.0,18097.0,9175033
717,South East England,202139,2021-09-26 00:00:00,29162.0,53.0,949473.0,18150.0,9175033
718,South East England,202140,2021-10-03 00:00:00,33937.0,59.0,983410.0,18209.0,9175033
719,South East England,202141,2021-10-10 00:00:00,43474.0,64.0,1026884.0,18273.0,9175033
720,South East England,202142,2021-10-17 00:00:00,50401.0,78.0,1077285.0,18351.0,9175033
721,South East England,202143,2021-10-24 00:00:00,42144.0,107.0,1119429.0,18458.0,9175033
722,South East England,202144,2021-10-31 00:00:00,34673.0,129.0,1154102.0,18587.0,9175033
723,South East England,202145,2021-11-07 00:00:00,41062.0,107.0,1195164.0,18694.0,9175033
724,South East England,202146,2021-11-14 00:00:00,49491.0,101.0,1244655.0,18795.0,9175033
725,South East England,202147,2021-11-21 00:00:00,55206.0,89.0,1299861.0,18884.0,9175033
726,South East England,202148,2021-11-28 00:00:00,62809.0,98.0,1362670.0,18982.0,9175033
727,South East England,202149,2021-12-05 00:00:00,62836.0,95.0,1425506.0,19077.0,9175033
728,South East England,202150,2021-12-12 00:00:00,97451.0,95.0,1522957.0,19172.0,9175033
729,South East England,202151,2021-12-19 00:00:00,122580.0,87.0,1645537.0,19259.0,9175033
730,South East England,202152,2021-12-26 00:00:00,150353.0,109.0,1795890.0,19368.0,9175033
731,South East England,202201,2022-01-02 00:00:00,141155.0,142.0,1937045.0,19510.0,9175033
732,South East England,202202,2022-01-09 00:00:00,88712.0,188.0,2025757.0,19698.0,9175033
733,South East England,202203,2022-01-16 00:00:00,109147.0,215.0,2134904.0,19913.0,9175033
734,South East England,202204,2022-01-23 00:00:00,119102.0,180.0,2254006.0,20093.0,9175033
735,South East England,202205,2022-01-30 00:00:00,99010.0,201.0,2353016.0,20294.0,9175033
736,South East England,202206,2022-02-06 00:00:00,68923.0,201.0,2421939.0,20495.0,9175033
737,South East England,202207,2022-02-13 00:00:00,51262.0,179.0,2473201.0,20674.0,9175033
738,South East England,202208,2022-02-20 00:00:00,36567.0,177.0,2509768.0,20851.0,9175033
739,South East England,202209,2022-02-27 00:00:00,44172.0,143.0,2553940.0,20994.0,9175033
740,South East England,202210,2022-03-06 00:00:00,75371.0,153.0,2629311.0,21147.0,9175033
741,South East England,202211,2022-03-13 00:00:00,96792.0,199.0,2726103.0,21346.0,9175033
742,South East England,202212,2022-03-20 00:00:00,94599.0,187.0,2820702.0,21533.0,9175033
743,South East England,202213,2022-03-27 00:00:00,70449.0,234.0,2891151.0,21767.0,9175033
744,South East England,202214,2022-04-03 00:00:00,44129.0,301.0,2935280.0,22068.0,9175033
745,South East England,202215,2022-04-10 00:00:00,29204.0,273.0,2964484.0,22341.0,9175033
746,South East England,202216,2022-04-17 00:00:00,18777.0,223.0,2983261.0,22564.0,9175033
747,South East England,202217,2022-04-24 00:00:00,11576.0,165.0,2994837.0,22729.0,9175033
748,South East England,202218,2022-05-01 00:00:00,10274.0,123.0,3005111.0,22852.0,9175033
749,South East England,202219,2022-05-08 00:00:00,8225.0,106.0,3013336.0,22958.0,9175033
750,South East England,202220,2022-05-15 00:00:00,7264.0,61.0,3020600.0,23019.0,9175033
751,South East England,202221,2022-05-22 00:00:00,6325.0,51.0,3026925.0,23070.0,9175033
752,South East England,202222,2022-05-29 00:00:00,7394.0,35.0,3034319.0,23105.0,9175033
753,South East England,202223,2022-06-05 00:00:00,12197.0,44.0,3046516.0,23149.0,9175033
754,South East England,202224,2022-06-12 00:00:00,15976.0,52.0,3062492.0,23201.0,9175033
755,South East England,202225,2022-06-19 00:00:00,21120.0,59.0,3083612.0,23260.0,9175033
756,South East England,202226,2022-06-26 00:00:00,26843.0,84.0,3110455.0,23344.0,9175033
757,South East England,202227,2022-07-03 00:00:00,31715.0,123.0,3142170.0,23467.0,9175033
758,South East England,202228,2022-07-10 00:00:00,24899.0,153.0,3167069.0,23620.0,9175033
759,South East England,202229,2022-07-17 00:00:00,15761.0,181.0,3182830.0,23801.0,9175033
760,South East England,202230,2022-07-24 00:00:00,10216.0,172.0,3193046.0,23973.0,9175033
761,South East England,202231,2022-07-31 00:00:00,7836.0,124.0,3200882.0,24097.0,9175033
762,South East England,202232,2022-08-07 00:00:00,6519.0,106.0,3207401.0,24203.0,9175033
763,South East England,202233,2022-08-14 00:00:00,4994.0,89.0,3212395.0,24292.0,9175033
764,South East England,202234,2022-08-21 00:00:00,4286.0,52.0,3216681.0,24344.0,9175033
765,South East England,202235,2022-08-28 00:00:00,4318.0,63.0,3220999.0,24407.0,9175033
766,South East England,202236,2022-09-04 00:00:00,4188.0,44.0,3225187.0,24451.0,9175033
767,South East England,202237,2022-09-11 00:00:00,1471.0,4.0,3226658.0,24455.0,9175033
768,South West England,202015,2020-04-08 00:00:00,890.0,188.0,3546.0,609.0,5616381
769,South West England,202016,2020-04-12 00:00:00,1441.0,284.0,4987.0,893.0,5616381
770,South West England,202017,2020-04-19 00:00:00,1623.0,258.0,6610.0,1151.0,5616381
771,South West England,202018,2020-04-26 00:00:00,1916.0,201.0,8526.0,1352.0,5616381
772,South West England,202019,2020-05-03 00:00:00,1179.0,178.0,9705.0,1530.0,5616381
773,South West England,202020,2020-05-10 00:00:00,1036.0,76.0,10741.0,1606.0,5616381
774,South West England,202021,2020-05-17 00:00:00,676.0,73.0,11417.0,1679.0,5616381
775,South West England,202022,2020-05-24 00:00:00,549.0,69.0,11966.0,1748.0,5616381
776,South West England,202023,2020-05-31 00:00:00,372.0,36.0,12338.0,1784.0,5616381
777,South West England,202024,2020-06-07 00:00:00,157.0,29.0,12495.0,1813.0,5616381
778,South West England,202025,2020-06-14 00:00:00,104.0,13.0,12599.0,1826.0,5616381
779,South West England,202026,2020-06-21 00:00:00,87.0,9.0,12686.0,1835.0,5616381
780,South West England,202027,2020-06-28 00:00:00,97.0,5.0,12783.0,1840.0,5616381
781,South West England,202028,2020-07-05 00:00:00,108.0,2.0,12891.0,1842.0,5616381
782,South West England,202029,2020-07-12 00:00:00,120.0,4.0,13011.0,1846.0,5616381
783,South West England,202030,2020-07-19 00:00:00,191.0,4.0,13202.0,1850.0,5616381
784,South West England,202031,2020-07-26 00:00:00,249.0,1.0,13451.0,1851.0,5616381
785,South West England,202032,2020-08-02 00:00:00,265.0,1.0,13716.0,1852.0,5616381
786,South West England,202033,2020-08-09 00:00:00,277.0,2.0,13993.0,1854.0,5616381
787,South West England,202034,2020-08-16 00:00:00,406.0,4.0,14399.0,1858.0,5616381
788,South West England,202035,2020-08-23 00:00:00,390.0,4.0,14789.0,1862.0,5616381
789,South West England,202036,2020-08-30 00:00:00,695.0,2.0,15484.0,1864.0,5616381
790,South West England,202037,2020-09-06 00:00:00,584.0,1.0,16068.0,1865.0,5616381
791,South West England,202038,2020-09-13 00:00:00,657.0,6.0,16725.0,1871.0,5616381
792,South West England,202039,2020-09-20 00:00:00,1196.0,5.0,17921.0,1876.0,5616381
793,South West England,202040,2020-09-27 00:00:00,2357.0,6.0,20278.0,1882.0,5616381
794,South West England,202041,2020-10-04 00:00:00,4815.0,9.0,25093.0,1891.0,5616381
795,South West England,202042,2020-10-11 00:00:00,5287.0,29.0,30380.0,1920.0,5616381
796,South West England,202043,2020-10-18 00:00:00,7622.0,34.0,38002.0,1954.0,5616381
797,South West England,202044,2020-10-25 00:00:00,8743.0,68.0,46745.0,2022.0,5616381
798,South West England,202045,2020-11-01 00:00:00,10062.0,77.0,56807.0,2099.0,5616381
799,South West England,202046,2020-11-08 00:00:00,11309.0,108.0,68116.0,2207.0,5616381
800,South West England,202047,2020-11-15 00:00:00,8000.0,178.0,76116.0,2385.0,5616381
801,South West England,202048,2020-11-22 00:00:00,5323.0,192.0,81439.0,2577.0,5616381
802,South West England,202049,2020-11-29 00:00:00,4543.0,186.0,85982.0,2763.0,5616381
803,South West England,202050,2020-12-06 00:00:00,5343.0,173.0,91325.0,2936.0,5616381
804,South West England,202051,2020-12-13 00:00:00,7921.0,182.0,99246.0,3118.0,5616381
805,South West England,202052,2020-12-20 00:00:00,10551.0,182.0,109797.0,3300.0,5616381
806,South West England,202053,2020-12-27 00:00:00,19868.0,222.0,129665.0,3522.0,5616381
807,South West England,202101,2021-01-03 00:00:00,22623.0,301.0,152288.0,3823.0,5616381
808,South West England,202102,2021-01-10 00:00:00,19186.0,495.0,171474.0,4318.0,5616381
809,South West England,202103,2021-01-17 00:00:00,14328.0,629.0,185802.0,4947.0,5616381
810,South West England,202104,2021-01-24 00:00:00,10286.0,638.0,196088.0,5585.0,5616381
811,South West England,202105,2021-01-31 00:00:00,7241.0,431.0,203329.0,6016.0,5616381
812,South West England,202106,2021-02-07 00:00:00,5415.0,308.0,208744.0,6324.0,5616381
813,South West England,202107,2021-02-14 00:00:00,4091.0,187.0,212835.0,6511.0,5616381
814,South West England,202108,2021-02-21 00:00:00,2639.0,113.0,215474.0,6624.0,5616381
815,South West England,202109,2021-02-28 00:00:00,1904.0,62.0,217378.0,6686.0,5616381
816,South West England,202110,2021-03-07 00:00:00,1736.0,44.0,219114.0,6730.0,5616381
817,South West England,202111,2021-03-14 00:00:00,1594.0,20.0,220708.0,6750.0,5616381
818,South West England,202112,2021-03-21 00:00:00,1652.0,16.0,222360.0,6766.0,5616381
819,South West England,202113,2021-03-28 00:00:00,1060.0,9.0,223420.0,6775.0,5616381
820,South West England,202114,2021-04-04 00:00:00,823.0,9.0,224243.0,6784.0,5616381
821,South West England,202115,2021-04-11 00:00:00,726.0,10.0,224969.0,6794.0,5616381
822,South West England,202116,2021-04-18 00:00:00,841.0,11.0,225810.0,6805.0,5616381
823,South West England,202117,2021-04-25 00:00:00,713.0,9.0,226523.0,6814.0,5616381
824,South West England,202118,2021-05-02 00:00:00,675.0,6.0,227198.0,6820.0,5616381
825,South West England,202119,2021-05-09 00:00:00,570.0,2.0,227768.0,6822.0,5616381
826,South West England,202120,2021-05-16 00:00:00,552.0,3.0,228320.0,6825.0,5616381
827,South West England,202121,2021-05-23 00:00:00,580.0,0.0,228900.0,6825.0,5616381
828,South West England,202122,2021-05-30 00:00:00,1089.0,0.0,229989.0,6825.0,5616381
829,South West England,202123,2021-06-06 00:00:00,2705.0,1.0,232694.0,6826.0,5616381
830,South West England,202124,2021-06-13 00:00:00,5155.0,0.0,237849.0,6826.0,5616381
831,South West England,202125,2021-06-20 00:00:00,7454.0,4.0,245303.0,6830.0,5616381
832,South West England,202126,2021-06-27 00:00:00,11761.0,11.0,257064.0,6841.0,5616381
833,South West England,202127,2021-07-04 00:00:00,16300.0,4.0,273364.0,6845.0,5616381
834,South West England,202128,2021-07-11 00:00:00,29625.0,19.0,302989.0,6864.0,5616381
835,South West England,202129,2021-07-18 00:00:00,20908.0,27.0,323897.0,6891.0,5616381
836,South West England,202130,2021-07-25 00:00:00,17874.0,30.0,341771.0,6921.0,5616381
837,South West England,202131,2021-08-01 00:00:00,19474.0,40.0,361245.0,6961.0,5616381
838,South West England,202132,2021-08-08 00:00:00,20225.0,36.0,381470.0,6997.0,5616381
839,South West England,202133,2021-08-15 00:00:00,28233.0,57.0,409703.0,7054.0,5616381
840,South West England,202134,2021-08-22 00:00:00,22055.0,68.0,431758.0,7122.0,5616381
841,South West England,202135,2021-08-29 00:00:00,21058.0,70.0,452816.0,7192.0,5616381
842,South West England,202136,2021-09-05 00:00:00,14837.0,77.0,467653.0,7269.0,5616381
843,South West England,202137,2021-09-12 00:00:00,12415.0,63.0,480068.0,7332.0,5616381
844,South West England,202138,2021-09-19 00:00:00,16893.0,58.0,496961.0,7390.0,5616381
845,South West England,202139,2021-09-26 00:00:00,17044.0,60.0,514005.0,7450.0,5616381
846,South West England,202140,2021-10-03 00:00:00,17914.0,52.0,531919.0,7502.0,5616381
847,South West England,202141,2021-10-10 00:00:00,36429.0,61.0,568348.0,7563.0,5616381
848,South West England,202142,2021-10-17 00:00:00,40890.0,76.0,609238.0,7639.0,5616381
849,South West England,202143,2021-10-24 00:00:00,31572.0,90.0,640810.0,7729.0,5616381
850,South West England,202144,2021-10-31 00:00:00,24804.0,89.0,665614.0,7818.0,5616381
851,South West England,202145,2021-11-07 00:00:00,28027.0,79.0,693641.0,7897.0,5616381
852,South West England,202146,2021-11-14 00:00:00,30352.0,78.0,723993.0,7975.0,5616381
853,South West England,202147,2021-11-21 00:00:00,29946.0,74.0,753939.0,8049.0,5616381
854,South West England,202148,2021-11-28 00:00:00,33849.0,69.0,787788.0,8118.0,5616381
855,South West England,202149,2021-12-05 00:00:00,31616.0,63.0,819404.0,8181.0,5616381
856,South West England,202150,2021-12-12 00:00:00,39332.0,83.0,858736.0,8264.0,5616381
857,South West England,202151,2021-12-19 00:00:00,52114.0,55.0,910850.0,8319.0,5616381
858,South West England,202152,2021-12-26 00:00:00,77049.0,82.0,987899.0,8401.0,5616381
859,South West England,202201,2022-01-02 00:00:00,79932.0,87.0,1067831.0,8488.0,5616381
860,South West England,202202,2022-01-09 00:00:00,49192.0,102.0,1117023.0,8590.0,5616381
861,South West England,202203,2022-01-16 00:00:00,58821.0,111.0,1175844.0,8701.0,5616381
862,South West England,202204,2022-01-23 00:00:00,66045.0,138.0,1241889.0,8839.0,5616381
863,South West England,202205,2022-01-30 00:00:00,58253.0,137.0,1300142.0,8976.0,5616381
864,South West England,202206,2022-02-06 00:00:00,43447.0,95.0,1343589.0,9071.0,5616381
865,South West England,202207,2022-02-13 00:00:00,33172.0,88.0,1376761.0,9159.0,5616381
866,South West England,202208,2022-02-20 00:00:00,22949.0,89.0,1399710.0,9248.0,5616381
867,South West England,202209,2022-02-27 00:00:00,28323.0,78.0,1428033.0,9326.0,5616381
868,South West England,202210,2022-03-06 00:00:00,49354.0,104.0,1477387.0,9430.0,5616381
869,South West England,202211,2022-03-13 00:00:00,71262.0,153.0,1548649.0,9583.0,5616381
870,South West England,202212,2022-03-20 00:00:00,71018.0,161.0,1619667.0,9744.0,5616381
871,South West England,202213,2022-03-27 00:00:00,49041.0,212.0,1668708.0,9956.0,5616381
872,South West England,202214,2022-04-03 00:00:00,29349.0,239.0,1698057.0,10195.0,5616381
873,South West England,202215,2022-04-10 00:00:00,19618.0,199.0,1717675.0,10394.0,5616381
874,South West England,202216,2022-04-17 00:00:00,12852.0,174.0,1730527.0,10568.0,5616381
875,South West England,202217,2022-04-24 00:00:00,7679.0,130.0,1738206.0,10698.0,5616381
876,South West England,202218,2022-05-01 00:00:00,6599.0,101.0,1744805.0,10799.0,5616381
877,South West England,202219,2022-05-08 00:00:00,4903.0,67.0,1749708.0,10866.0,5616381
878,South West England,202220,2022-05-15 00:00:00,4216.0,41.0,1753924.0,10907.0,5616381
879,South West England,202221,2022-05-22 00:00:00,3620.0,40.0,1757544.0,10947.0,5616381
880,South West England,202222,2022-05-29 00:00:00,4091.0,33.0,1761635.0,10980.0,5616381
881,South West England,202223,2022-06-05 00:00:00,6710.0,41.0,1768345.0,11021.0,5616381
882,South West England,202224,2022-06-12 00:00:00,8879.0,26.0,1777224.0,11047.0,5616381
883,South West England,202225,2022-06-19 00:00:00,12562.0,50.0,1789786.0,11097.0,5616381
884,South West England,202226,2022-06-26 00:00:00,18215.0,63.0,1808001.0,11160.0,5616381
885,South West England,202227,2022-07-03 00:00:00,21444.0,82.0,1829445.0,11242.0,5616381
886,South West England,202228,2022-07-10 00:00:00,15994.0,133.0,1845439.0,11375.0,5616381
887,South West England,202229,2022-07-17 00:00:00,10048.0,113.0,1855487.0,11488.0,5616381
888,South West England,202230,2022-07-24 00:00:00,6487.0,87.0,1861974.0,11575.0,5616381
889,South West England,202231,2022-07-31 00:00:00,5070.0,92.0,1867044.0,11667.0,5616381
890,South West England,202232,2022-08-07 00:00:00,3887.0,99.0,1870931.0,11766.0,5616381
891,South West England,202233,2022-08-14 00:00:00,3016.0,76.0,1873947.0,11842.0,5616381
