,region,epi_week,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population
892,South West England,202234,2022-08-21 00:00:00,2662.0,56.0,1876609.0,11898.0,5616381
893,South West England,202235,2022-08-28 00:00:00,2625.0,42.0,1879234.0,11940.0,5616381
894,South West England,202236,2022-09-04 00:00:00,2715.0,34.0,1881949.0,11974.0,5616381
895,South West England,202237,2022-09-11 00:00:00,917.0,3.0,1882866.0,11977.0,5616381
896,West Midlands,202015,2020-04-08 00:00:00,1341.0,447.0,7795.0,1796.0,5907872
897,West Midlands,202016,2020-04-12 00:00:00,2776.0,677.0,10571.0,2473.0,5907872
898,West Midlands,202017,2020-04-19 00:00:00,3248.0,528.0,13819.0,3001.0,5907872
899,West Midlands,202018,2020-04-26 00:00:00,2808.0,424.0,16627.0,3425.0,5907872
900,West Midlands,202019,2020-05-03 00:00:00,2056.0,301.0,18683.0,3726.0,5907872
901,West Midlands,202020,2020-05-10 00:00:00,1740.0,230.0,20423.0,3956.0,5907872
902,West Midlands,202021,2020-05-17 00:00:00,1524.0,185.0,21947.0,4141.0,5907872
903,West Midlands,202022,2020-05-24 00:00:00,1048.0,121.0,22995.0,4262.0,5907872
904,West Midlands,202023,2020-05-31 00:00:00,769.0,81.0,23764.0,4343.0,5907872
905,West Midlands,202024,2020-06-07 00:00:00,633.0,51.0,24397.0,4394.0,5907872
906,West Midlands,202025,2020-06-14 00:00:00,547.0,53.0,24944.0,4447.0,5907872
907,West Midlands,202026,2020-06-21 00:00:00,376.0,46.0,25320.0,4493.0,5907872
908,West Midlands,202027,2020-06-28 00:00:00,302.0,26.0,25622.0,4519.0,5907872
909,West Midlands,202028,2020-07-05 00:00:00,425.0,18.0,26047.0,4537.0,5907872
910,West Midlands,202029,2020-07-12 00:00:00,484.0,5.0,26531.0,4542.0,5907872
911,West Midlands,202030,2020-07-19 00:00:00,522.0,11.0,27053.0,4553.0,5907872
912,West Midlands,202031,2020-07-26 00:00:00,548.0,4.0,27601.0,4557.0,5907872
913,West Midlands,202032,2020-08-02 00:00:00,624.0,6.0,28225.0,4563.0,5907872
914,West Midlands,202033,2020-08-09 00:00:00,932.0,4.0,29157.0,4567.0,5907872
915,West Midlands,202034,2020-08-16 00:00:00,808.0,0.0,29965.0,4567.0,5907872
916,West Midlands,202035,2020-08-23 00:00:00,915.0,7.0,30880.0,4574.0,5907872
917,West Midlands,202036,2020-08-30 00:00:00,1952.0,2.0,32832.0,4576.0,5907872
918,West Midlands,202037,2020-09-06 00:00:00,2694.0,7.0,35526.0,4583.0,5907872
919,West Midlands,202038,2020-09-13 00:00:00,3061.0,20.0,38587.0,4603.0,5907872
920,West Midlands,202039,2020-09-20 00:00:00,4434.0,39.0,43021.0,4642.0,5907872
921,West Midlands,202040,2020-09-27 00:00:00,5518.0,38.0,48539.0,4680.0,5907872
922,West Midlands,202041,2020-10-04 00:00:00,7740.0,43.0,56279.0,4723.0,5907872
923,West Midlands,202042,2020-10-11 00:00:00,10074.0,76.0,66353.0,4799.0,5907872
924,West Midlands,202043,2020-10-18 00:00:00,13756.0,101.0,80109.0,4900.0,5907872
925,West Midlands,202044,2020-10-25 00:00:00,16439.0,171.0,96548.0,5071.0,5907872
926,West Midlands,202045,2020-11-01 00:00:00,19342.0,254.0,115890.0,5325.0,5907872
927,West Midlands,202046,2020-11-08 00:00:00,22435.0,293.0,138325.0,5618.0,5907872
928,West Midlands,202047,2020-11-15 00:00:00,17640.0,384.0,155965.0,6002.0,5907872
929,West Midlands,202048,2020-11-22 00:00:00,12278.0,373.0,168243.0,6375.0,5907872
930,West Midlands,202049,2020-11-29 00:00:00,9877.0,400.0,178120.0,6775.0,5907872
931,West Midlands,202050,2020-12-06 00:00:00,11217.0,372.0,189337.0,7147.0,5907872
932,West Midlands,202051,2020-12-13 00:00:00,14141.0,361.0,203478.0,7508.0,5907872
933,West Midlands,202052,2020-12-20 00:00:00,16865.0,371.0,220343.0,7879.0,5907872
934,West Midlands,202053,2020-12-27 00:00:00,32250.0,405.0,252593.0,8284.0,5907872
935,West Midlands,202101,2021-01-03 00:00:00,37945.0,569.0,290538.0,8853.0,5907872
936,West Midlands,202102,2021-01-10 00:00:00,34922.0,794.0,325460.0,9647.0,5907872
937,West Midlands,202103,2021-01-17 00:00:00,28611.0,914.0,354071.0,10561.0,5907872
938,West Midlands,202104,2021-01-24 00:00:00,19571.0,822.0,373642.0,11383.0,5907872
939,West Midlands,202105,2021-01-31 00:00:00,15491.0,629.0,389133.0,12012.0,5907872
940,West Midlands,202106,2021-02-07 00:00:00,11157.0,499.0,400290.0,12511.0,5907872
941,West Midlands,202107,2021-02-14 00:00:00,9808.0,364.0,410098.0,12875.0,5907872
942,West Midlands,202108,2021-02-21 00:00:00,7017.0,248.0,417115.0,13123.0,5907872
943,West Midlands,202109,2021-02-28 00:00:00,4588.0,162.0,421703.0,13285.0,5907872
944,West Midlands,202110,2021-03-07 00:00:00,4032.0,101.0,425735.0,13386.0,5907872
945,West Midlands,202111,2021-03-14 00:00:00,3941.0,71.0,429676.0,13457.0,5907872
946,West Midlands,202112,2021-03-21 00:00:00,3746.0,37.0,433422.0,13494.0,5907872
947,West Midlands,202113,2021-03-28 00:00:00,2495.0,27.0,435917.0,13521.0,5907872
948,West Midlands,202114,2021-04-04 00:00:00,1712.0,8.0,437629.0,13529.0,5907872
949,West Midlands,202115,2021-04-11 00:00:00,1373.0,15.0,439002.0,13544.0,5907872
950,West Midlands,202116,2021-04-18 00:00:00,1368.0,14.0,440370.0,13558.0,5907872
951,West Midlands,202117,2021-04-25 00:00:00,1205.0,7.0,441575.0,13565.0,5907872
952,West Midlands,202118,2021-05-02 00:00:00,1018.0,10.0,442593.0,13575.0,5907872
953,West Midlands,202119,2021-05-09 00:00:00,994.0,8.0,443587.0,13583.0,5907872
954,West Midlands,202120,2021-05-16 00:00:00,1014.0,4.0,444601.0,13587.0,5907872
955,West Midlands,202121,2021-05-23 00:00:00,1428.0,9.0,446029.0,13596.0,5907872
956,West Midlands,202122,2021-05-30 00:00:00,2245.0,9.0,448274.0,13605.0,5907872
957,West Midlands,202123,2021-06-06 00:00:00,3282.0,7.0,451556.0,13612.0,5907872
958,West Midlands,202124,2021-06-13 00:00:00,4790.0,9.0,456346.0,13621.0,5907872
959,West Midlands,202125,2021-06-20 00:00:00,8818.0,9.0,465164.0,13630.0,5907872
960,West Midlands,202126,2021-06-27 00:00:00,15851.0,12.0,481015.0,13642.0,5907872
961,West Midlands,202127,2021-07-04 00:00:00,21286.0,28.0,502301.0,13670.0,5907872
962,West Midlands,202128,2021-07-11 00:00:00,33888.0,27.0,536189.0,13697.0,5907872
963,West Midlands,202129,2021-07-18 00:00:00,22574.0,51.0,558763.0,13748.0,5907872
964,West Midlands,202130,2021-07-25 00:00:00,15812.0,52.0,574575.0,13800.0,5907872
965,West Midlands,202131,2021-08-01 00:00:00,17402.0,60.0,591977.0,13860.0,5907872
966,West Midlands,202132,2021-08-08 00:00:00,18882.0,77.0,610859.0,13937.0,5907872
967,West Midlands,202133,2021-08-15 00:00:00,20339.0,67.0,631198.0,14004.0,5907872
968,West Midlands,202134,2021-08-22 00:00:00,19708.0,107.0,650906.0,14111.0,5907872
969,West Midlands,202135,2021-08-29 00:00:00,20911.0,105.0,671817.0,14216.0,5907872
970,West Midlands,202136,2021-09-05 00:00:00,20383.0,96.0,692200.0,14312.0,5907872
971,West Midlands,202137,2021-09-12 00:00:00,19128.0,100.0,711328.0,14412.0,5907872
972,West Midlands,202138,2021-09-19 00:00:00,25215.0,72.0,736543.0,14484.0,5907872
973,West Midlands,202139,2021-09-26 00:00:00,24153.0,65.0,760696.0,14549.0,5907872
974,West Midlands,202140,2021-10-03 00:00:00,26045.0,72.0,786741.0,14621.0,5907872
975,West Midlands,202141,2021-10-10 00:00:00,27969.0,79.0,814710.0,14700.0,5907872
976,West Midlands,202142,2021-10-17 00:00:00,28094.0,92.0,842804.0,14792.0,5907872
977,West Midlands,202143,2021-10-24 00:00:00,23716.0,108.0,866520.0,14900.0,5907872
978,West Midlands,202144,2021-10-31 00:00:00,20859.0,96.0,887379.0,14996.0,5907872
979,West Midlands,202145,2021-11-07 00:00:00,22492.0,101.0,909871.0,15097.0,5907872
980,West Midlands,202146,2021-11-14 00:00:00,25632.0,82.0,935503.0,15179.0,5907872
981,West Midlands,202147,2021-11-21 00:00:00,24117.0,90.0,959620.0,15269.0,5907872
982,West Midlands,202148,2021-11-28 00:00:00,26553.0,76.0,986173.0,15345.0,5907872
983,West Midlands,202149,2021-12-05 00:00:00,28527.0,83.0,1014700.0,15428.0,5907872
984,West Midlands,202150,2021-12-12 00:00:00,39167.0,68.0,1053867.0,15496.0,5907872
985,West Midlands,202151,2021-12-19 00:00:00,63464.0,72.0,1117331.0,15568.0,5907872
986,West Midlands,202152,2021-12-26 00:00:00,111621.0,101.0,1228952.0,15669.0,5907872
987,West Midlands,202201,2022-01-02 00:00:00,122801.0,152.0,1351753.0,15821.0,5907872
988,West Midlands,202202,2022-01-09 00:00:00,72880.0,177.0,1424633.0,15998.0,5907872
989,West Midlands,202203,2022-01-16 00:00:00,75215.0,196.0,1499848.0,16194.0,5907872
990,West Midlands,202204,2022-01-23 00:00:00,65486.0,186.0,1565334.0,16380.0,5907872
991,West Midlands,202205,2022-01-30 00:00:00,46604.0,172.0,1611938.0,16552.0,5907872
992,West Midlands,202206,2022-02-06 00:00:00,29356.0,140.0,1641294.0,16692.0,5907872
993,West Midlands,202207,2022-02-13 00:00:00,21215.0,115.0,1662509.0,16807.0,5907872
994,West Midlands,202208,2022-02-20 00:00:00,14177.0,99.0,1676686.0,16906.0,5907872
995,West Midlands,202209,2022-02-27 00:00:00,16704.0,87.0,1693390.0,16993.0,5907872
996,West Midlands,202210,2022-03-06 00:00:00,27048.0,98.0,1720438.0,17091.0,5907872
997,West Midlands,202211,2022-03-13 00:00:00,39385.0,98.0,1759823.0,17189.0,5907872
998,West Midlands,202212,2022-03-20 00:00:00,45720.0,134.0,1805543.0,17323.0,5907872
999,West Midlands,202213,2022-03-27 00:00:00,38057.0,139.0,1843600.0,17462.0,5907872
1000,West Midlands,202214,2022-04-03 00:00:00,24901.0,165.0,1868501.0,17627.0,5907872
1001,West Midlands,202215,2022-04-10 00:00:00,16930.0,217.0,1885431.0,17844.0,5907872
1002,West Midlands,202216,2022-04-17 00:00:00,10934.0,153.0,1896365.0,17997.0,5907872
1003,West Midlands,202217,2022-04-24 00:00:00,6716.0,163.0,1903081.0,18160.0,5907872
1004,West Midlands,202218,2022-05-01 00:00:00,5408.0,91.0,1908489.0,18251.0,5907872
1005,West Midlands,202219,2022-05-08 00:00:00,4487.0,74.0,1912976.0,18325.0,5907872
1006,West Midlands,202220,2022-05-15 00:00:00,4015.0,62.0,1916991.0,18387.0,5907872
1007,West Midlands,202221,2022-05-22 00:00:00,3041.0,34.0,1920032.0,18421.0,5907872
1008,West Midlands,202222,2022-05-29 00:00:00,3148.0,34.0,1923180.0,18455.0,5907872
1009,West Midlands,202223,2022-06-05 00:00:00,5303.0,28.0,1928483.0,18483.0,5907872
1010,West Midlands,202224,2022-06-12 00:00:00,7597.0,26.0,1936080.0,18509.0,5907872
1011,West Midlands,202225,2022-06-19 00:00:00,10421.0,49.0,1946501.0,18558.0,5907872
1012,West Midlands,202226,2022-06-26 00:00:00,13263.0,69.0,1959764.0,18627.0,5907872
1013,West Midlands,202227,2022-07-03 00:00:00,16480.0,104.0,1976244.0,18731.0,5907872
1014,West Midlands,202228,2022-07-10 00:00:00,14270.0,143.0,1990514.0,18874.0,5907872
1015,West Midlands,202229,2022-07-17 00:00:00,9745.0,161.0,2000259.0,19035.0,5907872
1016,West Midlands,202230,2022-07-24 00:00:00,6813.0,145.0,2007072.0,19180.0,5907872
1017,West Midlands,202231,2022-07-31 00:00:00,5179.0,126.0,2012251.0,19306.0,5907872
1018,West Midlands,202232,2022-08-07 00:00:00,4386.0,110.0,2016637.0,19416.0,5907872
1019,West Midlands,202233,2022-08-14 00:00:00,3217.0,83.0,2019854.0,19499.0,5907872
1020,West Midlands,202234,2022-08-21 00:00:00,2634.0,68.0,2022488.0,19567.0,5907872
1021,West Midlands,202235,2022-08-28 00:00:00,2643.0,61.0,2025131.0,19628.0,5907872
1022,West Midlands,202236,2022-09-04 00:00:00,2737.0,36.0,2027868.0,19664.0,5907872
1023,West Midlands,202237,2022-09-11 00:00:00,861.0,3.0,2028729.0,19667.0,5907872
1024,Yorkshire and the Humber,202015,2020-04-08 00:00:00,1179.0,276.0,5384.0,838.0,5486230
1025,Yorkshire and the Humber,202016,2020-04-12 00:00:00,2460.0,486.0,7844.0,1324.0,5486230
1026,Yorkshire and the Humber,202017,2020-04-19 00:00:00,3166.0,456.0,11010.0,1780.0,5486230
1027,Yorkshire and the Humber,202018,2020-04-26 00:00:00,3655.0,430.0,14665.0,2210.0,5486230
1028,Yorkshire and the Humber,202019,2020-05-03 00:00:00,2628.0,343.0,17293.0,2553.0,5486230
1029,Yorkshire and the Humber,202020,2020-05-10 00:00:00,2463.0,257.0,19756.0,2810.0,5486230
1030,Yorkshire and the Humber,202021,2020-05-17 00:00:00,2066.0,187.0,21822.0,2997.0,5486230
1031,Yorkshire and the Humber,202022,2020-05-24 00:00:00,1585.0,175.0,23407.0,3172.0,5486230
1032,Yorkshire and the Humber,202023,2020-05-31 00:00:00,1217.0,133.0,24624.0,3305.0,5486230
1033,Yorkshire and the Humber,202024,2020-06-07 00:00:00,1374.0,84.0,25998.0,3389.0,5486230
1034,Yorkshire and the Humber,202025,2020-06-14 00:00:00,1422.0,52.0,27420.0,3441.0,5486230
1035,Yorkshire and the Humber,202026,2020-06-21 00:00:00,1048.0,48.0,28468.0,3489.0,5486230
1036,Yorkshire and the Humber,202027,2020-06-28 00:00:00,764.0,37.0,29232.0,3526.0,5486230
1037,Yorkshire and the Humber,202028,2020-07-05 00:00:00,725.0,20.0,29957.0,3546.0,5486230
1038,Yorkshire and the Humber,202029,2020-07-12 00:00:00,780.0,17.0,30737.0,3563.0,5486230
1039,Yorkshire and the Humber,202030,2020-07-19 00:00:00,729.0,15.0,31466.0,3578.0,5486230
1040,Yorkshire and the Humber,202031,2020-07-26 00:00:00,880.0,8.0,32346.0,3586.0,5486230
1041,Yorkshire and the Humber,202032,2020-08-02 00:00:00,959.0,9.0,33305.0,3595.0,5486230
1042,Yorkshire and the Humber,202033,2020-08-09 00:00:00,1141.0,8.0,34446.0,3603.0,5486230
1043,Yorkshire and the Humber,202034,2020-08-16 00:00:00,881.0,8.0,35327.0,3611.0,5486230
1044,Yorkshire and the Humber,202035,2020-08-23 00:00:00,1043.0,8.0,36370.0,3619.0,5486230
1045,Yorkshire and the Humber,202036,2020-08-30 00:00:00,1952.0,11.0,38322.0,3630.0,5486230
1046,Yorkshire and the Humber,202037,2020-09-06 00:00:00,2810.0,12.0,41132.0,3642.0,5486230
1047,Yorkshire and the Humber,202038,2020-09-13 00:00:00,3390.0,19.0,44522.0,3661.0,5486230
1048,Yorkshire and the Humber,202039,2020-09-20 00:00:00,5331.0,25.0,49853.0,3686.0,5486230
1049,Yorkshire and the Humber,202040,2020-09-27 00:00:00,11779.0,33.0,61632.0,3719.0,5486230
1050,Yorkshire and the Humber,202041,2020-10-04 00:00:00,15409.0,74.0,77041.0,3793.0,5486230
1051,Yorkshire and the Humber,202042,2020-10-11 00:00:00,17176.0,114.0,94217.0,3907.0,5486230
1052,Yorkshire and the Humber,202043,2020-10-18 00:00:00,21886.0,212.0,116103.0,4119.0,5486230
1053,Yorkshire and the Humber,202044,2020-10-25 00:00:00,23012.0,290.0,139115.0,4409.0,5486230
1054,Yorkshire and the Humber,202045,2020-11-01 00:00:00,25421.0,415.0,164536.0,4824.0,5486230
1055,Yorkshire and the Humber,202046,2020-11-08 00:00:00,24045.0,491.0,188581.0,5315.0,5486230
1056,Yorkshire and the Humber,202047,2020-11-15 00:00:00,16705.0,479.0,205286.0,5794.0,5486230
1057,Yorkshire and the Humber,202048,2020-11-22 00:00:00,10765.0,481.0,216051.0,6275.0,5486230
1058,Yorkshire and the Humber,202049,2020-11-29 00:00:00,8773.0,377.0,224824.0,6652.0,5486230
1059,Yorkshire and the Humber,202050,2020-12-06 00:00:00,8474.0,367.0,233298.0,7019.0,5486230
1060,Yorkshire and the Humber,202051,2020-12-13 00:00:00,9227.0,322.0,242525.0,7341.0,5486230
1061,Yorkshire and the Humber,202052,2020-12-20 00:00:00,10603.0,301.0,253128.0,7642.0,5486230
1062,Yorkshire and the Humber,202053,2020-12-27 00:00:00,16968.0,337.0,270096.0,7979.0,5486230
1063,Yorkshire and the Humber,202101,2021-01-03 00:00:00,18191.0,326.0,288287.0,8305.0,5486230
1064,Yorkshire and the Humber,202102,2021-01-10 00:00:00,14615.0,401.0,302902.0,8706.0,5486230
1065,Yorkshire and the Humber,202103,2021-01-17 00:00:00,13723.0,412.0,316625.0,9118.0,5486230
1066,Yorkshire and the Humber,202104,2021-01-24 00:00:00,11497.0,394.0,328122.0,9512.0,5486230
1067,Yorkshire and the Humber,202105,2021-01-31 00:00:00,10088.0,363.0,338210.0,9875.0,5486230
1068,Yorkshire and the Humber,202106,2021-02-07 00:00:00,8730.0,303.0,346940.0,10178.0,5486230
1069,Yorkshire and the Humber,202107,2021-02-14 00:00:00,8828.0,236.0,355768.0,10414.0,5486230
1070,Yorkshire and the Humber,202108,2021-02-21 00:00:00,6964.0,171.0,362732.0,10585.0,5486230
1071,Yorkshire and the Humber,202109,2021-02-28 00:00:00,5730.0,128.0,368462.0,10713.0,5486230
1072,Yorkshire and the Humber,202110,2021-03-07 00:00:00,6058.0,106.0,374520.0,10819.0,5486230
1073,Yorkshire and the Humber,202111,2021-03-14 00:00:00,6166.0,69.0,380686.0,10888.0,5486230
1074,Yorkshire and the Humber,202112,2021-03-21 00:00:00,6341.0,51.0,387027.0,10939.0,5486230
1075,Yorkshire and the Humber,202113,2021-03-28 00:00:00,4358.0,34.0,391385.0,10973.0,5486230
1076,Yorkshire and the Humber,202114,2021-04-04 00:00:00,3569.0,35.0,394954.0,11008.0,5486230
1077,Yorkshire and the Humber,202115,2021-04-11 00:00:00,2636.0,39.0,397590.0,11047.0,5486230
1078,Yorkshire and the Humber,202116,2021-04-18 00:00:00,2534.0,17.0,400124.0,11064.0,5486230
1079,Yorkshire and the Humber,202117,2021-04-25 00:00:00,2445.0,13.0,402569.0,11077.0,5486230
1080,Yorkshire and the Humber,202118,2021-05-02 00:00:00,2183.0,17.0,404752.0,11094.0,5486230
1081,Yorkshire and the Humber,202119,2021-05-09 00:00:00,2008.0,10.0,406760.0,11104.0,5486230
1082,Yorkshire and the Humber,202120,2021-05-16 00:00:00,2122.0,4.0,408882.0,11108.0,5486230
1083,Yorkshire and the Humber,202121,2021-05-23 00:00:00,2202.0,6.0,411084.0,11114.0,5486230
1084,Yorkshire and the Humber,202122,2021-05-30 00:00:00,3071.0,5.0,414155.0,11119.0,5486230
1085,Yorkshire and the Humber,202123,2021-06-06 00:00:00,4631.0,5.0,418786.0,11124.0,5486230
1086,Yorkshire and the Humber,202124,2021-06-13 00:00:00,6409.0,8.0,425195.0,11132.0,5486230
1087,Yorkshire and the Humber,202125,2021-06-20 00:00:00,11219.0,9.0,436414.0,11141.0,5486230
1088,Yorkshire and the Humber,202126,2021-06-27 00:00:00,18770.0,19.0,455184.0,11160.0,5486230
1089,Yorkshire and the Humber,202127,2021-07-04 00:00:00,26087.0,17.0,481271.0,11177.0,5486230
1090,Yorkshire and the Humber,202128,2021-07-11 00:00:00,35806.0,32.0,517077.0,11209.0,5486230
1091,Yorkshire and the Humber,202129,2021-07-18 00:00:00,25441.0,59.0,542518.0,11268.0,5486230
1092,Yorkshire and the Humber,202130,2021-07-25 00:00:00,20316.0,76.0,562834.0,11344.0,5486230
1093,Yorkshire and the Humber,202131,2021-08-01 00:00:00,21392.0,70.0,584226.0,11414.0,5486230
1094,Yorkshire and the Humber,202132,2021-08-08 00:00:00,20854.0,103.0,605080.0,11517.0,5486230
1095,Yorkshire and the Humber,202133,2021-08-15 00:00:00,20128.0,73.0,625208.0,11590.0,5486230
1096,Yorkshire and the Humber,202134,2021-08-22 00:00:00,19563.0,87.0,644771.0,11677.0,5486230
1097,Yorkshire and the Humber,202135,2021-08-29 00:00:00,21603.0,112.0,666374.0,11789.0,5486230
1098,Yorkshire and the Humber,202136,2021-09-05 00:00:00,19919.0,113.0,686293.0,11902.0,5486230
1099,Yorkshire and the Humber,202137,2021-09-12 00:00:00,17694.0,90.0,703987.0,11992.0,5486230
1100,Yorkshire and the Humber,202138,2021-09-19 00:00:00,23987.0,98.0,727974.0,12090.0,5486230
1101,Yorkshire and the Humber,202139,2021-09-26 00:00:00,23187.0,62.0,751161.0,12152.0,5486230
1102,Yorkshire and the Humber,202140,2021-10-03 00:00:00,25545.0,86.0,776706.0,12238.0,5486230
1103,Yorkshire and the Humber,202141,2021-10-10 00:00:00,27735.0,116.0,804441.0,12354.0,5486230
1104,Yorkshire and the Humber,202142,2021-10-17 00:00:00,25737.0,107.0,830178.0,12461.0,5486230
1105,Yorkshire and the Humber,202143,2021-10-24 00:00:00,23937.0,123.0,854115.0,12584.0,5486230
1106,Yorkshire and the Humber,202144,2021-10-31 00:00:00,20363.0,130.0,874478.0,12714.0,5486230
1107,Yorkshire and the Humber,202145,2021-11-07 00:00:00,20768.0,109.0,895246.0,12823.0,5486230
1108,Yorkshire and the Humber,202146,2021-11-14 00:00:00,21711.0,94.0,916957.0,12917.0,5486230
1109,Yorkshire and the Humber,202147,2021-11-21 00:00:00,19539.0,86.0,936496.0,13003.0,5486230
1110,Yorkshire and the Humber,202148,2021-11-28 00:00:00,21090.0,81.0,957586.0,13084.0,5486230
1111,Yorkshire and the Humber,202149,2021-12-05 00:00:00,20640.0,68.0,978226.0,13152.0,5486230
1112,Yorkshire and the Humber,202150,2021-12-12 00:00:00,31703.0,61.0,1009929.0,13213.0,5486230
1113,Yorkshire and the Humber,202151,2021-12-19 00:00:00,57581.0,66.0,1067510.0,13279.0,5486230
1114,Yorkshire and the Humber,202152,2021-12-26 00:00:00,110986.0,80.0,1178496.0,13359.0,5486230
1115,Yorkshire and the Humber,202201,2022-01-02 00:00:00,127051.0,128.0,1305547.0,13487.0,5486230
1116,Yorkshire and the Humber,202202,2022-01-09 00:00:00,71014.0,179.0,1376561.0,13666.0,5486230
1117,Yorkshire and the Humber,202203,2022-01-16 00:00:00,65442.0,206.0,1442003.0,13872.0,5486230
1118,Yorkshire and the Humber,202204,2022-01-23 00:00:00,55584.0,208.0,1497587.0,14080.0,5486230
1119,Yorkshire and the Humber,202205,2022-01-30 00:00:00,39151.0,138.0,1536738.0,14218.0,5486230
1120,Yorkshire and the Humber,202206,2022-02-06 00:00:00,24470.0,119.0,1561208.0,14337.0,5486230
1121,Yorkshire and the Humber,202207,2022-02-13 00:00:00,17826.0,115.0,1579034.0,14452.0,5486230
1122,Yorkshire and the Humber,202208,2022-02-20 00:00:00,12450.0,88.0,1591484.0,14540.0,5486230
1123,Yorkshire and the Humber,202209,2022-02-27 00:00:00,14760.0,70.0,1606244.0,14610.0,5486230
1124,Yorkshire and the Humber,202210,2022-03-06 00:00:00,24391.0,81.0,1630635.0,14691.0,5486230
1125,Yorkshire and the Humber,202211,2022-03-13 00:00:00,35523.0,102.0,1666158.0,14793.0,5486230
1126,Yorkshire and the Humber,202212,2022-03-20 00:00:00,41677.0,122.0,1707835.0,14915.0,5486230
1127,Yorkshire and the Humber,202213,2022-03-27 00:00:00,34848.0,160.0,1742683.0,15075.0,5486230
1128,Yorkshire and the Humber,202214,2022-04-03 00:00:00,22541.0,165.0,1765224.0,15240.0,5486230
1129,Yorkshire and the Humber,202215,2022-04-10 00:00:00,15897.0,201.0,1781121.0,15441.0,5486230
1130,Yorkshire and the Humber,202216,2022-04-17 00:00:00,11083.0,159.0,1792204.0,15600.0,5486230
1131,Yorkshire and the Humber,202217,2022-04-24 00:00:00,6750.0,127.0,1798954.0,15727.0,5486230
1132,Yorkshire and the Humber,202218,2022-05-01 00:00:00,5598.0,94.0,1804552.0,15821.0,5486230
1133,Yorkshire and the Humber,202219,2022-05-08 00:00:00,4513.0,70.0,1809065.0,15891.0,5486230
1134,Yorkshire and the Humber,202220,2022-05-15 00:00:00,3745.0,46.0,1812810.0,15937.0,5486230
1135,Yorkshire and the Humber,202221,2022-05-22 00:00:00,2838.0,51.0,1815648.0,15988.0,5486230
1136,Yorkshire and the Humber,202222,2022-05-29 00:00:00,2961.0,36.0,1818609.0,16024.0,5486230
1137,Yorkshire and the Humber,202223,2022-06-05 00:00:00,5047.0,25.0,1823656.0,16049.0,5486230
1138,Yorkshire and the Humber,202224,2022-06-12 00:00:00,6807.0,32.0,1830463.0,16081.0,5486230
1139,Yorkshire and the Humber,202225,2022-06-19 00:00:00,9269.0,35.0,1839732.0,16116.0,5486230
1140,Yorkshire and the Humber,202226,2022-06-26 00:00:00,11730.0,49.0,1851462.0,16165.0,5486230
1141,Yorkshire and the Humber,202227,2022-07-03 00:00:00,14846.0,70.0,1866308.0,16235.0,5486230
1142,Yorkshire and the Humber,202228,2022-07-10 00:00:00,13031.0,100.0,1879339.0,16335.0,5486230
1143,Yorkshire and the Humber,202229,2022-07-17 00:00:00,9058.0,134.0,1888397.0,16469.0,5486230
1144,Yorkshire and the Humber,202230,2022-07-24 00:00:00,6789.0,100.0,1895186.0,16569.0,5486230
1145,Yorkshire and the Humber,202231,2022-07-31 00:00:00,5068.0,105.0,1900254.0,16674.0,5486230
1146,Yorkshire and the Humber,202232,2022-08-07 00:00:00,4003.0,85.0,1904257.0,16759.0,5486230
1147,Yorkshire and the Humber,202233,2022-08-14 00:00:00,2895.0,63.0,1907152.0,16822.0,5486230
1148,Yorkshire and the Humber,202234,2022-08-21 00:00:00,2348.0,53.0,1909500.0,16875.0,5486230
1149,Yorkshire and the Humber,202235,2022-08-28 00:00:00,2528.0,32.0,1912028.0,16907.0,5486230
1150,Yorkshire and the Humber,202236,2022-09-04 00:00:00,2540.0,47.0,1914568.0,16954.0,5486230
1151,Yorkshire and the Humber,202237,2022-09-11 00:00:00,764.0,7.0,1915332.0,16961.0,5486230
