epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.0014986722962930799,2.2590661501453724e-06
0,26,0.014531359076499939,,,
1,49,,5.8320138123235665e-06,,
1,53,,,0.0026623953599482775,7.138110504456563e-06
1,53,0.0024979442823678255,,,
2,80,,,0.0007683755247853696,6.527450864268758e-07
2,80,0.0007484927773475647,,,
3,99,,2.423851412913791e-07,,
3,107,,,0.0007022098870947957,5.722764058191387e-07
3,107,0.00038245454197749496,,,
4,134,,,0.000806336582172662,7.219412054837449e-07
4,134,0.00037349972990341485,,,
5,149,,1.4018040417340671e-07,,
5,161,,,0.0006737884250469506,5.233591764408629e-07
5,161,0.00037308642640709877,,,
6,188,,,0.0006355235236696899,4.747577122543589e-07
6,188,0.00036323865060694516,,,
7,199,,1.6874133734745556e-07,,
7,215,,,0.0005649181548506021,3.921593645372923e-07
7,215,0.0003328518941998482,,,
8,242,,,0.0010087345726788044,1.095034690479224e-06
8,242,0.0003557212185114622,,,
9,249,,1.6860558105236123e-07,,
9,269,,,0.0005598269635811448,3.880965380176349e-07
9,269,0.0003589389380067587,,,
10,296,,,0.00096727698110044,1.004957198347256e-06
10,296,0.00038929699803702533,,,
11,299,,1.8069016505251057e-07,,
11,323,,,0.000813452061265707,7.307693294933415e-07
11,323,0.0003219950303900987,,,
12,349,,1.0465472399801001e-07,,
12,350,,,0.0006412751390598714,4.7473912445639144e-07
12,350,0.00033243594225496054,,,
13,377,,,0.0009574688738211989,9.936011338140815e-07
13,377,0.0003337939560879022,,,
14,399,,5.804105285278638e-07,,
14,404,,,0.0008512957720085979,7.841223350624205e-07
14,404,0.000385905965231359,,,
15,431,,,0.0006462876917794347,4.800167516805232e-07
15,431,0.0003985408111475408,,,
16,449,,2.3766006052028388e-07,,
16,458,,,0.0007621977711096406,6.503818212877377e-07
16,458,0.0003055034321732819,,,
17,485,,,0.0010455530136823654,1.1530562460393412e-06
17,485,0.00032680778531357646,,,
18,499,,2.729120751610026e-07,,
18,512,,,0.0010011292761191726,1.0623804200804443e-06
18,512,0.00030765554402023554,,,
19,539,,,0.0006782702985219657,5.252772439234832e-07
19,539,0.0003184482338838279,,,
