epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,26,,,0.05225891247391701,0.002912496216595173
0,26,0.06704013794660568,,,
1,49,,0.0008479651878587902,,
1,53,,,0.021520856767892838,0.0005141671863384545
1,53,0.03123505972325802,,,
2,80,,,0.006907787173986435,0.00010954459867207333
2,80,0.023679953068494797,,,
3,99,,0.001001100754365325,,
3,107,,,0.012955640442669392,0.00019335627439431846
3,107,0.021873895078897476,,,
4,134,,,0.004113409202545881,2.1243640730972402e-05
4,134,0.01621384359896183,,,
5,149,,0.0001882274227682501,,
5,161,,,0.004501075949519873,2.1865800590603612e-05
5,161,0.009885560721158981,,,
6,188,,,0.005446277093142271,3.412202204344794e-05
6,188,0.010133753530681133,,,
7,199,,0.0001351604878436774,,
7,215,,,0.0009992951527237892,1.5777809494466055e-06
7,215,0.008677419275045395,,,
8,242,,,0.001353499130345881,2.5903182176989503e-06
8,242,0.007102580275386572,,,
9,249,,4.448493564268574e-05,,
9,269,,,0.0015317162033170462,3.3992596399912145e-06
9,269,0.0060284677892923355,,,
10,296,,,0.0039720721542835236,1.7865893823909573e-05
10,296,0.003462495980784297,,,
11,299,,5.852043250342831e-05,,
11,323,,,0.004862586501985788,2.5152981834253296e-05
11,323,0.005909332074224949,,,
12,349,,0.00012136519944760948,,
12,350,,,0.013511172495782375,0.00018425736925564706
12,350,0.006259760819375515,,,
13,377,,,0.0033282830845564604,1.1943080608034506e-05
13,377,0.00929315760731697,,,
14,399,,2.6867077394854277e-05,,
14,404,,,0.0046963463537395,2.2980939320405014e-05
14,404,0.005807623732835054,,,
15,431,,,0.0044865962117910385,2.1506210032384843e-05
15,431,0.004067094065248966,,,
16,449,,1.6075959138106555e-05,,
16,458,,,0.0017726641381159425,4.27484928877675e-06
16,458,0.0045014978386461735,,,
17,485,,,0.0106021324172616,0.00011426387209212407
17,485,0.004558291751891375,,,
